mention_id,chunk_id,entity_id,char_offset
M00006200,CHK00196_006,ENT00031,143
M00006201,CHK00196_006,ENT00161,125
M00006202,CHK00196_007,ENT00120,342
M00006203,CHK00196_008,ENT00105,179
M00006204,CHK00196_008,ENT00316,98
M00006205,CHK00196_008,ENT00506,317
M00006206,CHK00196_009,ENT00332,260
M00006207,CHK00196_009,ENT00095,465
M00006208,CHK00196_009,ENT00057,422
M00006209,CHK00196_010,ENT00027,329
M00006210,CHK00196_011,ENT00185,18
M00006211,CHK00196_011,ENT00591,324
M00006212,CHK00196_011,ENT00179,489
M00006213,CHK00196_012,ENT00443,396
M00006214,CHK00196_012,ENT00597,85
M00006215,CHK00196_012,ENT00433,291
M00006216,CHK00196_012,ENT00177,177
M00006217,CHK00197_000,ENT00016,401
M00006218,CHK00197_000,ENT00236,406
M00006219,CHK00197_001,ENT00387,217
M00006220,CHK00197_002,ENT00243,106
M00006221,CHK00197_002,ENT00263,241
M00006222,CHK00197_003,ENT00519,222
M00006223,CHK00197_004,ENT00136,10
M00006224,CHK00197_004,ENT00567,230
M00006225,CHK00197_004,ENT00337,137
M00006226,CHK00197_004,ENT00351,104
M00006227,CHK00197_005,ENT00278,127
M00006228,CHK00197_005,ENT00491,291
M00006229,CHK00197_005,ENT00008,218
M00006230,CHK00197_006,ENT00336,63
M00006231,CHK00197_006,ENT00045,410
M00006232,CHK00197_006,ENT00264,281
M00006233,CHK00197_006,ENT00468,267
M00006234,CHK00198_000,ENT00217,341
M00006235,CHK00198_000,ENT00281,193
M00006236,CHK00198_000,ENT00291,264
M00006237,CHK00198_000,ENT00411,492
M00006238,CHK00198_001,ENT00016,358
M00006239,CHK00198_001,ENT00418,436
M00006240,CHK00198_001,ENT00109,437
M00006241,CHK00198_001,ENT00468,328
M00006242,CHK00198_002,ENT00450,13
M00006243,CHK00198_002,ENT00084,493
M00006244,CHK00198_002,ENT00082,388
M00006245,CHK00198_003,ENT00105,424
M00006246,CHK00198_003,ENT00344,183
M00006247,CHK00198_003,ENT00401,214
M00006248,CHK00198_003,ENT00491,221
M00006249,CHK00198_004,ENT00393,251
M00006250,CHK00198_005,ENT00376,294
M00006251,CHK00198_005,ENT00445,264
M00006252,CHK00198_006,ENT00418,248
M00006253,CHK00198_006,ENT00590,175
M00006254,CHK00198_006,ENT00234,159
M00006255,CHK00198_007,ENT00182,36
M00006256,CHK00198_007,ENT00574,241
M00006257,CHK00198_007,ENT00445,425
M00006258,CHK00198_008,ENT00338,441
M00006259,CHK00198_008,ENT00057,349
M00006260,CHK00199_000,ENT00308,389
M00006261,CHK00199_000,ENT00526,387
M00006262,CHK00199_000,ENT00073,127
M00006263,CHK00199_000,ENT00421,264
M00006264,CHK00199_001,ENT00200,113
M00006265,CHK00199_001,ENT00330,9
M00006266,CHK00199_001,ENT00524,368
M00006267,CHK00199_001,ENT00359,430
M00006268,CHK00199_002,ENT00449,295
M00006269,CHK00199_002,ENT00562,193
M00006270,CHK00199_003,ENT00150,179
M00006271,CHK00199_003,ENT00501,268
M00006272,CHK00199_003,ENT00470,192
M00006273,CHK00199_004,ENT00432,129
M00006274,CHK00199_004,ENT00220,155
M00006275,CHK00199_005,ENT00238,275
M00006276,CHK00199_005,ENT00107,36
M00006277,CHK00199_006,ENT00459,451
M00006278,CHK00199_007,ENT00365,88
M00006279,CHK00199_007,ENT00472,345
M00006280,CHK00199_007,ENT00438,211
M00006281,CHK00199_008,ENT00551,314
M00006282,CHK00199_008,ENT00320,461
M00006283,CHK00199_008,ENT00042,465
M00006284,CHK00199_008,ENT00521,283
M00006285,CHK00199_009,ENT00293,429
M00006286,CHK00199_009,ENT00245,257
M00006287,CHK00199_009,ENT00292,364
M00006288,CHK00200_000,ENT00245,243
M00006289,CHK00200_001,ENT00023,215
M00006290,CHK00200_001,ENT00491,239
M00006291,CHK00200_002,ENT00077,162
M00006292,CHK00200_003,ENT00584,435
M00006293,CHK00200_004,ENT00247,369
M00006294,CHK00200_004,ENT00297,134
M00006295,CHK00200_005,ENT00374,467
M00006296,CHK00200_005,ENT00251,102
M00006297,CHK00200_005,ENT00350,442
M00006298,CHK00200_005,ENT00184,346
M00006299,CHK00200_006,ENT00037,133
M00006300,CHK00200_007,ENT00315,385
M00006301,CHK00200_007,ENT00598,340
M00006302,CHK00200_008,ENT00321,52
M00006303,CHK00200_008,ENT00082,349
M00006304,CHK00200_008,ENT00088,454
M00006305,CHK00200_008,ENT00560,162
M00006306,CHK00200_009,ENT00435,261
M00006307,CHK00200_009,ENT00095,249
M00006308,CHK00200_009,ENT00522,342
M00006309,CHK00200_009,ENT00418,0
M00006310,CHK00200_010,ENT00560,364
M00006311,CHK00200_010,ENT00150,68
M00006312,CHK00200_010,ENT00016,188
M00006313,CHK00200_010,ENT00381,206
M00006314,CHK00200_011,ENT00282,367
M00006315,CHK00200_012,ENT00588,254
M00006316,CHK00200_012,ENT00190,216
M00006317,CHK00201_000,ENT00056,110
M00006318,CHK00201_000,ENT00363,448
M00006319,CHK00201_000,ENT00068,45
M00006320,CHK00201_001,ENT00259,232
M00006321,CHK00201_002,ENT00192,167
M00006322,CHK00201_003,ENT00516,330
M00006323,CHK00201_003,ENT00492,115
M00006324,CHK00201_004,ENT00423,154
M00006325,CHK00201_004,ENT00317,48
M00006326,CHK00201_004,ENT00508,104
M00006327,CHK00201_004,ENT00490,46
M00006328,CHK00201_005,ENT00008,181
M00006329,CHK00201_005,ENT00144,263
M00006330,CHK00201_006,ENT00547,107
M00006331,CHK00201_006,ENT00080,486
M00006332,CHK00201_006,ENT00357,318
M00006333,CHK00201_007,ENT00591,267
M00006334,CHK00201_008,ENT00369,192
M00006335,CHK00201_008,ENT00531,235
M00006336,CHK00201_008,ENT00113,176
M00006337,CHK00202_000,ENT00200,491
M00006338,CHK00202_001,ENT00319,52
M00006339,CHK00202_001,ENT00160,352
M00006340,CHK00202_002,ENT00177,32
M00006341,CHK00202_003,ENT00090,170
M00006342,CHK00202_003,ENT00201,451
M00006343,CHK00202_003,ENT00255,328
M00006344,CHK00202_003,ENT00085,182
M00006345,CHK00202_004,ENT00060,151
M00006346,CHK00202_004,ENT00314,5
M00006347,CHK00202_005,ENT00369,163
M00006348,CHK00202_005,ENT00562,233
M00006349,CHK00202_005,ENT00310,208
M00006350,CHK00202_005,ENT00320,379
M00006351,CHK00203_000,ENT00273,213
M00006352,CHK00203_000,ENT00349,157
M00006353,CHK00203_000,ENT00156,350
M00006354,CHK00203_000,ENT00056,42
M00006355,CHK00203_001,ENT00095,325
M00006356,CHK00203_001,ENT00017,67
M00006357,CHK00203_001,ENT00060,81
M00006358,CHK00203_001,ENT00539,340
M00006359,CHK00203_002,ENT00155,324
M00006360,CHK00203_002,ENT00085,415
M00006361,CHK00203_003,ENT00149,323
M00006362,CHK00203_003,ENT00031,138
M00006363,CHK00203_003,ENT00541,254
M00006364,CHK00203_003,ENT00198,293
M00006365,CHK00203_004,ENT00504,282
M00006366,CHK00203_004,ENT00132,321
M00006367,CHK00203_004,ENT00135,233
M00006368,CHK00203_005,ENT00474,467
M00006369,CHK00203_006,ENT00569,480
M00006370,CHK00203_006,ENT00474,62
M00006371,CHK00203_007,ENT00190,346
M00006372,CHK00203_007,ENT00045,262
M00006373,CHK00203_007,ENT00339,452
M00006374,CHK00204_000,ENT00428,400
M00006375,CHK00204_001,ENT00042,131
M00006376,CHK00204_001,ENT00593,445
M00006377,CHK00204_001,ENT00023,42
M00006378,CHK00204_002,ENT00398,168
M00006379,CHK00204_003,ENT00390,37
M00006380,CHK00204_003,ENT00355,105
M00006381,CHK00204_003,ENT00435,199
M00006382,CHK00204_003,ENT00243,337
M00006383,CHK00204_004,ENT00090,50
M00006384,CHK00204_005,ENT00081,260
M00006385,CHK00204_005,ENT00591,8
M00006386,CHK00204_005,ENT00015,106
M00006387,CHK00204_005,ENT00219,168
M00006388,CHK00204_006,ENT00251,486
M00006389,CHK00204_006,ENT00573,367
M00006390,CHK00204_006,ENT00172,291
M00006391,CHK00204_007,ENT00576,157
M00006392,CHK00204_007,ENT00048,225
M00006393,CHK00204_007,ENT00370,65
M00006394,CHK00204_007,ENT00238,287
M00006395,CHK00204_008,ENT00485,169
M00006396,CHK00204_008,ENT00220,373
M00006397,CHK00204_008,ENT00057,113
M00006398,CHK00204_008,ENT00577,64
M00006399,CHK00204_009,ENT00541,352
M00006400,CHK00204_009,ENT00423,338
M00006401,CHK00204_009,ENT00339,76
M00006402,CHK00204_009,ENT00389,303
M00006403,CHK00205_000,ENT00549,389
M00006404,CHK00205_000,ENT00001,391
M00006405,CHK00205_001,ENT00214,459
M00006406,CHK00205_001,ENT00042,261
M00006407,CHK00205_001,ENT00447,263
M00006408,CHK00205_002,ENT00496,9
M00006409,CHK00205_002,ENT00419,312
M00006410,CHK00205_002,ENT00507,485
M00006411,CHK00205_002,ENT00514,204
M00006412,CHK00205_003,ENT00588,171
M00006413,CHK00205_003,ENT00333,75
M00006414,CHK00205_003,ENT00486,40
M00006415,CHK00205_004,ENT00330,472
M00006416,CHK00205_004,ENT00352,257
M00006417,CHK00205_004,ENT00337,358
M00006418,CHK00205_004,ENT00162,318
M00006419,CHK00205_005,ENT00298,497
M00006420,CHK00205_006,ENT00504,217
M00006421,CHK00205_007,ENT00073,159
M00006422,CHK00205_007,ENT00366,454
M00006423,CHK00205_007,ENT00446,57
M00006424,CHK00205_008,ENT00579,489
M00006425,CHK00205_009,ENT00062,202
M00006426,CHK00205_009,ENT00112,401
M00006427,CHK00206_000,ENT00176,74
M00006428,CHK00206_000,ENT00287,64
M00006429,CHK00206_001,ENT00566,392
M00006430,CHK00206_001,ENT00049,130
M00006431,CHK00206_001,ENT00581,223
M00006432,CHK00206_001,ENT00532,335
M00006433,CHK00206_002,ENT00566,429
M00006434,CHK00206_002,ENT00005,437
M00006435,CHK00206_002,ENT00073,170
M00006436,CHK00206_003,ENT00409,167
M00006437,CHK00206_003,ENT00497,133
M00006438,CHK00206_003,ENT00106,139
M00006439,CHK00206_003,ENT00354,213
M00006440,CHK00206_004,ENT00041,476
M00006441,CHK00206_004,ENT00447,382
M00006442,CHK00206_004,ENT00496,422
M00006443,CHK00206_004,ENT00273,206
M00006444,CHK00206_005,ENT00587,306
M00006445,CHK00206_005,ENT00064,353
M00006446,CHK00206_005,ENT00109,78
M00006447,CHK00206_006,ENT00043,450
M00006448,CHK00206_006,ENT00174,451
M00006449,CHK00206_006,ENT00087,486
M00006450,CHK00206_007,ENT00464,71
M00006451,CHK00206_007,ENT00348,45
M00006452,CHK00206_007,ENT00327,468
M00006453,CHK00206_007,ENT00562,81
M00006454,CHK00206_008,ENT00489,383
M00006455,CHK00206_008,ENT00524,202
M00006456,CHK00206_008,ENT00273,1
M00006457,CHK00206_008,ENT00295,228
M00006458,CHK00206_009,ENT00516,33
M00006459,CHK00206_010,ENT00306,309
M00006460,CHK00206_010,ENT00098,399
M00006461,CHK00206_010,ENT00314,84
M00006462,CHK00206_011,ENT00532,264
M00006463,CHK00206_011,ENT00250,399
M00006464,CHK00206_012,ENT00596,9
M00006465,CHK00206_012,ENT00037,185
M00006466,CHK00206_012,ENT00492,166
M00006467,CHK00206_013,ENT00227,241
M00006468,CHK00206_013,ENT00442,336
M00006469,CHK00206_013,ENT00549,252
M00006470,CHK00206_014,ENT00144,424
M00006471,CHK00206_014,ENT00002,298
M00006472,CHK00206_015,ENT00305,177
M00006473,CHK00206_015,ENT00115,107
M00006474,CHK00206_016,ENT00112,63
M00006475,CHK00206_017,ENT00246,355
M00006476,CHK00206_017,ENT00073,274
M00006477,CHK00206_017,ENT00268,247
M00006478,CHK00206_018,ENT00512,53
M00006479,CHK00206_018,ENT00344,114
M00006480,CHK00206_018,ENT00410,175
M00006481,CHK00206_018,ENT00260,138
M00006482,CHK00206_019,ENT00321,121
M00006483,CHK00206_019,ENT00155,440
M00006484,CHK00207_000,ENT00497,185
M00006485,CHK00207_000,ENT00308,475
M00006486,CHK00207_000,ENT00499,256
M00006487,CHK00207_001,ENT00120,85
M00006488,CHK00207_001,ENT00198,122
M00006489,CHK00207_001,ENT00420,109
M00006490,CHK00207_002,ENT00098,368
M00006491,CHK00207_002,ENT00260,414
M00006492,CHK00207_002,ENT00504,412
M00006493,CHK00207_002,ENT00500,420
M00006494,CHK00207_003,ENT00511,190
M00006495,CHK00207_003,ENT00290,365
M00006496,CHK00207_004,ENT00103,178
M00006497,CHK00207_004,ENT00019,315
M00006498,CHK00207_004,ENT00079,347
M00006499,CHK00207_004,ENT00471,15
M00006500,CHK00208_000,ENT00182,348
M00006501,CHK00208_000,ENT00541,50
M00006502,CHK00208_000,ENT00320,203
M00006503,CHK00208_000,ENT00321,462
M00006504,CHK00208_001,ENT00455,101
M00006505,CHK00208_001,ENT00411,404
M00006506,CHK00208_001,ENT00255,219
M00006507,CHK00208_001,ENT00361,249
M00006508,CHK00208_002,ENT00539,250
M00006509,CHK00208_002,ENT00417,29
M00006510,CHK00208_002,ENT00046,232
M00006511,CHK00208_003,ENT00087,410
M00006512,CHK00208_003,ENT00218,176
M00006513,CHK00208_003,ENT00236,419
M00006514,CHK00208_004,ENT00194,466
M00006515,CHK00208_004,ENT00048,438
M00006516,CHK00208_004,ENT00479,158
M00006517,CHK00208_005,ENT00442,435
M00006518,CHK00208_005,ENT00414,344
M00006519,CHK00209_000,ENT00532,360
M00006520,CHK00209_000,ENT00022,393
M00006521,CHK00209_000,ENT00200,437
M00006522,CHK00209_001,ENT00373,422
M00006523,CHK00209_001,ENT00574,12
M00006524,CHK00209_001,ENT00157,262
M00006525,CHK00209_001,ENT00399,89
M00006526,CHK00209_002,ENT00069,442
M00006527,CHK00209_002,ENT00144,390
M00006528,CHK00209_002,ENT00518,267
M00006529,CHK00209_003,ENT00200,38
M00006530,CHK00209_003,ENT00170,135
M00006531,CHK00209_004,ENT00341,201
M00006532,CHK00209_004,ENT00313,500
M00006533,CHK00209_005,ENT00185,351
M00006534,CHK00209_005,ENT00383,419
M00006535,CHK00209_006,ENT00087,471
M00006536,CHK00209_006,ENT00218,230
M00006537,CHK00209_006,ENT00391,96
M00006538,CHK00210_000,ENT00525,398
M00006539,CHK00210_000,ENT00308,459
M00006540,CHK00210_000,ENT00102,143
M00006541,CHK00210_000,ENT00549,441
M00006542,CHK00210_001,ENT00267,338
M00006543,CHK00210_002,ENT00173,5
M00006544,CHK00210_002,ENT00554,100
M00006545,CHK00210_002,ENT00212,0
M00006546,CHK00210_002,ENT00398,260
M00006547,CHK00210_003,ENT00431,338
M00006548,CHK00210_004,ENT00002,334
M00006549,CHK00210_004,ENT00494,247
M00006550,CHK00210_004,ENT00431,352
M00006551,CHK00210_005,ENT00150,268
M00006552,CHK00210_005,ENT00042,432
M00006553,CHK00210_005,ENT00288,264
M00006554,CHK00210_005,ENT00558,202
M00006555,CHK00210_006,ENT00396,335
M00006556,CHK00210_006,ENT00304,168
M00006557,CHK00210_007,ENT00410,18
M00006558,CHK00210_008,ENT00578,368
M00006559,CHK00210_009,ENT00054,377
M00006560,CHK00210_009,ENT00126,442
M00006561,CHK00210_009,ENT00565,191
M00006562,CHK00210_009,ENT00070,286
M00006563,CHK00210_010,ENT00283,472
M00006564,CHK00210_010,ENT00179,126
M00006565,CHK00210_010,ENT00120,34
M00006566,CHK00210_010,ENT00340,306
M00006567,CHK00211_000,ENT00143,89
M00006568,CHK00211_001,ENT00563,362
M00006569,CHK00211_002,ENT00203,279
M00006570,CHK00211_002,ENT00376,118
M00006571,CHK00211_003,ENT00086,173
M00006572,CHK00211_003,ENT00491,470
M00006573,CHK00211_003,ENT00318,129
M00006574,CHK00211_004,ENT00166,376
M00006575,CHK00211_005,ENT00154,466
M00006576,CHK00211_006,ENT00579,173
M00006577,CHK00211_006,ENT00592,413
M00006578,CHK00211_006,ENT00012,388
M00006579,CHK00211_006,ENT00225,441
M00006580,CHK00211_007,ENT00033,210
M00006581,CHK00211_007,ENT00353,256
M00006582,CHK00211_008,ENT00004,129
M00006583,CHK00211_008,ENT00337,276
M00006584,CHK00211_008,ENT00095,414
M00006585,CHK00211_008,ENT00401,118
M00006586,CHK00211_009,ENT00413,439
M00006587,CHK00211_009,ENT00468,31
M00006588,CHK00211_009,ENT00475,4
M00006589,CHK00211_009,ENT00446,198
M00006590,CHK00211_010,ENT00238,22
M00006591,CHK00211_010,ENT00081,116
M00006592,CHK00211_010,ENT00483,115
M00006593,CHK00211_010,ENT00242,90
M00006594,CHK00211_011,ENT00511,59
M00006595,CHK00211_011,ENT00270,399
M00006596,CHK00211_011,ENT00348,0
M00006597,CHK00211_012,ENT00449,277
M00006598,CHK00211_012,ENT00222,47
M00006599,CHK00211_012,ENT00119,176
M00006600,CHK00211_013,ENT00597,411
M00006601,CHK00211_013,ENT00368,244
M00006602,CHK00211_013,ENT00593,211
M00006603,CHK00211_013,ENT00306,425
M00006604,CHK00211_014,ENT00401,148
M00006605,CHK00211_014,ENT00314,344
M00006606,CHK00211_014,ENT00460,380
M00006607,CHK00211_014,ENT00370,179
M00006608,CHK00211_015,ENT00170,349
M00006609,CHK00211_015,ENT00396,295
M00006610,CHK00211_016,ENT00208,296
M00006611,CHK00212_000,ENT00011,472
M00006612,CHK00212_000,ENT00444,443
M00006613,CHK00212_000,ENT00388,488
M00006614,CHK00212_000,ENT00186,332
M00006615,CHK00212_001,ENT00453,452
M00006616,CHK00212_002,ENT00583,457
M00006617,CHK00212_002,ENT00578,422
M00006618,CHK00212_003,ENT00071,388
M00006619,CHK00212_003,ENT00087,122
M00006620,CHK00212_003,ENT00056,183
M00006621,CHK00212_003,ENT00448,63
M00006622,CHK00212_004,ENT00033,276
M00006623,CHK00212_004,ENT00416,495
M00006624,CHK00212_005,ENT00146,110
M00006625,CHK00212_006,ENT00386,289
M00006626,CHK00212_007,ENT00349,275
M00006627,CHK00212_007,ENT00448,450
M00006628,CHK00212_008,ENT00248,16
M00006629,CHK00212_008,ENT00493,402
M00006630,CHK00212_008,ENT00049,195
M00006631,CHK00212_009,ENT00348,492
M00006632,CHK00212_009,ENT00251,296
M00006633,CHK00212_009,ENT00109,323
M00006634,CHK00212_009,ENT00119,385
M00006635,CHK00212_010,ENT00331,126
M00006636,CHK00212_011,ENT00491,285
M00006637,CHK00212_012,ENT00184,21
M00006638,CHK00212_013,ENT00255,454
M00006639,CHK00212_014,ENT00573,472
M00006640,CHK00212_014,ENT00410,106
M00006641,CHK00212_014,ENT00424,487
M00006642,CHK00212_015,ENT00207,412
M00006643,CHK00212_015,ENT00078,158
M00006644,CHK00212_015,ENT00257,290
M00006645,CHK00212_015,ENT00161,185
M00006646,CHK00213_000,ENT00008,277
M00006647,CHK00213_000,ENT00240,285
M00006648,CHK00213_000,ENT00199,259
M00006649,CHK00213_000,ENT00187,3
M00006650,CHK00213_001,ENT00319,480
M00006651,CHK00213_001,ENT00346,10
M00006652,CHK00213_001,ENT00081,75
M00006653,CHK00213_001,ENT00153,348
M00006654,CHK00213_002,ENT00304,34
M00006655,CHK00213_002,ENT00375,203
M00006656,CHK00213_002,ENT00278,141
M00006657,CHK00213_003,ENT00425,332
M00006658,CHK00213_003,ENT00134,378
M00006659,CHK00213_003,ENT00477,9
M00006660,CHK00213_003,ENT00327,399
M00006661,CHK00213_004,ENT00258,117
M00006662,CHK00213_004,ENT00282,444
M00006663,CHK00213_004,ENT00174,369
M00006664,CHK00213_004,ENT00052,203
M00006665,CHK00213_005,ENT00299,103
M00006666,CHK00213_005,ENT00555,6
M00006667,CHK00213_005,ENT00193,293
M00006668,CHK00213_006,ENT00407,362
M00006669,CHK00213_006,ENT00547,329
M00006670,CHK00213_007,ENT00343,117
M00006671,CHK00213_007,ENT00456,68
M00006672,CHK00213_007,ENT00157,205
M00006673,CHK00213_008,ENT00471,3
M00006674,CHK00213_009,ENT00508,316
M00006675,CHK00213_009,ENT00494,66
M00006676,CHK00213_009,ENT00135,179
M00006677,CHK00213_009,ENT00028,37
M00006678,CHK00213_010,ENT00243,360
M00006679,CHK00213_010,ENT00232,76
M00006680,CHK00213_011,ENT00517,175
M00006681,CHK00213_011,ENT00165,274
M00006682,CHK00213_011,ENT00105,493
M00006683,CHK00213_012,ENT00085,462
M00006684,CHK00213_012,ENT00289,403
M00006685,CHK00213_012,ENT00168,238
M00006686,CHK00213_012,ENT00019,171
M00006687,CHK00213_013,ENT00574,298
M00006688,CHK00213_013,ENT00478,210
M00006689,CHK00213_013,ENT00243,81
M00006690,CHK00214_000,ENT00588,120
M00006691,CHK00214_000,ENT00481,388
M00006692,CHK00214_000,ENT00460,473
M00006693,CHK00214_001,ENT00202,318
M00006694,CHK00214_001,ENT00350,459
M00006695,CHK00214_001,ENT00311,236
M00006696,CHK00214_002,ENT00314,427
M00006697,CHK00214_002,ENT00228,80
M00006698,CHK00214_002,ENT00530,314
M00006699,CHK00214_002,ENT00044,468
M00006700,CHK00214_003,ENT00482,492
M00006701,CHK00214_003,ENT00595,25
M00006702,CHK00214_003,ENT00428,320
M00006703,CHK00214_004,ENT00429,357
M00006704,CHK00214_005,ENT00391,133
M00006705,CHK00214_005,ENT00141,304
M00006706,CHK00214_005,ENT00128,78
M00006707,CHK00214_005,ENT00374,472
M00006708,CHK00214_006,ENT00054,367
M00006709,CHK00214_006,ENT00086,490
M00006710,CHK00215_000,ENT00188,466
M00006711,CHK00215_000,ENT00186,33
M00006712,CHK00215_000,ENT00405,132
M00006713,CHK00215_000,ENT00318,251
M00006714,CHK00215_001,ENT00534,136
M00006715,CHK00215_002,ENT00540,410
M00006716,CHK00215_002,ENT00279,156
M00006717,CHK00215_002,ENT00459,83
M00006718,CHK00215_003,ENT00427,403
M00006719,CHK00215_003,ENT00425,244
M00006720,CHK00215_003,ENT00492,408
M00006721,CHK00215_004,ENT00172,85
M00006722,CHK00215_005,ENT00010,73
M00006723,CHK00215_005,ENT00043,309
M00006724,CHK00215_005,ENT00207,288
M00006725,CHK00215_006,ENT00442,153
M00006726,CHK00215_007,ENT00462,250
M00006727,CHK00215_007,ENT00515,127
M00006728,CHK00216_000,ENT00147,486
M00006729,CHK00216_000,ENT00062,186
M00006730,CHK00216_000,ENT00443,415
M00006731,CHK00216_000,ENT00453,441
M00006732,CHK00216_001,ENT00019,378
M00006733,CHK00216_001,ENT00283,398
M00006734,CHK00216_001,ENT00327,343
M00006735,CHK00216_001,ENT00217,302
M00006736,CHK00216_002,ENT00342,101
M00006737,CHK00216_002,ENT00467,127
M00006738,CHK00216_003,ENT00051,117
M00006739,CHK00216_003,ENT00185,216
M00006740,CHK00216_004,ENT00583,275
M00006741,CHK00216_005,ENT00331,468
M00006742,CHK00216_006,ENT00334,419
M00006743,CHK00216_006,ENT00098,14
M00006744,CHK00216_007,ENT00055,77
M00006745,CHK00216_007,ENT00273,77
M00006746,CHK00216_007,ENT00053,458
M00006747,CHK00216_007,ENT00279,331
M00006748,CHK00216_008,ENT00089,119
M00006749,CHK00216_008,ENT00134,261
M00006750,CHK00216_008,ENT00328,410
M00006751,CHK00216_009,ENT00255,421
M00006752,CHK00216_010,ENT00481,56
M00006753,CHK00216_011,ENT00236,142
M00006754,CHK00216_011,ENT00177,209
M00006755,CHK00216_011,ENT00527,125
M00006756,CHK00216_011,ENT00134,8
M00006757,CHK00216_012,ENT00442,67
M00006758,CHK00216_012,ENT00243,4
M00006759,CHK00216_012,ENT00323,447
M00006760,CHK00216_013,ENT00042,28
M00006761,CHK00216_013,ENT00296,160
M00006762,CHK00216_013,ENT00157,310
M00006763,CHK00216_014,ENT00194,12
M00006764,CHK00216_014,ENT00220,467
M00006765,CHK00216_014,ENT00432,477
M00006766,CHK00216_015,ENT00098,248
M00006767,CHK00216_015,ENT00051,425
M00006768,CHK00216_015,ENT00221,262
M00006769,CHK00216_015,ENT00152,268
M00006770,CHK00216_016,ENT00395,480
M00006771,CHK00217_000,ENT00430,321
M00006772,CHK00217_000,ENT00046,18
M00006773,CHK00217_000,ENT00358,338
M00006774,CHK00217_001,ENT00536,6
M00006775,CHK00217_001,ENT00035,245
M00006776,CHK00217_002,ENT00297,229
M00006777,CHK00217_003,ENT00289,114
M00006778,CHK00217_003,ENT00018,372
M00006779,CHK00217_003,ENT00477,370
M00006780,CHK00217_003,ENT00528,364
M00006781,CHK00217_004,ENT00454,190
M00006782,CHK00217_004,ENT00532,52
M00006783,CHK00217_004,ENT00598,328
M00006784,CHK00217_004,ENT00583,130
M00006785,CHK00217_005,ENT00396,288
M00006786,CHK00217_005,ENT00492,18
M00006787,CHK00217_005,ENT00269,483
M00006788,CHK00217_006,ENT00574,172
M00006789,CHK00217_007,ENT00374,155
M00006790,CHK00217_007,ENT00411,127
M00006791,CHK00217_007,ENT00212,474
M00006792,CHK00217_008,ENT00214,68
M00006793,CHK00217_008,ENT00150,178
M00006794,CHK00217_008,ENT00016,270
M00006795,CHK00217_008,ENT00033,427
M00006796,CHK00217_009,ENT00488,346
M00006797,CHK00217_009,ENT00493,102
M00006798,CHK00217_009,ENT00247,50
M00006799,CHK00217_009,ENT00018,193
M00006800,CHK00217_010,ENT00110,246
M00006801,CHK00217_010,ENT00380,344
M00006802,CHK00217_010,ENT00289,78
M00006803,CHK00217_010,ENT00560,6
M00006804,CHK00217_011,ENT00383,172
M00006805,CHK00217_011,ENT00297,164
M00006806,CHK00217_012,ENT00519,381
M00006807,CHK00217_013,ENT00469,244
M00006808,CHK00217_013,ENT00242,69
M00006809,CHK00217_013,ENT00532,158
M00006810,CHK00217_013,ENT00522,193
M00006811,CHK00217_014,ENT00254,395
M00006812,CHK00217_014,ENT00538,343
M00006813,CHK00217_014,ENT00225,30
M00006814,CHK00217_015,ENT00320,314
M00006815,CHK00217_015,ENT00161,157
M00006816,CHK00218_000,ENT00156,183
M00006817,CHK00218_000,ENT00524,51
M00006818,CHK00218_000,ENT00508,267
M00006819,CHK00218_000,ENT00199,310
M00006820,CHK00218_001,ENT00057,127
M00006821,CHK00218_001,ENT00004,19
M00006822,CHK00218_001,ENT00169,66
M00006823,CHK00218_001,ENT00130,114
M00006824,CHK00218_002,ENT00188,184
M00006825,CHK00218_003,ENT00268,52
M00006826,CHK00218_004,ENT00184,111
M00006827,CHK00218_005,ENT00597,285
M00006828,CHK00218_006,ENT00564,155
M00006829,CHK00218_006,ENT00288,79
M00006830,CHK00218_006,ENT00310,7
M00006831,CHK00218_007,ENT00257,278
M00006832,CHK00218_007,ENT00549,428
M00006833,CHK00218_008,ENT00307,187
M00006834,CHK00218_009,ENT00545,16
M00006835,CHK00218_010,ENT00587,3
M00006836,CHK00218_010,ENT00418,196
M00006837,CHK00218_011,ENT00513,290
M00006838,CHK00218_012,ENT00146,286
M00006839,CHK00218_012,ENT00311,282
M00006840,CHK00218_012,ENT00497,342
M00006841,CHK00218_012,ENT00419,397
M00006842,CHK00219_000,ENT00202,386
M00006843,CHK00219_001,ENT00319,4
M00006844,CHK00219_002,ENT00317,159
M00006845,CHK00219_003,ENT00048,51
M00006846,CHK00219_003,ENT00395,151
M00006847,CHK00219_003,ENT00464,338
M00006848,CHK00219_004,ENT00399,242
M00006849,CHK00219_004,ENT00278,64
M00006850,CHK00219_004,ENT00322,484
M00006851,CHK00219_005,ENT00055,13
M00006852,CHK00219_005,ENT00465,113
M00006853,CHK00219_005,ENT00274,109
M00006854,CHK00219_006,ENT00003,362
M00006855,CHK00219_006,ENT00235,117
M00006856,CHK00219_006,ENT00252,201
M00006857,CHK00219_006,ENT00109,382
M00006858,CHK00220_000,ENT00461,359
M00006859,CHK00220_000,ENT00359,330
M00006860,CHK00220_000,ENT00239,284
M00006861,CHK00220_000,ENT00066,23
M00006862,CHK00220_001,ENT00027,273
M00006863,CHK00220_002,ENT00397,476
M00006864,CHK00220_003,ENT00475,396
