interaction_id,user_id,item_id,action,timestamp,rating,session_id
IX00016001,U000539,I00287,rate,2025-06-28T06:02:00,4,S0003200
IX00016002,U000799,I00336,view,2024-11-19T10:23:00,,S0003200
IX00016003,U000487,I00139,view,2025-07-25T11:13:00,,S0003200
IX00016004,U000444,I00492,view,2024-05-18T07:57:00,,S0003200
IX00016005,U000147,I00249,view,2025-01-11T06:13:00,,S0003201
IX00016006,U001130,I00047,view,2025-11-16T15:44:00,,S0003201
IX00016007,U000393,I00578,click,2025-10-13T08:56:00,,S0003201
IX00016008,U000682,I00107,view,2024-01-16T08:35:00,,S0003201
IX00016009,U000302,I00156,view,2025-11-02T02:01:00,,S0003201
IX00016010,U000846,I00380,click,2024-07-25T17:41:00,,S0003202
IX00016011,U001045,I00322,view,2024-01-13T22:00:00,,S0003202
IX00016012,U000775,I00410,click,2024-09-11T04:06:00,,S0003202
IX00016013,U001122,I00452,view,2025-12-19T13:05:00,,S0003202
IX00016014,U000692,I00167,add_to_cart,2024-02-12T00:49:00,,S0003202
IX00016015,U000350,I00487,add_to_cart,2024-01-09T05:24:00,,S0003203
IX00016016,U000889,I00452,click,2025-07-26T19:00:00,,S0003203
IX00016017,U001198,I00215,click,2024-06-09T16:17:00,,S0003203
IX00016018,U000003,I00492,click,2025-05-15T00:58:00,,S0003203
IX00016019,U000989,I00116,rate,2024-01-22T23:12:00,4,S0003203
IX00016020,U000375,I00582,view,2024-03-01T01:51:00,,S0003204
IX00016021,U000077,I00120,view,2024-01-13T03:02:00,,S0003204
IX00016022,U001145,I00022,add_to_cart,2025-08-03T05:55:00,,S0003204
IX00016023,U000344,I00078,add_to_cart,2024-01-04T06:44:00,,S0003204
IX00016024,U001113,I00492,view,2025-06-26T16:25:00,,S0003204
IX00016025,U000684,I00078,view,2024-10-24T03:35:00,,S0003205
IX00016026,U001188,I00492,view,2025-03-11T12:31:00,,S0003205
IX00016027,U000113,I00475,click,2025-02-07T06:00:00,,S0003205
IX00016028,U000285,I00322,view,2025-11-23T12:30:00,,S0003205
IX00016029,U000454,I00284,view,2024-02-20T19:28:00,,S0003205
IX00016030,U001190,I00072,view,2025-11-09T10:19:00,,S0003206
IX00016031,U000358,I00535,view,2024-02-22T12:16:00,,S0003206
IX00016032,U000408,I00560,view,2025-06-16T07:44:00,,S0003206
IX00016033,U000767,I00541,view,2025-05-08T11:14:00,,S0003206
IX00016034,U000829,I00120,rate,2024-09-28T05:08:00,5,S0003206
IX00016035,U000802,I00238,view,2024-11-15T16:33:00,,S0003207
IX00016036,U000524,I00284,add_to_cart,2024-06-06T06:16:00,,S0003207
IX00016037,U000047,I00011,click,2024-10-25T07:38:00,,S0003207
IX00016038,U000200,I00572,click,2024-03-10T14:48:00,,S0003207
IX00016039,U000904,I00410,click,2025-03-17T15:40:00,,S0003207
IX00016040,U000521,I00410,view,2024-01-12T05:28:00,,S0003208
IX00016041,U000441,I00541,click,2024-02-02T17:11:00,,S0003208
IX00016042,U000027,I00215,view,2024-06-28T06:59:00,,S0003208
IX00016043,U000716,I00279,view,2024-03-17T12:09:00,,S0003208
IX00016044,U001126,I00442,purchase,2024-05-05T08:00:00,,S0003208
IX00016045,U000512,I00572,click,2025-12-02T18:30:00,,S0003209
IX00016046,U000230,I00215,view,2025-11-04T09:32:00,,S0003209
IX00016047,U000493,I00301,view,2025-08-12T00:19:00,,S0003209
IX00016048,U000950,I00305,view,2025-10-30T21:41:00,,S0003209
IX00016049,U000216,I00410,add_to_cart,2025-11-05T11:25:00,,S0003209
IX00016050,U000306,I00301,view,2025-05-09T13:12:00,,S0003210
IX00016051,U000203,I00295,view,2024-04-14T14:27:00,,S0003210
IX00016052,U001137,I00116,add_to_cart,2024-04-27T06:47:00,,S0003210
IX00016053,U000291,I00139,click,2025-10-10T09:57:00,,S0003210
IX00016054,U001178,I00072,view,2025-11-17T21:20:00,,S0003210
IX00016055,U001175,I00187,view,2024-08-22T05:11:00,,S0003211
IX00016056,U000625,I00142,click,2024-01-29T11:26:00,,S0003211
IX00016057,U000548,I00452,click,2025-01-30T08:04:00,,S0003211
IX00016058,U000177,I00301,view,2025-03-30T00:42:00,,S0003211
IX00016059,U000800,I00452,view,2024-05-22T14:39:00,,S0003211
IX00016060,U000863,I00072,purchase,2024-02-13T19:03:00,,S0003212
IX00016061,U000612,I00171,purchase,2025-04-28T14:17:00,,S0003212
IX00016062,U001000,I00576,add_to_cart,2025-09-07T17:21:00,,S0003212
IX00016063,U001079,I00301,view,2025-12-01T05:22:00,,S0003212
IX00016064,U001020,I00548,view,2024-08-11T07:54:00,,S0003212
IX00016065,U001131,I00435,add_to_cart,2025-06-17T11:42:00,,S0003213
IX00016066,U000318,I00189,view,2025-07-23T17:28:00,,S0003213
IX00016067,U001168,I00355,view,2025-12-09T05:31:00,,S0003213
IX00016068,U000726,I00597,view,2024-11-25T19:00:00,,S0003213
IX00016069,U000506,I00401,click,2024-12-01T07:32:00,,S0003213
IX00016070,U000686,I00484,view,2024-03-07T06:38:00,,S0003214
IX00016071,U000729,I00492,click,2024-03-09T10:19:00,,S0003214
IX00016072,U000683,I00355,view,2024-12-12T02:35:00,,S0003214
IX00016073,U000480,I00452,add_to_cart,2024-03-06T20:42:00,,S0003214
IX00016074,U000840,I00096,click,2025-08-24T15:16:00,,S0003214
IX00016075,U000504,I00078,view,2025-01-07T15:25:00,,S0003215
IX00016076,U000752,I00181,click,2024-11-27T17:33:00,,S0003215
IX00016077,U000804,I00007,click,2024-04-30T19:27:00,,S0003215
IX00016078,U000539,I00576,view,2025-12-11T03:30:00,,S0003215
IX00016079,U000001,I00297,view,2024-01-19T16:32:00,,S0003215
IX00016080,U000689,I00533,click,2024-12-29T10:23:00,,S0003216
IX00016081,U001117,I00543,click,2025-02-17T04:01:00,,S0003216
IX00016082,U000675,I00022,view,2025-06-27T12:19:00,,S0003216
IX00016083,U000189,I00022,purchase,2025-10-10T18:21:00,,S0003216
IX00016084,U000398,I00012,view,2025-12-04T03:57:00,,S0003216
IX00016085,U000979,I00072,view,2024-11-22T15:48:00,,S0003217
IX00016086,U000124,I00136,view,2025-04-17T03:34:00,,S0003217
IX00016087,U000227,I00072,click,2025-08-22T10:32:00,,S0003217
IX00016088,U000933,I00064,view,2024-03-03T06:45:00,,S0003217
IX00016089,U000789,I00580,view,2024-01-10T14:49:00,,S0003217
IX00016090,U001137,I00401,view,2025-04-28T21:08:00,,S0003218
IX00016091,U000133,I00448,click,2025-08-21T09:18:00,,S0003218
IX00016092,U000689,I00249,view,2024-03-03T13:27:00,,S0003218
IX00016093,U000694,I00572,view,2025-10-27T20:12:00,,S0003218
IX00016094,U000220,I00189,view,2024-09-29T06:09:00,,S0003218
IX00016095,U000642,I00364,view,2025-09-14T01:02:00,,S0003219
IX00016096,U000213,I00189,add_to_cart,2025-10-02T23:13:00,,S0003219
IX00016097,U000801,I00136,view,2024-08-14T02:15:00,,S0003219
IX00016098,U000452,I00012,view,2024-01-27T08:28:00,,S0003219
IX00016099,U000630,I00371,add_to_cart,2025-10-26T05:49:00,,S0003219
IX00016100,U000088,I00297,view,2024-06-11T06:55:00,,S0003220
IX00016101,U000775,I00284,purchase,2025-06-08T23:24:00,,S0003220
IX00016102,U000471,I00045,view,2024-10-23T20:13:00,,S0003220
IX00016103,U001042,I00249,view,2025-02-21T18:29:00,,S0003220
IX00016104,U000543,I00148,view,2025-11-04T05:07:00,,S0003220
IX00016105,U000136,I00264,view,2024-02-22T13:02:00,,S0003221
IX00016106,U000295,I00330,rate,2025-05-26T18:31:00,4,S0003221
IX00016107,U000845,I00415,view,2024-07-20T05:09:00,,S0003221
IX00016108,U000433,I00356,click,2024-01-23T05:26:00,,S0003221
IX00016109,U000232,I00189,click,2024-05-19T12:00:00,,S0003221
IX00016110,U000312,I00284,view,2025-08-22T23:50:00,,S0003222
IX00016111,U000225,I00107,view,2024-02-03T11:26:00,,S0003222
IX00016112,U000027,I00524,click,2024-03-28T06:21:00,,S0003222
IX00016113,U000574,I00524,view,2025-12-20T06:44:00,,S0003222
IX00016114,U000291,I00186,rate,2025-05-16T08:01:00,3,S0003222
IX00016115,U000345,I00322,view,2025-04-07T03:31:00,,S0003223
IX00016116,U000382,I00022,add_to_cart,2025-09-04T11:02:00,,S0003223
IX00016117,U000627,I00004,view,2024-07-18T09:32:00,,S0003223
IX00016118,U000771,I00410,rate,2025-10-17T18:26:00,4,S0003223
IX00016119,U000572,I00301,view,2024-08-08T00:56:00,,S0003223
IX00016120,U000838,I00217,view,2025-02-10T23:27:00,,S0003224
IX00016121,U000040,I00410,view,2025-10-11T20:45:00,,S0003224
IX00016122,U001040,I00370,view,2024-11-23T21:53:00,,S0003224
IX00016123,U000920,I00219,view,2024-03-23T07:59:00,,S0003224
IX00016124,U001139,I00100,add_to_cart,2024-07-16T09:20:00,,S0003224
IX00016125,U000553,I00135,view,2024-01-22T23:42:00,,S0003225
IX00016126,U000184,I00186,click,2025-05-11T04:32:00,,S0003225
IX00016127,U000023,I00192,rate,2024-07-16T20:35:00,3,S0003225
IX00016128,U000200,I00167,rate,2024-04-23T14:30:00,4,S0003225
IX00016129,U000182,I00069,view,2025-06-24T08:43:00,,S0003225
IX00016130,U000842,I00350,add_to_cart,2025-09-03T13:28:00,,S0003226
IX00016131,U000494,I00452,click,2025-10-12T13:44:00,,S0003226
IX00016132,U000856,I00107,view,2024-04-01T06:34:00,,S0003226
IX00016133,U000292,I00264,view,2025-11-15T20:31:00,,S0003226
IX00016134,U000740,I00212,view,2024-01-12T17:30:00,,S0003226
IX00016135,U001059,I00120,add_to_cart,2024-01-16T07:23:00,,S0003227
IX00016136,U000634,I00249,view,2024-09-30T07:21:00,,S0003227
IX00016137,U000922,I00156,add_to_cart,2025-09-01T17:08:00,,S0003227
IX00016138,U000356,I00022,view,2025-04-30T22:02:00,,S0003227
IX00016139,U000152,I00586,view,2025-04-24T17:29:00,,S0003227
IX00016140,U000000,I00524,view,2024-03-10T21:54:00,,S0003228
IX00016141,U000830,I00511,view,2025-08-01T12:03:00,,S0003228
IX00016142,U000104,I00492,click,2025-03-05T05:47:00,,S0003228
IX00016143,U000623,I00183,view,2024-01-27T12:38:00,,S0003228
IX00016144,U000045,I00487,click,2024-02-08T14:24:00,,S0003228
IX00016145,U000996,I00520,view,2024-04-14T04:56:00,,S0003229
IX00016146,U000725,I00410,add_to_cart,2024-08-11T22:40:00,,S0003229
IX00016147,U001036,I00012,view,2025-07-27T00:39:00,,S0003229
IX00016148,U000895,I00478,view,2024-11-11T19:13:00,,S0003229
IX00016149,U000529,I00410,view,2024-05-12T04:05:00,,S0003229
IX00016150,U000689,I00139,view,2025-12-10T18:18:00,,S0003230
IX00016151,U000203,I00301,view,2025-08-24T18:59:00,,S0003230
IX00016152,U000654,I00256,view,2025-02-07T19:55:00,,S0003230
IX00016153,U001157,I00249,click,2024-12-30T19:10:00,,S0003230
IX00016154,U000608,I00450,view,2025-10-14T00:38:00,,S0003230
IX00016155,U000319,I00078,purchase,2025-03-13T20:17:00,,S0003231
IX00016156,U000744,I00330,view,2024-12-26T07:42:00,,S0003231
IX00016157,U000548,I00468,add_to_cart,2024-03-29T21:56:00,,S0003231
IX00016158,U000958,I00178,view,2024-02-27T13:25:00,,S0003231
IX00016159,U000738,I00330,rate,2024-02-21T16:22:00,5,S0003231
IX00016160,U000910,I00541,add_to_cart,2024-03-04T15:57:00,,S0003232
IX00016161,U000490,I00304,view,2025-05-14T07:25:00,,S0003232
IX00016162,U000235,I00452,purchase,2025-08-16T00:14:00,,S0003232
IX00016163,U001188,I00116,view,2024-08-03T03:03:00,,S0003232
IX00016164,U001051,I00492,view,2025-11-14T19:52:00,,S0003232
IX00016165,U000661,I00305,view,2024-09-18T23:35:00,,S0003233
IX00016166,U000498,I00509,view,2025-01-20T13:16:00,,S0003233
IX00016167,U000137,I00379,view,2025-08-11T01:42:00,,S0003233
IX00016168,U000240,I00281,view,2024-01-01T16:16:00,,S0003233
IX00016169,U000328,I00452,purchase,2025-06-15T20:10:00,,S0003233
IX00016170,U000727,I00084,click,2025-10-20T02:11:00,,S0003234
IX00016171,U000419,I00156,view,2025-06-22T13:23:00,,S0003234
IX00016172,U000180,I00255,view,2025-05-13T10:40:00,,S0003234
IX00016173,U000037,I00264,view,2025-01-06T13:30:00,,S0003234
IX00016174,U000874,I00301,view,2024-10-28T16:43:00,,S0003234
IX00016175,U001172,I00022,add_to_cart,2024-02-29T02:57:00,,S0003235
IX00016176,U000389,I00301,view,2025-12-12T18:11:00,,S0003235
IX00016177,U000910,I00369,view,2025-04-16T02:26:00,,S0003235
IX00016178,U000185,I00136,view,2024-07-10T02:11:00,,S0003235
IX00016179,U000999,I00022,add_to_cart,2024-11-29T19:49:00,,S0003235
IX00016180,U000797,I00219,rate,2025-02-03T03:38:00,3,S0003236
IX00016181,U000971,I00305,view,2025-04-12T22:50:00,,S0003236
IX00016182,U001044,I00305,view,2025-02-04T20:20:00,,S0003236
IX00016183,U000189,I00126,purchase,2024-09-10T12:45:00,,S0003236
IX00016184,U000727,I00424,view,2024-10-12T21:33:00,,S0003236
IX00016185,U000060,I00194,view,2024-10-24T11:16:00,,S0003237
IX00016186,U000633,I00107,click,2024-04-21T09:44:00,,S0003237
IX00016187,U000493,I00487,click,2025-12-06T14:17:00,,S0003237
IX00016188,U000714,I00078,click,2025-08-30T20:00:00,,S0003237
IX00016189,U000521,I00018,add_to_cart,2025-02-11T22:35:00,,S0003237
IX00016190,U000534,I00022,add_to_cart,2025-08-15T18:27:00,,S0003238
IX00016191,U000887,I00284,view,2025-07-25T21:47:00,,S0003238
IX00016192,U000382,I00219,view,2024-05-05T00:37:00,,S0003238
IX00016193,U001105,I00189,view,2025-09-21T09:05:00,,S0003238
IX00016194,U001158,I00078,view,2024-12-05T12:39:00,,S0003238
IX00016195,U000354,I00078,view,2025-06-25T06:39:00,,S0003239
IX00016196,U000290,I00120,view,2025-12-21T00:56:00,,S0003239
IX00016197,U000946,I00107,purchase,2025-02-11T00:35:00,,S0003239
IX00016198,U000985,I00250,view,2024-05-08T09:25:00,,S0003239
IX00016199,U000102,I00186,view,2024-03-18T11:21:00,,S0003239
IX00016200,U000279,I00492,click,2025-10-26T02:02:00,,S0003240
IX00016201,U000316,I00264,click,2025-09-01T19:25:00,,S0003240
IX00016202,U001165,I00167,view,2025-12-09T20:56:00,,S0003240
IX00016203,U000113,I00470,click,2024-05-03T17:36:00,,S0003240
IX00016204,U001067,I00305,view,2024-06-27T13:08:00,,S0003240
IX00016205,U001179,I00132,view,2025-10-23T13:00:00,,S0003241
IX00016206,U000115,I00284,view,2025-03-01T12:33:00,,S0003241
IX00016207,U000079,I00021,view,2024-06-17T06:06:00,,S0003241
IX00016208,U001005,I00018,add_to_cart,2024-11-01T20:09:00,,S0003241
IX00016209,U000392,I00192,view,2025-01-18T07:14:00,,S0003241
IX00016210,U000972,I00222,add_to_cart,2025-05-06T20:26:00,,S0003242
IX00016211,U001068,I00264,click,2025-05-01T20:19:00,,S0003242
IX00016212,U000857,I00410,purchase,2025-09-16T04:13:00,,S0003242
IX00016213,U000733,I00116,view,2025-08-23T18:04:00,,S0003242
IX00016214,U000501,I00541,view,2025-05-18T15:11:00,,S0003242
IX00016215,U000214,I00193,add_to_cart,2024-11-02T14:39:00,,S0003243
IX00016216,U000446,I00183,click,2024-10-31T04:11:00,,S0003243
IX00016217,U000179,I00111,view,2024-01-29T06:05:00,,S0003243
IX00016218,U000621,I00116,purchase,2025-08-12T08:49:00,,S0003243
IX00016219,U000298,I00452,view,2025-03-30T08:49:00,,S0003243
IX00016220,U000139,I00189,view,2025-09-08T15:37:00,,S0003244
IX00016221,U000710,I00219,view,2024-05-19T05:50:00,,S0003244
IX00016222,U000161,I00322,view,2025-03-05T21:29:00,,S0003244
IX00016223,U000950,I00217,view,2024-02-06T22:19:00,,S0003244
IX00016224,U000792,I00256,add_to_cart,2025-06-09T08:03:00,,S0003244
IX00016225,U001066,I00297,view,2025-06-23T00:18:00,,S0003245
IX00016226,U000941,I00541,view,2024-07-22T18:04:00,,S0003245
IX00016227,U001038,I00264,click,2025-12-04T21:02:00,,S0003245
IX00016228,U000163,I00386,view,2025-03-28T05:09:00,,S0003245
IX00016229,U000692,I00576,view,2025-07-25T18:21:00,,S0003245
IX00016230,U000196,I00116,view,2025-09-02T20:40:00,,S0003246
IX00016231,U001021,I00076,view,2024-01-26T00:48:00,,S0003246
IX00016232,U001184,I00452,view,2025-04-08T00:32:00,,S0003246
IX00016233,U000137,I00120,view,2024-12-29T23:43:00,,S0003246
IX00016234,U000834,I00120,click,2025-06-09T17:13:00,,S0003246
IX00016235,U000365,I00284,click,2025-09-16T15:05:00,,S0003247
IX00016236,U000235,I00022,view,2025-04-19T10:58:00,,S0003247
IX00016237,U001117,I00487,click,2024-04-28T02:34:00,,S0003247
IX00016238,U000028,I00322,view,2024-04-02T13:58:00,,S0003247
IX00016239,U000018,I00410,view,2025-07-12T19:26:00,,S0003247
IX00016240,U000221,I00410,view,2024-06-08T17:21:00,,S0003248
IX00016241,U000990,I00077,click,2024-08-31T18:50:00,,S0003248
IX00016242,U000066,I00078,add_to_cart,2024-04-02T11:34:00,,S0003248
IX00016243,U000580,I00021,view,2025-12-03T06:53:00,,S0003248
IX00016244,U000696,I00322,view,2025-03-10T19:55:00,,S0003248
IX00016245,U000940,I00021,view,2024-11-17T06:56:00,,S0003249
IX00016246,U000877,I00511,rate,2025-05-18T15:15:00,4,S0003249
IX00016247,U001198,I00284,view,2025-07-02T06:47:00,,S0003249
IX00016248,U000910,I00266,view,2024-06-29T13:50:00,,S0003249
IX00016249,U000519,I00414,click,2024-05-29T16:22:00,,S0003249
IX00016250,U000759,I00136,click,2025-09-06T12:40:00,,S0003250
IX00016251,U000822,I00324,view,2025-03-02T18:46:00,,S0003250
IX00016252,U000119,I00401,view,2025-09-10T04:55:00,,S0003250
IX00016253,U000038,I00186,click,2025-04-05T21:03:00,,S0003250
IX00016254,U001138,I00297,view,2024-08-11T01:25:00,,S0003250
IX00016255,U000699,I00022,view,2024-08-08T15:09:00,,S0003251
IX00016256,U000080,I00021,view,2025-06-15T10:41:00,,S0003251
IX00016257,U000427,I00301,view,2024-10-13T23:09:00,,S0003251
IX00016258,U000164,I00010,click,2025-03-05T17:37:00,,S0003251
IX00016259,U001010,I00116,view,2024-03-17T15:58:00,,S0003251
IX00016260,U000917,I00492,click,2024-06-01T08:30:00,,S0003252
IX00016261,U000119,I00541,click,2024-05-03T01:02:00,,S0003252
IX00016262,U000723,I00492,view,2025-08-14T15:51:00,,S0003252
IX00016263,U000212,I00136,view,2024-04-21T05:39:00,,S0003252
IX00016264,U001022,I00120,view,2025-07-10T02:39:00,,S0003252
IX00016265,U000591,I00281,click,2024-03-25T00:43:00,,S0003253
IX00016266,U000041,I00107,purchase,2025-04-18T05:42:00,,S0003253
IX00016267,U000676,I00352,view,2025-04-12T05:53:00,,S0003253
IX00016268,U000651,I00297,purchase,2024-11-12T08:16:00,,S0003253
IX00016269,U000230,I00401,purchase,2025-05-23T06:29:00,,S0003253
IX00016270,U001149,I00213,view,2025-07-11T22:25:00,,S0003254
IX00016271,U000398,I00173,view,2024-06-05T04:52:00,,S0003254
IX00016272,U000014,I00509,view,2025-06-05T11:19:00,,S0003254
IX00016273,U000345,I00355,view,2024-08-04T13:08:00,,S0003254
IX00016274,U001179,I00072,rate,2024-04-17T08:31:00,4,S0003254
IX00016275,U000004,I00107,click,2025-06-30T22:37:00,,S0003255
IX00016276,U000703,I00553,view,2024-11-21T06:01:00,,S0003255
IX00016277,U000800,I00284,click,2025-04-01T23:36:00,,S0003255
IX00016278,U000105,I00297,click,2024-02-11T13:22:00,,S0003255
IX00016279,U000423,I00194,click,2025-05-06T04:51:00,,S0003255
IX00016280,U001031,I00487,view,2025-09-04T18:45:00,,S0003256
IX00016281,U000707,I00186,purchase,2024-09-02T15:58:00,,S0003256
IX00016282,U000352,I00586,view,2024-07-01T20:59:00,,S0003256
IX00016283,U000898,I00072,view,2024-10-17T07:54:00,,S0003256
IX00016284,U000823,I00330,purchase,2025-10-20T18:43:00,,S0003256
IX00016285,U000123,I00452,view,2025-06-18T09:02:00,,S0003257
IX00016286,U000156,I00487,add_to_cart,2025-03-13T01:09:00,,S0003257
IX00016287,U000111,I00509,view,2024-03-05T05:45:00,,S0003257
IX00016288,U000217,I00439,rate,2024-12-29T18:24:00,5,S0003257
IX00016289,U001005,I00452,view,2024-08-30T17:52:00,,S0003257
IX00016290,U000637,I00284,view,2024-10-19T17:17:00,,S0003258
IX00016291,U000465,I00450,purchase,2025-02-22T19:28:00,,S0003258
IX00016292,U000031,I00401,rate,2024-06-19T11:28:00,4,S0003258
IX00016293,U000444,I00219,view,2025-04-23T22:30:00,,S0003258
IX00016294,U000187,I00120,view,2025-12-14T09:07:00,,S0003258
IX00016295,U000217,I00186,click,2024-03-21T10:48:00,,S0003259
IX00016296,U000046,I00302,add_to_cart,2025-01-18T04:31:00,,S0003259
IX00016297,U000124,I00439,view,2025-02-17T00:09:00,,S0003259
IX00016298,U001098,I00322,view,2024-06-16T13:48:00,,S0003259
IX00016299,U000049,I00369,click,2024-10-24T16:35:00,,S0003259
IX00016300,U000844,I00369,add_to_cart,2024-04-21T23:59:00,,S0003260
IX00016301,U001172,I00452,view,2024-07-23T10:04:00,,S0003260
IX00016302,U000127,I00069,view,2025-03-01T17:04:00,,S0003260
IX00016303,U000626,I00506,view,2025-11-08T12:39:00,,S0003260
IX00016304,U000644,I00487,view,2025-12-20T23:44:00,,S0003260
IX00016305,U000450,I00186,view,2025-06-08T20:32:00,,S0003261
IX00016306,U001193,I00487,view,2025-01-08T00:06:00,,S0003261
IX00016307,U000747,I00586,view,2024-10-14T02:20:00,,S0003261
IX00016308,U001063,I00264,view,2024-03-30T11:04:00,,S0003261
IX00016309,U001155,I00111,click,2025-09-24T23:22:00,,S0003261
IX00016310,U000592,I00248,view,2024-06-20T20:22:00,,S0003262
IX00016311,U000750,I00410,view,2024-10-28T18:53:00,,S0003262
IX00016312,U000562,I00465,view,2025-09-11T20:13:00,,S0003262
IX00016313,U000382,I00250,click,2024-11-03T17:43:00,,S0003262
IX00016314,U000687,I00355,view,2024-02-19T05:16:00,,S0003262
IX00016315,U000062,I00322,purchase,2025-10-29T15:45:00,,S0003263
IX00016316,U000775,I00384,view,2025-07-05T05:23:00,,S0003263
IX00016317,U000775,I00069,add_to_cart,2025-06-03T04:40:00,,S0003263
IX00016318,U000670,I00330,view,2024-10-02T01:24:00,,S0003263
IX00016319,U000108,I00305,click,2024-11-09T07:28:00,,S0003263
IX00016320,U000235,I00010,click,2024-06-04T07:58:00,,S0003264
IX00016321,U000035,I00078,view,2025-11-09T06:41:00,,S0003264
IX00016322,U000225,I00469,view,2024-09-07T04:44:00,,S0003264
IX00016323,U000495,I00136,view,2025-07-05T18:51:00,,S0003264
IX00016324,U000611,I00320,view,2025-03-12T14:13:00,,S0003264
IX00016325,U000988,I00116,view,2024-10-09T17:28:00,,S0003265
IX00016326,U000728,I00385,view,2025-08-08T02:56:00,,S0003265
IX00016327,U000167,I00322,click,2024-09-17T06:34:00,,S0003265
IX00016328,U000820,I00021,view,2024-11-20T14:19:00,,S0003265
IX00016329,U000548,I00443,view,2025-02-26T23:56:00,,S0003265
IX00016330,U000521,I00137,click,2025-11-08T12:59:00,,S0003266
IX00016331,U000533,I00183,click,2025-10-25T02:15:00,,S0003266
IX00016332,U000028,I00249,click,2024-01-15T21:00:00,,S0003266
IX00016333,U000091,I00572,add_to_cart,2024-08-01T21:36:00,,S0003266
IX00016334,U000469,I00111,add_to_cart,2025-10-03T03:03:00,,S0003266
IX00016335,U000192,I00340,view,2025-07-22T15:44:00,,S0003267
IX00016336,U000526,I00012,purchase,2024-11-08T09:27:00,,S0003267
IX00016337,U000535,I00446,view,2025-02-14T07:48:00,,S0003267
IX00016338,U001145,I00305,view,2024-05-24T17:39:00,,S0003267
IX00016339,U000134,I00570,click,2024-09-19T21:29:00,,S0003267
IX00016340,U000993,I00305,purchase,2025-12-14T22:04:00,,S0003268
IX00016341,U000693,I00344,view,2025-10-19T07:29:00,,S0003268
IX00016342,U000126,I00189,view,2024-10-02T03:44:00,,S0003268
IX00016343,U000214,I00284,purchase,2024-06-12T15:08:00,,S0003268
IX00016344,U000078,I00452,click,2025-02-27T22:28:00,,S0003268
IX00016345,U000324,I00078,click,2024-07-13T20:50:00,,S0003269
IX00016346,U000030,I00572,purchase,2024-01-25T14:13:00,,S0003269
IX00016347,U000990,I00410,purchase,2024-10-19T17:11:00,,S0003269
IX00016348,U000253,I00452,add_to_cart,2025-04-01T20:57:00,,S0003269
IX00016349,U001100,I00402,click,2024-02-26T06:52:00,,S0003269
IX00016350,U000479,I00541,view,2024-09-03T20:13:00,,S0003270
IX00016351,U000732,I00452,view,2025-11-12T17:26:00,,S0003270
IX00016352,U000440,I00401,add_to_cart,2025-12-07T03:24:00,,S0003270
IX00016353,U000183,I00256,click,2025-09-17T19:59:00,,S0003270
IX00016354,U000580,I00312,view,2025-04-18T02:23:00,,S0003270
IX00016355,U000423,I00136,add_to_cart,2024-03-03T06:17:00,,S0003271
IX00016356,U000055,I00250,view,2025-02-01T19:21:00,,S0003271
IX00016357,U001112,I00452,view,2024-12-06T07:15:00,,S0003271
IX00016358,U000157,I00022,view,2025-05-26T00:57:00,,S0003271
IX00016359,U000811,I00509,rate,2025-01-21T16:25:00,3,S0003271
IX00016360,U001083,I00330,add_to_cart,2024-05-12T16:12:00,,S0003272
IX00016361,U000962,I00264,view,2024-06-10T13:34:00,,S0003272
IX00016362,U000669,I00410,view,2025-10-20T16:52:00,,S0003272
IX00016363,U000145,I00030,view,2024-12-18T04:23:00,,S0003272
IX00016364,U000594,I00035,view,2025-11-08T23:33:00,,S0003272
IX00016365,U000868,I00472,purchase,2024-03-16T17:04:00,,S0003273
IX00016366,U000728,I00216,view,2025-11-09T10:49:00,,S0003273
IX00016367,U000775,I00401,click,2025-07-06T14:58:00,,S0003273
IX00016368,U000005,I00189,purchase,2024-11-03T04:11:00,,S0003273
IX00016369,U000867,I00365,add_to_cart,2025-01-24T20:20:00,,S0003273
IX00016370,U000176,I00535,view,2024-07-31T09:50:00,,S0003274
IX00016371,U000648,I00107,view,2024-11-07T04:44:00,,S0003274
IX00016372,U000842,I00355,view,2025-08-22T14:42:00,,S0003274
IX00016373,U000913,I00249,click,2025-03-13T21:00:00,,S0003274
IX00016374,U000020,I00022,view,2025-04-23T19:02:00,,S0003274
IX00016375,U000243,I00227,view,2024-01-13T08:55:00,,S0003275
IX00016376,U000499,I00270,view,2025-10-19T14:28:00,,S0003275
IX00016377,U000085,I00167,view,2025-08-02T16:25:00,,S0003275
IX00016378,U001129,I00135,view,2024-04-07T00:05:00,,S0003275
IX00016379,U000206,I00054,click,2024-12-30T16:32:00,,S0003275
IX00016380,U000985,I00022,view,2025-07-05T07:35:00,,S0003276
IX00016381,U000967,I00284,view,2025-09-19T00:41:00,,S0003276
IX00016382,U000513,I00586,click,2025-01-21T00:28:00,,S0003276
IX00016383,U000593,I00535,view,2024-06-04T00:50:00,,S0003276
IX00016384,U000403,I00580,view,2024-06-03T04:22:00,,S0003276
IX00016385,U000511,I00355,view,2024-10-04T01:45:00,,S0003277
IX00016386,U000923,I00072,view,2024-07-22T19:06:00,,S0003277
IX00016387,U000515,I00264,view,2025-10-03T15:56:00,,S0003277
IX00016388,U000267,I00469,purchase,2025-09-02T13:18:00,,S0003277
IX00016389,U000641,I00585,view,2025-12-20T16:23:00,,S0003277
IX00016390,U000757,I00535,purchase,2024-11-25T22:25:00,,S0003278
IX00016391,U001161,I00219,view,2025-11-19T13:09:00,,S0003278
