session_id,customer_id,started_at,duration_s,device,referrer,pages_viewed
S00002781,C001471,2024-01-06T22:48:00,436,mobile_android,organic,36
S00002782,C001312,2025-08-15T04:29:00,553,mobile_ios,organic,38
S00002783,C000310,2024-05-28T02:34:00,3147,mobile_ios,paid_search,30
S00002784,C000062,2024-09-16T22:47:00,1333,desktop,paid_search,33
S00002785,C000838,2024-01-17T16:56:00,688,mobile_android,paid_search,3
S00002786,C000840,2024-05-22T17:11:00,1888,mobile_ios,social,22
S00002787,C000252,2024-05-21T19:34:00,1527,desktop,direct,29
S00002788,C001380,2025-12-01T04:58:00,2214,mobile_android,social,35
S00002789,C000785,2025-05-26T21:18:00,2966,mobile_ios,organic,25
S00002790,C000081,2025-10-22T05:16:00,1951,tablet,paid_search,19
S00002791,C001095,2025-03-27T14:18:00,3202,mobile_android,email,7
S00002792,C000272,2025-06-26T01:53:00,1687,mobile_android,social,11
S00002793,C000255,2024-04-17T01:12:00,2868,mobile_android,paid_search,6
S00002794,C000814,2024-04-22T11:24:00,1581,tablet,email,36
S00002795,C001402,2024-12-11T20:56:00,1832,desktop,paid_search,18
S00002796,C000148,2024-04-26T04:27:00,2503,mobile_ios,direct,34
S00002797,C000137,2024-01-09T09:13:00,705,mobile_ios,direct,21
S00002798,C001283,2024-07-04T08:39:00,1862,tablet,social,23
S00002799,C000593,2024-12-29T01:28:00,3316,mobile_android,social,17
S00002800,C001107,2025-06-14T11:27:00,2475,desktop,email,37
S00002801,C000103,2024-11-09T08:12:00,2388,tablet,direct,34
S00002802,C001105,2025-09-12T19:44:00,2382,mobile_android,direct,35
S00002803,C000623,2024-10-13T00:02:00,1635,desktop,paid_search,25
S00002804,C001187,2024-02-05T19:29:00,2618,mobile_android,direct,20
S00002805,C000099,2024-12-19T23:11:00,2651,mobile_ios,organic,37
S00002806,C001078,2025-08-10T21:04:00,90,mobile_ios,organic,32
S00002807,C000952,2025-05-25T06:37:00,224,desktop,social,15
S00002808,C000040,2024-06-15T19:47:00,917,mobile_ios,paid_search,25
S00002809,C000952,2025-04-04T02:04:00,1430,mobile_ios,direct,32
S00002810,C001184,2024-05-19T12:03:00,973,mobile_android,organic,10
S00002811,C001425,2025-04-04T20:04:00,2604,desktop,paid_search,10
S00002812,C000765,2024-08-13T08:29:00,588,mobile_android,direct,36
S00002813,C001042,2024-09-23T22:00:00,3211,desktop,social,6
S00002814,C000865,2024-06-25T16:35:00,1142,mobile_ios,paid_search,7
S00002815,C000263,2025-11-18T03:49:00,376,mobile_android,social,18
S00002816,C000634,2025-10-24T17:33:00,3097,mobile_android,organic,10
S00002817,C001387,2024-11-01T13:54:00,2874,desktop,organic,5
S00002818,C000796,2025-06-30T03:11:00,29,tablet,organic,16
S00002819,C000987,2025-05-11T23:09:00,2392,tablet,paid_search,1
S00002820,C001269,2025-10-11T21:31:00,1386,desktop,social,26
S00002821,C000021,2025-04-02T06:29:00,3559,tablet,paid_search,4
S00002822,C000630,2024-02-10T08:18:00,2615,mobile_ios,social,1
S00002823,C000581,2024-11-06T00:41:00,435,mobile_ios,organic,29
S00002824,C001138,2024-12-16T14:29:00,2913,mobile_ios,social,13
S00002825,C000819,2024-03-12T09:20:00,1395,mobile_android,organic,6
S00002826,C000320,2025-09-06T00:32:00,1044,mobile_ios,organic,11
S00002827,C001083,2025-03-21T18:18:00,3585,tablet,email,30
S00002828,C000898,2024-12-19T13:05:00,1217,tablet,direct,33
S00002829,C001373,2024-07-25T13:03:00,1006,mobile_ios,paid_search,3
S00002830,C001164,2024-10-16T17:50:00,3062,desktop,email,33
S00002831,C000726,2024-07-14T02:54:00,2400,desktop,direct,31
S00002832,C000068,2024-03-09T10:23:00,1573,desktop,direct,31
S00002833,C000116,2025-10-05T05:35:00,1966,mobile_ios,direct,9
S00002834,C000545,2025-02-03T15:45:00,2219,mobile_ios,organic,20
S00002835,C001412,2025-02-01T09:33:00,660,mobile_android,organic,33
S00002836,C001059,2024-06-28T08:06:00,594,mobile_android,paid_search,40
S00002837,C000841,2025-08-07T14:44:00,3503,mobile_android,email,32
S00002838,C000436,2024-06-01T08:30:00,2030,mobile_ios,social,38
S00002839,C001460,2024-06-17T20:37:00,693,desktop,paid_search,15
S00002840,C000283,2024-11-09T00:10:00,1626,desktop,direct,26
S00002841,C001403,2025-09-21T22:02:00,1197,tablet,organic,23
S00002842,C000811,2025-08-25T05:06:00,1849,mobile_android,social,2
S00002843,C000750,2025-12-20T13:52:00,2544,mobile_android,direct,11
S00002844,C000783,2024-03-26T14:39:00,3032,desktop,paid_search,18
S00002845,C000455,2025-10-05T17:49:00,2780,desktop,paid_search,22
S00002846,C001147,2024-02-18T06:19:00,1325,tablet,paid_search,6
S00002847,C001227,2025-03-29T09:13:00,1961,tablet,organic,20
S00002848,C000608,2024-02-29T10:08:00,617,mobile_android,organic,19
S00002849,C000299,2025-12-10T23:07:00,1720,mobile_android,email,10
S00002850,C000865,2024-03-13T13:29:00,239,mobile_android,email,20
S00002851,C000504,2024-01-28T00:55:00,1811,mobile_ios,social,30
S00002852,C000805,2025-01-31T23:32:00,56,mobile_android,paid_search,5
S00002853,C000446,2025-09-24T00:00:00,1983,mobile_ios,email,19
S00002854,C000978,2025-01-20T12:57:00,3264,mobile_ios,email,31
S00002855,C001490,2025-05-08T06:19:00,1264,mobile_ios,social,11
S00002856,C000988,2025-06-06T10:38:00,3220,desktop,paid_search,35
S00002857,C001366,2025-05-18T21:51:00,1703,desktop,paid_search,33
S00002858,C000296,2025-03-12T03:36:00,668,mobile_android,direct,40
S00002859,C001133,2025-04-17T15:18:00,2510,mobile_android,direct,5
S00002860,C001193,2024-11-15T23:39:00,3513,desktop,email,36
S00002861,C000249,2024-06-30T15:38:00,1436,tablet,organic,1
S00002862,C000602,2024-02-07T19:04:00,1757,tablet,paid_search,10
S00002863,C000662,2025-06-17T13:24:00,2076,mobile_android,direct,5
S00002864,C000061,2025-01-22T05:27:00,1145,tablet,organic,25
S00002865,C000711,2025-02-05T21:00:00,810,tablet,social,5
S00002866,C000373,2024-01-27T11:28:00,1091,desktop,social,9
S00002867,C001028,2024-01-27T16:30:00,2067,tablet,social,30
S00002868,C000990,2024-01-08T03:52:00,1736,tablet,paid_search,2
S00002869,C000309,2025-11-10T08:10:00,805,tablet,paid_search,32
S00002870,C000062,2025-02-13T12:40:00,3161,mobile_ios,direct,5
S00002871,C000426,2025-04-28T18:26:00,2443,mobile_android,email,9
S00002872,C000413,2024-12-01T10:03:00,3548,mobile_ios,social,5
S00002873,C000333,2025-08-25T00:39:00,1290,mobile_android,direct,37
S00002874,C000851,2024-08-12T18:49:00,1465,mobile_android,paid_search,19
S00002875,C000098,2024-12-13T01:20:00,249,mobile_android,social,6
S00002876,C000044,2025-02-12T21:56:00,1576,tablet,organic,24
S00002877,C001139,2025-06-09T01:30:00,2385,mobile_android,direct,11
S00002878,C001313,2024-09-24T07:12:00,2387,desktop,social,34
S00002879,C001282,2025-06-07T08:24:00,682,mobile_ios,social,32
S00002880,C000114,2024-06-21T03:46:00,454,tablet,direct,25
S00002881,C000824,2025-11-11T01:28:00,673,mobile_ios,direct,6
S00002882,C000526,2025-09-21T17:16:00,2497,tablet,social,28
S00002883,C001345,2025-08-26T22:35:00,3507,desktop,email,36
S00002884,C000226,2025-01-09T08:48:00,2782,mobile_ios,email,6
S00002885,C000141,2024-11-19T08:14:00,2299,mobile_ios,paid_search,25
S00002886,C000795,2025-10-16T10:25:00,1181,mobile_ios,social,30
S00002887,C001435,2024-10-15T07:48:00,229,mobile_ios,social,10
S00002888,C000881,2025-04-21T18:40:00,3075,mobile_android,social,26
S00002889,C000889,2024-03-07T03:43:00,3158,mobile_android,social,26
S00002890,C001151,2025-10-22T02:37:00,1690,desktop,direct,25
S00002891,C000629,2025-11-18T01:57:00,1530,tablet,direct,32
S00002892,C000876,2025-03-03T00:56:00,3137,desktop,email,35
S00002893,C000322,2025-11-23T21:15:00,1575,desktop,social,31
S00002894,C000465,2024-01-18T15:26:00,1212,desktop,paid_search,30
S00002895,C001225,2025-05-24T23:53:00,563,tablet,paid_search,1
S00002896,C000229,2025-08-24T20:57:00,1765,mobile_android,email,24
S00002897,C000312,2024-04-18T16:13:00,1211,mobile_android,email,21
S00002898,C001138,2025-08-18T23:38:00,2251,mobile_android,paid_search,36
S00002899,C000867,2025-07-29T10:05:00,3401,mobile_android,paid_search,36
S00002900,C000046,2025-11-14T13:22:00,2155,mobile_android,organic,20
S00002901,C000765,2025-04-22T19:38:00,1463,mobile_android,email,13
S00002902,C001132,2024-03-08T11:41:00,2608,tablet,email,37
S00002903,C001219,2025-04-25T21:57:00,551,desktop,social,28
S00002904,C000171,2024-07-11T22:08:00,102,mobile_ios,paid_search,11
S00002905,C000985,2025-02-16T07:21:00,2451,desktop,email,40
S00002906,C000581,2025-09-08T17:02:00,859,tablet,email,34
S00002907,C000949,2025-11-27T23:42:00,1585,mobile_android,direct,27
S00002908,C000605,2025-05-26T03:43:00,2199,desktop,email,23
S00002909,C000464,2024-09-29T01:19:00,2394,tablet,organic,37
S00002910,C001308,2025-09-24T15:03:00,3177,mobile_android,organic,6
S00002911,C000994,2024-11-19T14:18:00,908,mobile_android,social,4
S00002912,C000844,2024-02-21T05:12:00,497,desktop,direct,7
S00002913,C000784,2024-07-05T14:47:00,2533,tablet,direct,27
S00002914,C000983,2024-06-15T15:31:00,3243,mobile_ios,paid_search,12
S00002915,C000364,2025-01-23T07:05:00,2030,mobile_ios,organic,37
S00002916,C000845,2025-06-13T05:57:00,1262,mobile_ios,email,38
S00002917,C001024,2024-03-14T04:18:00,204,desktop,email,31
S00002918,C001139,2025-12-05T20:59:00,1853,mobile_ios,email,30
S00002919,C000246,2025-01-14T14:24:00,2410,desktop,social,30
S00002920,C000030,2024-03-15T05:22:00,2549,mobile_ios,direct,17
S00002921,C001404,2024-12-31T09:59:00,336,tablet,social,25
S00002922,C000055,2025-05-14T23:24:00,455,mobile_android,organic,1
S00002923,C000883,2025-10-17T23:43:00,2791,tablet,social,11
S00002924,C001123,2024-12-05T06:50:00,220,desktop,social,21
S00002925,C000766,2025-04-25T23:43:00,2692,tablet,direct,22
S00002926,C001266,2024-07-05T05:07:00,635,mobile_ios,organic,2
S00002927,C000788,2024-12-20T23:10:00,2570,tablet,email,20
S00002928,C001314,2024-04-28T10:08:00,1129,mobile_ios,organic,6
S00002929,C001039,2025-11-05T00:05:00,878,mobile_android,paid_search,1
S00002930,C001469,2025-01-22T18:45:00,1928,mobile_ios,organic,32
S00002931,C000056,2024-10-14T14:38:00,1726,tablet,organic,36
S00002932,C000247,2025-05-15T20:50:00,1603,mobile_ios,organic,6
S00002933,C000888,2025-05-10T03:42:00,616,mobile_ios,organic,17
S00002934,C000797,2025-12-14T11:42:00,2093,mobile_ios,email,24
S00002935,C001236,2025-09-15T18:24:00,24,desktop,email,27
S00002936,C000733,2025-07-12T23:20:00,431,mobile_ios,email,27
S00002937,C001438,2024-06-16T05:42:00,3134,mobile_ios,organic,35
S00002938,C000770,2024-03-05T23:22:00,127,mobile_ios,organic,16
S00002939,C000042,2025-12-15T12:24:00,115,tablet,paid_search,39
S00002940,C001174,2024-09-23T16:33:00,2270,mobile_ios,social,34
S00002941,C001120,2024-03-14T23:43:00,1104,tablet,organic,36
S00002942,C000297,2024-09-23T23:45:00,1833,mobile_android,organic,30
S00002943,C001160,2025-12-08T10:19:00,865,mobile_android,social,19
S00002944,C000231,2025-11-17T15:56:00,3384,mobile_android,email,28
S00002945,C000789,2024-04-01T20:29:00,1646,mobile_ios,organic,15
S00002946,C000348,2024-08-29T19:55:00,754,mobile_android,organic,8
S00002947,C001383,2025-08-24T16:29:00,3332,tablet,organic,3
S00002948,C000397,2024-05-17T03:29:00,1620,mobile_android,direct,1
S00002949,C001139,2025-04-15T05:07:00,1565,tablet,organic,22
S00002950,C001349,2024-03-18T03:54:00,2554,mobile_ios,direct,35
S00002951,C000438,2025-11-26T02:06:00,2483,desktop,social,22
S00002952,C001283,2025-06-06T02:59:00,1631,tablet,paid_search,39
S00002953,C000168,2025-09-07T08:17:00,55,mobile_android,paid_search,3
S00002954,C000179,2025-07-28T12:28:00,2414,desktop,social,11
S00002955,C000979,2024-08-20T03:47:00,335,tablet,email,23
S00002956,C000841,2025-05-18T06:20:00,775,mobile_android,organic,11
S00002957,C001045,2025-02-02T11:26:00,2995,desktop,paid_search,34
S00002958,C000639,2024-05-07T01:51:00,407,mobile_android,direct,39
S00002959,C001286,2024-07-10T05:26:00,757,mobile_android,direct,12
S00002960,C001414,2024-10-04T08:41:00,3257,mobile_android,organic,26
S00002961,C000884,2024-03-28T11:47:00,2364,mobile_ios,paid_search,9
S00002962,C000107,2025-08-28T16:44:00,3402,tablet,social,35
S00002963,C000791,2024-03-08T18:49:00,785,mobile_ios,social,22
S00002964,C001410,2025-08-25T04:03:00,1221,mobile_ios,paid_search,5
S00002965,C000234,2025-05-09T05:49:00,1159,mobile_android,email,4
S00002966,C000704,2024-03-19T17:28:00,731,desktop,direct,3
S00002967,C001131,2025-02-27T03:53:00,3323,tablet,direct,1
S00002968,C001077,2025-05-21T03:47:00,833,mobile_android,paid_search,34
S00002969,C001471,2024-11-10T15:05:00,3546,mobile_ios,paid_search,17
S00002970,C000317,2024-03-01T23:35:00,1481,tablet,organic,15
S00002971,C000882,2025-01-07T19:24:00,3154,mobile_android,direct,12
S00002972,C000647,2025-05-04T00:52:00,2032,mobile_ios,email,37
S00002973,C000321,2025-09-07T00:03:00,2881,mobile_android,email,37
S00002974,C001260,2025-07-04T02:27:00,3421,desktop,email,10
S00002975,C000175,2025-10-27T07:46:00,1981,desktop,paid_search,28
S00002976,C001482,2024-03-14T13:04:00,2018,desktop,email,31
S00002977,C000370,2025-05-24T01:49:00,633,mobile_ios,social,6
S00002978,C000077,2024-06-18T14:15:00,678,desktop,organic,35
S00002979,C000422,2024-01-14T18:45:00,860,mobile_ios,organic,38
S00002980,C000177,2024-11-07T07:43:00,2625,desktop,direct,16
S00002981,C001097,2024-09-18T02:16:00,3218,mobile_android,paid_search,6
S00002982,C001387,2024-03-11T17:37:00,2448,mobile_ios,paid_search,4
S00002983,C000986,2024-08-24T02:43:00,958,tablet,paid_search,37
S00002984,C001107,2025-06-15T16:06:00,3359,mobile_ios,direct,29
S00002985,C000944,2024-03-15T07:10:00,3079,desktop,social,10
S00002986,C000475,2025-06-03T16:00:00,2761,tablet,direct,2
S00002987,C001203,2024-01-08T00:28:00,3051,tablet,email,40
S00002988,C000874,2024-10-15T05:22:00,2956,tablet,email,3
S00002989,C001241,2025-04-18T18:05:00,3221,mobile_android,paid_search,24
S00002990,C000503,2025-08-24T21:05:00,283,mobile_ios,direct,21
S00002991,C000631,2024-03-10T07:42:00,516,tablet,social,17
S00002992,C001100,2025-11-19T21:59:00,1387,desktop,direct,23
S00002993,C000517,2024-10-14T05:49:00,2763,mobile_ios,paid_search,17
S00002994,C000523,2024-02-12T05:58:00,1542,mobile_android,social,5
S00002995,C000019,2025-06-22T17:55:00,2498,mobile_ios,organic,29
S00002996,C000196,2024-01-02T17:51:00,2736,tablet,social,35
S00002997,C000665,2024-09-06T02:44:00,1405,tablet,social,26
S00002998,C001429,2024-01-12T19:05:00,3068,tablet,paid_search,22
S00002999,C000513,2025-05-26T16:55:00,2056,mobile_android,paid_search,33
S00003000,C001120,2024-05-01T15:21:00,3266,tablet,direct,15
S00003001,C000754,2024-07-13T04:24:00,1142,tablet,direct,6
S00003002,C001467,2024-04-24T00:23:00,3484,desktop,email,10
S00003003,C000233,2025-09-14T17:45:00,2346,tablet,social,19
S00003004,C000863,2025-08-17T06:52:00,383,tablet,direct,6
S00003005,C001425,2024-12-19T23:08:00,2779,desktop,email,19
S00003006,C001261,2024-04-27T20:58:00,92,tablet,organic,18
S00003007,C000569,2024-12-15T03:57:00,2469,tablet,social,37
S00003008,C000370,2024-09-01T00:51:00,1573,tablet,organic,40
S00003009,C000028,2024-04-27T16:20:00,2690,mobile_android,direct,19
S00003010,C000335,2024-11-23T05:30:00,1115,tablet,email,8
S00003011,C001227,2024-08-11T02:07:00,1582,mobile_android,email,13
S00003012,C001408,2025-08-16T00:50:00,3170,tablet,social,13
S00003013,C000696,2025-06-30T22:19:00,2325,mobile_ios,paid_search,18
S00003014,C000426,2024-12-03T22:45:00,2482,mobile_android,organic,16
S00003015,C000390,2024-08-19T02:21:00,2945,tablet,direct,24
S00003016,C000549,2024-07-20T04:33:00,1017,mobile_ios,social,27
S00003017,C001161,2024-08-12T11:58:00,1473,desktop,email,40
S00003018,C001016,2025-07-18T17:37:00,3259,mobile_ios,email,31
S00003019,C000986,2024-06-10T01:49:00,1276,mobile_ios,direct,32
S00003020,C000247,2025-05-29T17:30:00,2262,mobile_android,paid_search,30
S00003021,C000227,2025-01-19T21:19:00,1757,mobile_android,email,19
S00003022,C000727,2025-01-03T07:26:00,3249,mobile_ios,direct,17
S00003023,C000037,2024-07-27T09:05:00,2009,tablet,direct,26
S00003024,C000613,2025-01-14T23:40:00,1106,mobile_android,organic,27
S00003025,C000804,2025-06-14T20:16:00,2438,mobile_android,paid_search,22
S00003026,C000443,2024-06-14T17:35:00,788,tablet,direct,15
S00003027,C000011,2025-10-02T18:53:00,138,desktop,organic,35
S00003028,C001002,2024-06-28T03:52:00,2680,mobile_ios,direct,35
S00003029,C001488,2024-07-12T00:34:00,688,desktop,organic,23
S00003030,C000876,2025-10-04T22:04:00,1413,tablet,paid_search,13
S00003031,C001099,2025-03-15T22:46:00,519,tablet,organic,5
S00003032,C001116,2025-03-15T02:23:00,2397,desktop,paid_search,28
S00003033,C001386,2024-10-04T02:01:00,2842,tablet,direct,22
S00003034,C001107,2024-02-02T12:19:00,3066,desktop,direct,20
S00003035,C000095,2024-10-30T21:59:00,2038,tablet,paid_search,23
S00003036,C000073,2024-08-29T04:07:00,2114,mobile_android,direct,30
S00003037,C000600,2024-03-06T13:14:00,931,mobile_ios,paid_search,34
S00003038,C000640,2024-12-29T13:52:00,3526,mobile_ios,paid_search,28
S00003039,C000834,2025-11-10T00:10:00,3346,mobile_ios,paid_search,22
S00003040,C000300,2024-04-04T16:59:00,2598,mobile_ios,organic,8
S00003041,C001143,2024-06-27T18:14:00,2365,desktop,paid_search,2
S00003042,C001434,2024-11-26T02:31:00,98,mobile_ios,email,6
S00003043,C001250,2024-01-19T12:00:00,2640,desktop,social,30
S00003044,C001280,2025-08-11T14:19:00,2750,desktop,social,25
S00003045,C000287,2024-09-06T07:24:00,159,mobile_android,email,37
S00003046,C001449,2025-04-06T13:47:00,2125,mobile_android,social,13
S00003047,C000534,2025-10-20T13:09:00,3286,mobile_android,social,33
S00003048,C000318,2025-09-17T11:03:00,1074,tablet,paid_search,31
S00003049,C000425,2024-09-11T07:29:00,55,desktop,paid_search,1
S00003050,C000557,2025-04-12T03:22:00,1576,tablet,paid_search,16
S00003051,C000582,2025-10-29T06:01:00,1514,mobile_ios,organic,8
S00003052,C000257,2025-10-10T17:57:00,3322,desktop,direct,19
S00003053,C000024,2024-01-04T03:42:00,382,mobile_ios,direct,23
S00003054,C000274,2024-02-22T16:39:00,2733,desktop,direct,32
S00003055,C001344,2024-10-26T03:20:00,1257,tablet,social,27
S00003056,C000855,2025-10-28T08:04:00,1860,desktop,email,3
S00003057,C001293,2024-09-23T23:33:00,980,tablet,paid_search,30
S00003058,C001441,2025-01-11T02:46:00,1060,mobile_ios,social,16
S00003059,C000657,2024-12-25T08:58:00,1768,mobile_ios,paid_search,10
S00003060,C001394,2025-07-02T10:15:00,1891,tablet,email,3
S00003061,C000115,2025-09-17T16:37:00,1271,desktop,direct,6
S00003062,C001323,2024-06-06T12:59:00,456,mobile_ios,social,36
S00003063,C000201,2025-01-12T03:27:00,1233,desktop,direct,24
S00003064,C001274,2024-10-31T01:56:00,251,mobile_android,direct,39
S00003065,C000822,2024-12-09T14:50:00,46,mobile_android,email,37
S00003066,C000755,2024-10-04T22:52:00,1129,mobile_android,email,37
S00003067,C000956,2025-04-18T12:18:00,1524,tablet,organic,11
S00003068,C000503,2024-10-25T00:35:00,200,desktop,social,9
S00003069,C000366,2025-09-19T00:53:00,1218,desktop,organic,23
S00003070,C000052,2025-05-09T14:41:00,690,mobile_android,paid_search,2
S00003071,C000201,2024-05-31T03:43:00,1895,mobile_ios,paid_search,3
S00003072,C001212,2024-11-03T07:35:00,1062,mobile_ios,paid_search,2
S00003073,C001060,2024-05-20T10:08:00,3557,desktop,direct,36
S00003074,C001339,2025-01-03T15:48:00,1880,tablet,paid_search,19
S00003075,C000226,2025-11-16T08:10:00,1841,mobile_ios,paid_search,3
S00003076,C001469,2025-12-20T15:35:00,940,mobile_android,email,7
S00003077,C001305,2024-08-05T13:19:00,3027,desktop,direct,29
S00003078,C000955,2024-09-17T19:43:00,2052,mobile_android,paid_search,24
S00003079,C000333,2024-11-24T18:12:00,1320,mobile_ios,social,21
S00003080,C001301,2025-09-25T19:28:00,1409,desktop,social,18
S00003081,C000215,2024-10-25T08:28:00,1739,desktop,social,16
S00003082,C001121,2025-05-19T04:20:00,1190,mobile_ios,organic,35
S00003083,C001049,2024-10-28T19:03:00,3114,tablet,organic,28
S00003084,C000538,2025-10-27T04:03:00,1237,mobile_android,paid_search,24
S00003085,C001413,2024-02-21T19:22:00,3564,tablet,direct,13
S00003086,C000508,2025-05-23T11:19:00,2880,tablet,direct,4
S00003087,C000206,2024-11-30T12:08:00,83,desktop,email,13
S00003088,C001173,2024-12-13T17:46:00,1195,mobile_android,social,23
S00003089,C000013,2025-10-04T10:56:00,2908,mobile_ios,direct,25
S00003090,C000704,2024-09-01T16:28:00,203,mobile_android,email,27
S00003091,C001485,2025-05-29T02:06:00,2506,mobile_android,email,36
S00003092,C000482,2024-11-16T01:51:00,1470,desktop,direct,16
S00003093,C000566,2024-11-11T01:01:00,761,tablet,social,24
S00003094,C000536,2025-10-11T16:44:00,2786,desktop,organic,18
S00003095,C000363,2025-08-26T11:35:00,99,mobile_ios,paid_search,28
S00003096,C001179,2024-09-07T12:59:00,2242,mobile_ios,social,3
S00003097,C000316,2024-04-15T04:12:00,133,mobile_android,social,20
S00003098,C001168,2025-06-16T01:24:00,2587,mobile_android,email,2
S00003099,C000808,2025-01-03T06:24:00,1269,mobile_ios,organic,40
S00003100,C000866,2025-02-24T14:55:00,823,mobile_android,direct,8
S00003101,C000850,2025-01-19T01:50:00,1546,mobile_android,email,29
S00003102,C000389,2025-08-11T01:21:00,1083,mobile_android,social,19
S00003103,C000393,2025-03-02T06:21:00,3314,mobile_ios,paid_search,6
S00003104,C001229,2025-10-03T07:13:00,317,mobile_ios,organic,3
S00003105,C001137,2024-05-07T04:00:00,2808,desktop,paid_search,35
S00003106,C001001,2025-04-27T06:31:00,2991,desktop,organic,29
S00003107,C001022,2025-07-26T20:31:00,3227,desktop,direct,26
S00003108,C001130,2025-04-08T00:22:00,2855,tablet,email,28
S00003109,C001043,2025-11-07T17:18:00,1237,mobile_ios,paid_search,6
S00003110,C000887,2024-11-24T01:06:00,2461,mobile_ios,paid_search,35
S00003111,C000135,2025-11-10T06:08:00,2023,mobile_ios,social,39
S00003112,C000091,2024-04-20T09:11:00,238,mobile_android,social,13
S00003113,C001220,2024-08-23T09:32:00,1557,mobile_android,email,16
S00003114,C001055,2024-10-15T08:28:00,2442,mobile_android,paid_search,32
S00003115,C000364,2025-01-11T17:39:00,66,desktop,social,15
S00003116,C001364,2025-01-12T17:47:00,1167,tablet,paid_search,2
S00003117,C000072,2024-07-28T06:13:00,3455,mobile_ios,organic,11
S00003118,C000022,2024-04-24T20:45:00,570,tablet,direct,26
S00003119,C000123,2024-04-23T16:45:00,953,mobile_android,social,24
S00003120,C000744,2024-12-28T01:41:00,1430,desktop,direct,6
S00003121,C001441,2025-04-22T23:05:00,1558,desktop,social,11
S00003122,C000790,2025-03-05T04:43:00,1226,mobile_android,paid_search,27
S00003123,C001012,2025-05-03T00:06:00,3403,mobile_android,organic,6
S00003124,C000032,2025-05-28T01:22:00,233,mobile_ios,email,18
S00003125,C001265,2024-04-15T06:55:00,1332,tablet,social,34
S00003126,C001213,2025-01-02T13:48:00,1104,mobile_ios,social,10
S00003127,C001006,2024-12-12T07:19:00,384,tablet,email,38
S00003128,C000143,2024-01-07T12:22:00,3193,mobile_ios,email,12
S00003129,C000733,2025-02-23T11:44:00,1591,mobile_ios,paid_search,32
S00003130,C000405,2024-09-20T06:32:00,3488,mobile_android,direct,36
S00003131,C001244,2024-03-16T21:04:00,262,desktop,organic,2
S00003132,C000345,2024-09-13T06:02:00,105,desktop,paid_search,29
S00003133,C000946,2025-01-19T00:57:00,1608,tablet,paid_search,24
S00003134,C001371,2025-08-19T12:38:00,3123,tablet,direct,31
S00003135,C000605,2024-11-01T03:47:00,412,mobile_ios,direct,20
S00003136,C001026,2024-10-20T05:57:00,397,tablet,paid_search,32
S00003137,C000519,2025-10-08T05:04:00,333,mobile_android,organic,19
S00003138,C000968,2025-07-24T19:13:00,3493,desktop,paid_search,28
S00003139,C000982,2024-04-23T14:54:00,302,tablet,direct,19
S00003140,C001204,2025-11-15T17:11:00,2589,desktop,paid_search,25
S00003141,C000482,2025-12-07T18:07:00,2832,mobile_ios,email,39
S00003142,C000631,2024-03-29T10:27:00,1450,mobile_android,organic,38
S00003143,C000953,2024-09-01T07:12:00,816,desktop,direct,34
S00003144,C000976,2024-02-17T07:34:00,3516,mobile_ios,social,11
S00003145,C001213,2025-07-13T12:17:00,3084,mobile_ios,email,4
S00003146,C000598,2025-09-21T15:13:00,2583,mobile_ios,social,20
S00003147,C000626,2025-02-03T07:09:00,3316,mobile_android,email,17
S00003148,C000984,2024-09-20T19:25:00,1790,mobile_android,direct,8
S00003149,C000510,2024-04-10T02:50:00,74,desktop,social,9
S00003150,C000338,2024-03-16T21:20:00,2190,desktop,social,38
S00003151,C000727,2025-07-07T18:10:00,310,mobile_ios,paid_search,28
S00003152,C001491,2025-07-28T17:58:00,1701,tablet,organic,33
S00003153,C001345,2025-07-19T05:54:00,966,mobile_ios,paid_search,24
S00003154,C000207,2024-03-14T08:24:00,2704,mobile_android,paid_search,12
S00003155,C000660,2024-09-27T19:38:00,2809,mobile_android,social,29
S00003156,C000039,2024-08-02T02:43:00,1938,tablet,direct,7
S00003157,C000114,2024-03-29T22:18:00,893,mobile_ios,social,31
S00003158,C000110,2025-05-07T06:25:00,247,desktop,social,6
S00003159,C000568,2024-07-03T07:36:00,1812,mobile_android,email,18
S00003160,C001451,2024-12-17T23:13:00,1136,mobile_android,organic,29
S00003161,C000474,2025-10-18T06:36:00,35,desktop,email,22
S00003162,C001429,2024-09-25T17:19:00,1880,tablet,social,29
S00003163,C001086,2024-04-02T12:40:00,3032,desktop,email,26
S00003164,C000723,2024-12-09T21:42:00,2770,desktop,email,10
S00003165,C001142,2025-01-31T08:33:00,646,desktop,paid_search,28
S00003166,C000108,2024-04-26T16:23:00,3571,desktop,social,31
S00003167,C000327,2024-06-26T23:02:00,529,mobile_android,social,13
S00003168,C000202,2025-07-31T13:50:00,2907,mobile_android,organic,25
S00003169,C000577,2024-10-24T03:21:00,2256,desktop,social,18
S00003170,C000021,2024-01-29T17:42:00,1346,mobile_ios,direct,1
S00003171,C001361,2025-11-10T20:39:00,1134,mobile_ios,organic,30
S00003172,C001261,2025-02-11T23:39:00,453,desktop,direct,30
S00003173,C001210,2025-07-08T20:11:00,1759,mobile_android,direct,6
S00003174,C000463,2024-04-13T03:35:00,2292,tablet,organic,34
S00003175,C000940,2025-06-15T02:36:00,1380,tablet,social,38
S00003176,C001395,2024-05-03T14:24:00,3486,tablet,organic,28
S00003177,C000656,2025-03-19T16:06:00,216,tablet,email,32
