order_id,shipment_id,placed_at,customer_ref,quantity,priority
ORD0001522,SH0003648,2025-03-11T00:00:00,CUST02842,25,freight
ORD0001523,SH0000528,2025-04-08T00:00:00,CUST08187,83,freight
ORD0001524,SH0003142,2024-02-07T00:00:00,CUST00916,33,expedited
ORD0001525,SH0000872,2024-12-13T00:00:00,CUST08695,46,freight
ORD0001526,SH0002392,2025-04-26T00:00:00,CUST03577,8,standard
ORD0001527,SH0003178,2025-04-18T00:00:00,CUST03614,96,freight
ORD0001528,SH0002741,2024-05-09T00:00:00,CUST02788,71,expedited
ORD0001529,SH0003341,2025-04-03T00:00:00,CUST00371,40,freight
ORD0001530,SH0000668,2024-09-17T00:00:00,CUST00684,98,freight
ORD0001531,SH0003977,2024-06-05T00:00:00,CUST05424,44,expedited
ORD0001532,SH0001189,2025-02-24T00:00:00,CUST08539,78,freight
ORD0001533,SH0003234,2025-12-18T00:00:00,CUST03652,75,expedited
ORD0001534,SH0003655,2025-04-14T00:00:00,CUST00633,38,standard
ORD0001535,SH0000425,2025-03-01T00:00:00,CUST07809,72,freight
ORD0001536,SH0003497,2024-03-11T00:00:00,CUST05893,75,expedited
ORD0001537,SH0002611,2024-10-19T00:00:00,CUST06549,83,expedited
ORD0001538,SH0000953,2025-06-24T00:00:00,CUST06405,44,expedited
ORD0001539,SH0002493,2024-01-11T00:00:00,CUST04866,36,freight
ORD0001540,SH0002749,2024-09-27T00:00:00,CUST07065,64,freight
ORD0001541,SH0000934,2024-07-31T00:00:00,CUST03070,92,standard
ORD0001542,SH0002554,2024-03-13T00:00:00,CUST02671,37,freight
ORD0001543,SH0002466,2024-12-04T00:00:00,CUST05771,69,expedited
ORD0001544,SH0003760,2025-12-07T00:00:00,CUST07171,4,standard
ORD0001545,SH0002700,2025-03-09T00:00:00,CUST02648,31,freight
ORD0001546,SH0002518,2024-09-25T00:00:00,CUST05124,75,freight
ORD0001547,SH0002774,2024-10-12T00:00:00,CUST02615,54,expedited
ORD0001548,SH0000130,2025-05-14T00:00:00,CUST06759,4,freight
ORD0001549,SH0002273,2025-08-31T00:00:00,CUST05292,27,standard
ORD0001550,SH0000348,2024-05-11T00:00:00,CUST00773,29,standard
ORD0001551,SH0002358,2025-06-07T00:00:00,CUST00474,89,standard
ORD0001552,SH0000988,2025-05-31T00:00:00,CUST08172,12,expedited
ORD0001553,SH0000588,2025-07-11T00:00:00,CUST03667,32,expedited
ORD0001554,SH0001737,2025-07-16T00:00:00,CUST00873,42,freight
ORD0001555,SH0003174,2024-03-18T00:00:00,CUST00625,70,freight
ORD0001556,SH0000069,2024-04-29T00:00:00,CUST05996,28,standard
ORD0001557,SH0001872,2024-10-13T00:00:00,CUST03239,42,expedited
ORD0001558,SH0001877,2024-01-22T00:00:00,CUST02118,82,freight
ORD0001559,SH0001842,2025-05-17T00:00:00,CUST02714,66,expedited
ORD0001560,SH0000290,2024-11-22T00:00:00,CUST06241,47,freight
ORD0001561,SH0001767,2025-11-06T00:00:00,CUST06030,60,freight
ORD0001562,SH0003754,2025-08-18T00:00:00,CUST04846,46,expedited
ORD0001563,SH0001395,2025-08-04T00:00:00,CUST05623,79,freight
ORD0001564,SH0001519,2025-01-11T00:00:00,CUST00416,44,expedited
ORD0001565,SH0003672,2025-10-26T00:00:00,CUST03932,89,freight
ORD0001566,SH0001584,2024-05-17T00:00:00,CUST09226,91,freight
ORD0001567,SH0000339,2025-03-29T00:00:00,CUST01879,39,freight
ORD0001568,SH0001493,2024-10-20T00:00:00,CUST01217,72,standard
ORD0001569,SH0002556,2024-12-19T00:00:00,CUST02628,89,expedited
ORD0001570,SH0000536,2025-11-09T00:00:00,CUST06012,19,standard
ORD0001571,SH0003860,2025-04-09T00:00:00,CUST08676,83,freight
ORD0001572,SH0000671,2024-03-17T00:00:00,CUST06461,84,expedited
ORD0001573,SH0000394,2024-03-09T00:00:00,CUST09998,81,freight
ORD0001574,SH0000757,2024-04-04T00:00:00,CUST04904,48,expedited
ORD0001575,SH0001209,2024-10-29T00:00:00,CUST05237,20,standard
ORD0001576,SH0003292,2024-07-28T00:00:00,CUST00661,86,standard
ORD0001577,SH0001939,2025-10-07T00:00:00,CUST06319,98,freight
ORD0001578,SH0003611,2024-09-25T00:00:00,CUST07589,26,standard
ORD0001579,SH0002100,2025-07-14T00:00:00,CUST02318,39,standard
ORD0001580,SH0000772,2025-01-06T00:00:00,CUST03964,23,freight
ORD0001581,SH0003838,2024-04-03T00:00:00,CUST02761,95,expedited
ORD0001582,SH0003596,2024-10-19T00:00:00,CUST00157,95,freight
ORD0001583,SH0000708,2025-08-19T00:00:00,CUST03281,99,expedited
ORD0001584,SH0000956,2024-10-23T00:00:00,CUST00361,74,expedited
ORD0001585,SH0000369,2024-06-29T00:00:00,CUST01450,71,standard
ORD0001586,SH0001481,2025-11-06T00:00:00,CUST02699,46,expedited
ORD0001587,SH0002341,2024-11-20T00:00:00,CUST09551,73,standard
ORD0001588,SH0002897,2024-01-28T00:00:00,CUST04625,62,freight
ORD0001589,SH0003740,2024-09-15T00:00:00,CUST01450,18,freight
ORD0001590,SH0000969,2024-06-06T00:00:00,CUST05323,39,expedited
ORD0001591,SH0000033,2024-03-29T00:00:00,CUST09071,77,standard
ORD0001592,SH0003910,2024-04-26T00:00:00,CUST03341,39,freight
ORD0001593,SH0003945,2024-08-26T00:00:00,CUST04292,65,freight
ORD0001594,SH0001502,2025-04-29T00:00:00,CUST01124,26,standard
ORD0001595,SH0002460,2025-12-03T00:00:00,CUST07084,89,standard
ORD0001596,SH0003655,2025-04-17T00:00:00,CUST07004,70,expedited
ORD0001597,SH0000357,2024-07-09T00:00:00,CUST08086,31,expedited
ORD0001598,SH0003356,2024-05-11T00:00:00,CUST01900,99,standard
ORD0001599,SH0000617,2024-01-27T00:00:00,CUST02710,80,standard
ORD0001600,SH0003616,2025-12-13T00:00:00,CUST03339,65,standard
ORD0001601,SH0000916,2024-02-10T00:00:00,CUST01511,38,freight
ORD0001602,SH0003519,2024-11-08T00:00:00,CUST09182,5,standard
ORD0001603,SH0002531,2025-06-22T00:00:00,CUST09868,7,freight
ORD0001604,SH0002232,2025-10-22T00:00:00,CUST08655,92,standard
ORD0001605,SH0002369,2025-01-23T00:00:00,CUST06752,39,expedited
ORD0001606,SH0000646,2024-07-11T00:00:00,CUST01917,74,standard
ORD0001607,SH0002769,2025-08-12T00:00:00,CUST09668,5,freight
ORD0001608,SH0000631,2024-03-12T00:00:00,CUST03554,25,expedited
ORD0001609,SH0001607,2025-07-29T00:00:00,CUST03389,13,expedited
ORD0001610,SH0003928,2024-06-04T00:00:00,CUST03825,98,expedited
ORD0001611,SH0003608,2025-10-03T00:00:00,CUST06532,63,standard
ORD0001612,SH0001230,2025-12-13T00:00:00,CUST01133,62,standard
ORD0001613,SH0000046,2025-11-01T00:00:00,CUST03566,89,freight
ORD0001614,SH0003694,2025-07-30T00:00:00,CUST01511,80,standard
ORD0001615,SH0003636,2025-06-02T00:00:00,CUST07850,38,standard
ORD0001616,SH0001315,2024-01-31T00:00:00,CUST01835,31,freight
ORD0001617,SH0000843,2024-06-11T00:00:00,CUST00375,98,standard
ORD0001618,SH0001115,2024-09-26T00:00:00,CUST09706,48,expedited
ORD0001619,SH0000113,2025-05-19T00:00:00,CUST01255,33,freight
ORD0001620,SH0001944,2025-02-04T00:00:00,CUST05651,8,freight
ORD0001621,SH0002031,2025-04-09T00:00:00,CUST05681,97,freight
ORD0001622,SH0000628,2025-01-01T00:00:00,CUST07524,20,standard
ORD0001623,SH0000308,2025-01-21T00:00:00,CUST03423,16,expedited
ORD0001624,SH0000106,2024-07-19T00:00:00,CUST08150,83,freight
ORD0001625,SH0002982,2024-03-19T00:00:00,CUST01520,84,freight
ORD0001626,SH0003048,2024-02-26T00:00:00,CUST05168,99,freight
ORD0001627,SH0003092,2025-03-26T00:00:00,CUST00507,25,freight
ORD0001628,SH0002506,2025-01-23T00:00:00,CUST03371,8,expedited
ORD0001629,SH0001634,2025-04-17T00:00:00,CUST00372,2,expedited
ORD0001630,SH0002432,2025-09-14T00:00:00,CUST04602,52,freight
ORD0001631,SH0003533,2025-02-10T00:00:00,CUST06507,88,freight
ORD0001632,SH0001005,2024-05-20T00:00:00,CUST04060,28,freight
ORD0001633,SH0001889,2024-03-01T00:00:00,CUST00479,64,standard
ORD0001634,SH0003040,2025-11-28T00:00:00,CUST05214,67,standard
ORD0001635,SH0003200,2024-01-28T00:00:00,CUST09502,64,standard
ORD0001636,SH0001123,2025-11-02T00:00:00,CUST00795,72,expedited
ORD0001637,SH0000810,2024-09-12T00:00:00,CUST02991,28,expedited
ORD0001638,SH0000882,2024-02-01T00:00:00,CUST06655,44,freight
ORD0001639,SH0003187,2025-05-17T00:00:00,CUST04803,37,freight
ORD0001640,SH0002218,2025-12-11T00:00:00,CUST08620,71,standard
ORD0001641,SH0002552,2025-10-28T00:00:00,CUST02803,32,expedited
ORD0001642,SH0001372,2025-09-06T00:00:00,CUST00085,74,expedited
ORD0001643,SH0000763,2024-05-25T00:00:00,CUST08595,42,freight
ORD0001644,SH0003434,2025-12-10T00:00:00,CUST02316,88,expedited
ORD0001645,SH0002254,2024-12-11T00:00:00,CUST04494,46,expedited
ORD0001646,SH0003564,2024-04-25T00:00:00,CUST03466,80,standard
ORD0001647,SH0003662,2025-08-12T00:00:00,CUST06894,4,standard
ORD0001648,SH0003765,2024-11-14T00:00:00,CUST08509,22,standard
ORD0001649,SH0001754,2025-05-22T00:00:00,CUST08890,72,standard
ORD0001650,SH0002243,2025-05-15T00:00:00,CUST03202,51,freight
ORD0001651,SH0003445,2025-10-12T00:00:00,CUST03154,19,standard
ORD0001652,SH0002178,2024-01-18T00:00:00,CUST00533,34,freight
ORD0001653,SH0000964,2025-02-25T00:00:00,CUST04183,57,expedited
ORD0001654,SH0002125,2024-11-14T00:00:00,CUST06771,54,expedited
ORD0001655,SH0002118,2025-03-17T00:00:00,CUST07857,92,expedited
ORD0001656,SH0000402,2025-02-06T00:00:00,CUST03782,63,standard
ORD0001657,SH0000533,2024-02-09T00:00:00,CUST06558,30,standard
ORD0001658,SH0001873,2024-12-06T00:00:00,CUST05655,22,freight
ORD0001659,SH0001811,2025-05-07T00:00:00,CUST06547,5,standard
ORD0001660,SH0001065,2025-01-01T00:00:00,CUST08411,39,standard
ORD0001661,SH0002100,2024-04-15T00:00:00,CUST01817,96,expedited
ORD0001662,SH0001036,2024-03-22T00:00:00,CUST06059,57,standard
ORD0001663,SH0002228,2024-04-25T00:00:00,CUST05105,92,standard
ORD0001664,SH0002879,2025-01-23T00:00:00,CUST01121,10,expedited
ORD0001665,SH0002207,2025-01-25T00:00:00,CUST01937,14,expedited
ORD0001666,SH0001583,2024-02-01T00:00:00,CUST03248,49,standard
ORD0001667,SH0000365,2025-06-12T00:00:00,CUST09954,22,expedited
ORD0001668,SH0003065,2024-01-23T00:00:00,CUST05453,44,expedited
ORD0001669,SH0002905,2025-10-07T00:00:00,CUST04417,49,expedited
ORD0001670,SH0003726,2024-09-21T00:00:00,CUST02874,95,expedited
ORD0001671,SH0002051,2024-09-09T00:00:00,CUST06222,65,expedited
ORD0001672,SH0003788,2024-08-25T00:00:00,CUST08189,58,standard
ORD0001673,SH0001093,2024-01-28T00:00:00,CUST03250,38,freight
ORD0001674,SH0001116,2025-10-09T00:00:00,CUST05157,36,expedited
ORD0001675,SH0003471,2025-08-03T00:00:00,CUST05802,87,expedited
ORD0001676,SH0003227,2025-03-10T00:00:00,CUST00469,2,standard
ORD0001677,SH0000028,2024-03-29T00:00:00,CUST01519,77,expedited
ORD0001678,SH0002635,2024-05-20T00:00:00,CUST02493,64,standard
ORD0001679,SH0003917,2024-08-13T00:00:00,CUST08563,49,freight
ORD0001680,SH0001931,2024-09-30T00:00:00,CUST02059,89,standard
ORD0001681,SH0002669,2025-03-31T00:00:00,CUST03402,50,freight
ORD0001682,SH0000949,2025-07-01T00:00:00,CUST06023,85,standard
ORD0001683,SH0003859,2025-08-17T00:00:00,CUST05322,87,freight
ORD0001684,SH0001847,2024-01-22T00:00:00,CUST09592,25,expedited
ORD0001685,SH0000120,2025-09-11T00:00:00,CUST09397,11,expedited
ORD0001686,SH0002797,2025-01-04T00:00:00,CUST00543,70,standard
ORD0001687,SH0000285,2024-07-12T00:00:00,CUST06747,89,expedited
ORD0001688,SH0003506,2024-01-20T00:00:00,CUST03941,36,freight
ORD0001689,SH0002573,2024-09-14T00:00:00,CUST09207,35,standard
ORD0001690,SH0003570,2025-04-30T00:00:00,CUST07592,5,standard
ORD0001691,SH0002830,2025-03-06T00:00:00,CUST02829,63,freight
ORD0001692,SH0001354,2025-11-07T00:00:00,CUST09443,43,freight
ORD0001693,SH0000508,2024-11-08T00:00:00,CUST02969,77,expedited
ORD0001694,SH0001044,2024-10-18T00:00:00,CUST06343,55,freight
ORD0001695,SH0001348,2024-10-27T00:00:00,CUST02264,11,freight
ORD0001696,SH0003078,2025-12-14T00:00:00,CUST07798,90,freight
ORD0001697,SH0003969,2024-12-28T00:00:00,CUST07129,17,expedited
ORD0001698,SH0001404,2024-06-21T00:00:00,CUST08200,1,standard
ORD0001699,SH0000459,2025-02-28T00:00:00,CUST01095,83,expedited
ORD0001700,SH0000838,2024-10-04T00:00:00,CUST05014,60,freight
ORD0001701,SH0002712,2024-10-18T00:00:00,CUST05225,75,standard
ORD0001702,SH0000959,2024-11-16T00:00:00,CUST01925,53,freight
ORD0001703,SH0000871,2025-07-18T00:00:00,CUST03734,21,expedited
ORD0001704,SH0001140,2025-06-10T00:00:00,CUST09929,63,freight
ORD0001705,SH0000373,2025-12-04T00:00:00,CUST00756,7,standard
ORD0001706,SH0001822,2024-01-14T00:00:00,CUST07620,72,standard
ORD0001707,SH0000513,2025-11-30T00:00:00,CUST04650,82,freight
ORD0001708,SH0001383,2025-04-04T00:00:00,CUST06636,10,freight
ORD0001709,SH0003024,2024-09-02T00:00:00,CUST00670,35,freight
ORD0001710,SH0001235,2025-07-26T00:00:00,CUST04617,12,freight
ORD0001711,SH0003772,2024-10-22T00:00:00,CUST02846,81,freight
ORD0001712,SH0003649,2025-10-14T00:00:00,CUST04017,41,freight
ORD0001713,SH0001436,2024-06-02T00:00:00,CUST08877,26,freight
ORD0001714,SH0000873,2025-05-09T00:00:00,CUST02768,87,freight
ORD0001715,SH0003316,2025-04-28T00:00:00,CUST05885,52,freight
ORD0001716,SH0002014,2025-08-10T00:00:00,CUST09089,16,freight
ORD0001717,SH0000852,2024-02-19T00:00:00,CUST02269,54,expedited
ORD0001718,SH0001549,2024-10-07T00:00:00,CUST07476,92,expedited
ORD0001719,SH0000392,2024-03-25T00:00:00,CUST05597,67,freight
ORD0001720,SH0000532,2024-03-07T00:00:00,CUST08596,60,standard
ORD0001721,SH0002765,2025-06-18T00:00:00,CUST09740,36,standard
ORD0001722,SH0003818,2024-01-03T00:00:00,CUST07989,94,freight
ORD0001723,SH0000494,2024-04-28T00:00:00,CUST06824,16,standard
ORD0001724,SH0001231,2025-02-14T00:00:00,CUST04223,33,expedited
ORD0001725,SH0002918,2025-10-27T00:00:00,CUST01338,14,freight
ORD0001726,SH0003507,2025-05-31T00:00:00,CUST03950,8,freight
ORD0001727,SH0001873,2025-01-06T00:00:00,CUST04971,23,freight
ORD0001728,SH0003143,2024-11-05T00:00:00,CUST08019,28,freight
ORD0001729,SH0003331,2025-11-17T00:00:00,CUST08457,70,freight
ORD0001730,SH0003135,2024-12-10T00:00:00,CUST03026,31,expedited
ORD0001731,SH0002955,2025-11-16T00:00:00,CUST07911,38,freight
ORD0001732,SH0002763,2025-05-22T00:00:00,CUST07511,1,standard
ORD0001733,SH0001920,2025-07-27T00:00:00,CUST09183,16,freight
ORD0001734,SH0000602,2024-12-14T00:00:00,CUST03969,23,expedited
ORD0001735,SH0003815,2024-04-07T00:00:00,CUST02569,12,freight
ORD0001736,SH0002978,2025-07-22T00:00:00,CUST00504,71,standard
ORD0001737,SH0003092,2024-06-18T00:00:00,CUST06654,62,freight
ORD0001738,SH0003979,2025-08-22T00:00:00,CUST00989,79,expedited
ORD0001739,SH0002727,2025-02-19T00:00:00,CUST06749,94,standard
ORD0001740,SH0000607,2025-07-08T00:00:00,CUST07051,47,freight
ORD0001741,SH0003455,2024-07-27T00:00:00,CUST08999,28,freight
ORD0001742,SH0002648,2025-01-04T00:00:00,CUST07526,9,expedited
ORD0001743,SH0001259,2025-02-16T00:00:00,CUST08677,18,standard
ORD0001744,SH0003147,2024-01-02T00:00:00,CUST00227,25,freight
ORD0001745,SH0003051,2025-04-28T00:00:00,CUST00157,97,freight
ORD0001746,SH0002431,2024-01-22T00:00:00,CUST07323,6,standard
ORD0001747,SH0001996,2025-06-16T00:00:00,CUST00995,68,freight
ORD0001748,SH0002097,2025-03-02T00:00:00,CUST07121,97,freight
ORD0001749,SH0000920,2024-06-17T00:00:00,CUST00599,64,freight
ORD0001750,SH0000143,2025-08-07T00:00:00,CUST08435,31,expedited
ORD0001751,SH0002066,2024-10-04T00:00:00,CUST09729,20,freight
ORD0001752,SH0002847,2025-12-09T00:00:00,CUST07130,63,freight
ORD0001753,SH0001247,2025-07-07T00:00:00,CUST07213,53,freight
ORD0001754,SH0000720,2025-09-22T00:00:00,CUST06714,45,standard
ORD0001755,SH0003491,2025-05-01T00:00:00,CUST04692,87,expedited
ORD0001756,SH0003326,2024-12-14T00:00:00,CUST06471,41,expedited
ORD0001757,SH0000545,2025-03-13T00:00:00,CUST07715,51,expedited
ORD0001758,SH0002772,2024-10-09T00:00:00,CUST01471,99,freight
ORD0001759,SH0002088,2024-06-13T00:00:00,CUST08227,14,expedited
ORD0001760,SH0002400,2024-10-04T00:00:00,CUST08165,62,freight
ORD0001761,SH0001433,2024-01-04T00:00:00,CUST00661,25,expedited
ORD0001762,SH0001367,2024-05-15T00:00:00,CUST02443,8,standard
ORD0001763,SH0001791,2024-07-02T00:00:00,CUST06507,79,standard
ORD0001764,SH0000238,2024-08-09T00:00:00,CUST02048,96,expedited
ORD0001765,SH0002716,2024-09-18T00:00:00,CUST05657,22,expedited
ORD0001766,SH0003901,2025-03-29T00:00:00,CUST03648,31,standard
ORD0001767,SH0002505,2024-02-03T00:00:00,CUST07560,97,expedited
ORD0001768,SH0003176,2024-02-10T00:00:00,CUST06243,30,expedited
ORD0001769,SH0000354,2025-03-19T00:00:00,CUST08436,44,standard
ORD0001770,SH0002651,2024-06-01T00:00:00,CUST04452,60,expedited
ORD0001771,SH0003050,2025-05-05T00:00:00,CUST06030,16,standard
ORD0001772,SH0001403,2025-07-25T00:00:00,CUST03278,62,freight
ORD0001773,SH0002354,2025-08-30T00:00:00,CUST00405,8,freight
ORD0001774,SH0003270,2025-01-01T00:00:00,CUST03439,52,freight
ORD0001775,SH0003785,2025-02-21T00:00:00,CUST09838,27,standard
ORD0001776,SH0000557,2025-05-19T00:00:00,CUST07118,30,standard
ORD0001777,SH0001056,2024-05-12T00:00:00,CUST02448,69,expedited
ORD0001778,SH0002855,2025-02-13T00:00:00,CUST02610,99,freight
ORD0001779,SH0000945,2025-04-21T00:00:00,CUST02290,29,expedited
ORD0001780,SH0002761,2024-06-29T00:00:00,CUST03051,44,freight
ORD0001781,SH0000851,2024-04-14T00:00:00,CUST00579,30,standard
ORD0001782,SH0002938,2025-04-27T00:00:00,CUST00871,1,freight
ORD0001783,SH0002838,2025-08-21T00:00:00,CUST05114,19,freight
ORD0001784,SH0000850,2024-09-14T00:00:00,CUST00557,27,freight
ORD0001785,SH0001825,2024-01-12T00:00:00,CUST04376,26,standard
ORD0001786,SH0000955,2024-07-20T00:00:00,CUST02028,81,freight
ORD0001787,SH0002201,2025-06-10T00:00:00,CUST03449,69,expedited
ORD0001788,SH0001503,2025-02-12T00:00:00,CUST01351,17,expedited
ORD0001789,SH0002644,2025-05-13T00:00:00,CUST08969,81,standard
ORD0001790,SH0001103,2025-04-20T00:00:00,CUST03590,57,standard
ORD0001791,SH0002426,2025-06-20T00:00:00,CUST06089,97,freight
ORD0001792,SH0002775,2024-04-26T00:00:00,CUST07823,54,freight
ORD0001793,SH0002698,2025-01-29T00:00:00,CUST08853,3,freight
ORD0001794,SH0002571,2025-01-30T00:00:00,CUST04846,48,freight
ORD0001795,SH0001460,2024-11-10T00:00:00,CUST04955,94,freight
ORD0001796,SH0000590,2024-04-08T00:00:00,CUST06023,63,freight
ORD0001797,SH0002853,2025-07-06T00:00:00,CUST03644,60,freight
ORD0001798,SH0002739,2024-06-10T00:00:00,CUST07128,38,standard
ORD0001799,SH0001323,2024-07-30T00:00:00,CUST02383,81,expedited
ORD0001800,SH0000811,2025-10-25T00:00:00,CUST09871,55,freight
ORD0001801,SH0002168,2025-01-06T00:00:00,CUST03345,34,freight
ORD0001802,SH0003938,2024-05-15T00:00:00,CUST08620,72,standard
ORD0001803,SH0002603,2025-08-08T00:00:00,CUST00622,29,freight
ORD0001804,SH0001871,2025-09-20T00:00:00,CUST09948,60,freight
ORD0001805,SH0002753,2025-06-14T00:00:00,CUST03566,87,standard
ORD0001806,SH0000328,2025-12-11T00:00:00,CUST06099,3,standard
ORD0001807,SH0000675,2024-04-06T00:00:00,CUST09729,66,expedited
ORD0001808,SH0003102,2025-08-18T00:00:00,CUST06891,45,expedited
ORD0001809,SH0003192,2024-03-23T00:00:00,CUST00489,17,expedited
ORD0001810,SH0000047,2025-02-09T00:00:00,CUST07141,56,freight
ORD0001811,SH0002659,2025-06-20T00:00:00,CUST06632,82,freight
ORD0001812,SH0003143,2024-02-07T00:00:00,CUST06607,83,expedited
ORD0001813,SH0000914,2024-10-31T00:00:00,CUST08097,54,expedited
ORD0001814,SH0000383,2024-10-31T00:00:00,CUST09310,74,freight
ORD0001815,SH0002178,2025-03-14T00:00:00,CUST04040,19,freight
ORD0001816,SH0002390,2025-01-01T00:00:00,CUST01458,94,standard
ORD0001817,SH0000946,2025-06-24T00:00:00,CUST05487,24,expedited
ORD0001818,SH0000600,2025-04-25T00:00:00,CUST06244,22,standard
ORD0001819,SH0000422,2024-11-29T00:00:00,CUST05774,73,expedited
ORD0001820,SH0000991,2025-11-24T00:00:00,CUST07237,38,standard
ORD0001821,SH0002346,2025-11-23T00:00:00,CUST06793,30,freight
ORD0001822,SH0002472,2024-09-20T00:00:00,CUST05518,77,expedited
ORD0001823,SH0000029,2024-07-24T00:00:00,CUST09114,73,expedited
ORD0001824,SH0001312,2024-10-19T00:00:00,CUST06795,47,expedited
ORD0001825,SH0003189,2025-11-09T00:00:00,CUST06029,26,standard
ORD0001826,SH0001924,2024-02-29T00:00:00,CUST08413,63,standard
ORD0001827,SH0000128,2024-02-24T00:00:00,CUST02451,95,standard
ORD0001828,SH0000064,2025-11-09T00:00:00,CUST02399,95,expedited
ORD0001829,SH0003850,2024-07-27T00:00:00,CUST06228,86,expedited
ORD0001830,SH0000907,2025-11-30T00:00:00,CUST02748,45,freight
ORD0001831,SH0001599,2025-11-03T00:00:00,CUST07556,27,freight
ORD0001832,SH0002885,2024-07-09T00:00:00,CUST02785,94,standard
ORD0001833,SH0001167,2025-06-01T00:00:00,CUST07405,35,freight
ORD0001834,SH0000875,2025-09-04T00:00:00,CUST01070,55,freight
ORD0001835,SH0001603,2024-01-06T00:00:00,CUST01573,75,standard
ORD0001836,SH0000136,2025-09-09T00:00:00,CUST00170,39,freight
ORD0001837,SH0002127,2025-03-17T00:00:00,CUST06493,93,freight
ORD0001838,SH0000093,2025-03-28T00:00:00,CUST03405,96,standard
ORD0001839,SH0001693,2024-11-12T00:00:00,CUST04984,97,expedited
ORD0001840,SH0003168,2025-07-25T00:00:00,CUST09355,81,freight
ORD0001841,SH0000809,2025-11-11T00:00:00,CUST07684,66,expedited
ORD0001842,SH0002515,2025-01-06T00:00:00,CUST04577,12,expedited
ORD0001843,SH0001764,2024-02-29T00:00:00,CUST00380,77,standard
ORD0001844,SH0002030,2024-04-09T00:00:00,CUST06796,38,freight
ORD0001845,SH0002690,2025-11-08T00:00:00,CUST05992,82,freight
ORD0001846,SH0000440,2024-01-15T00:00:00,CUST04678,45,expedited
ORD0001847,SH0003336,2024-09-09T00:00:00,CUST04454,54,expedited
ORD0001848,SH0003937,2025-08-11T00:00:00,CUST04917,33,expedited
ORD0001849,SH0003247,2024-08-06T00:00:00,CUST03830,70,expedited
ORD0001850,SH0003146,2025-07-16T00:00:00,CUST00933,96,freight
ORD0001851,SH0001333,2024-05-13T00:00:00,CUST08211,74,standard
ORD0001852,SH0002700,2024-12-05T00:00:00,CUST06373,56,expedited
ORD0001853,SH0003761,2024-03-30T00:00:00,CUST09062,25,expedited
ORD0001854,SH0002221,2024-11-06T00:00:00,CUST07362,57,standard
ORD0001855,SH0002430,2025-06-25T00:00:00,CUST08843,65,standard
ORD0001856,SH0001822,2024-10-07T00:00:00,CUST04022,34,expedited
ORD0001857,SH0000177,2025-09-12T00:00:00,CUST06607,66,expedited
ORD0001858,SH0002535,2024-08-07T00:00:00,CUST08247,6,expedited
ORD0001859,SH0000646,2024-11-27T00:00:00,CUST00946,20,standard
ORD0001860,SH0000184,2025-06-07T00:00:00,CUST09349,83,freight
ORD0001861,SH0003394,2025-11-20T00:00:00,CUST06388,36,expedited
ORD0001862,SH0003285,2025-09-14T00:00:00,CUST02709,34,standard
ORD0001863,SH0001221,2024-08-25T00:00:00,CUST05870,33,freight
ORD0001864,SH0001661,2025-09-01T00:00:00,CUST05406,23,standard
ORD0001865,SH0000764,2024-04-14T00:00:00,CUST05827,50,standard
ORD0001866,SH0003369,2024-08-28T00:00:00,CUST08264,58,standard
ORD0001867,SH0000020,2025-06-17T00:00:00,CUST08944,6,standard
ORD0001868,SH0001352,2024-11-13T00:00:00,CUST06874,80,expedited
ORD0001869,SH0001563,2025-03-13T00:00:00,CUST00011,39,freight
ORD0001870,SH0003286,2024-03-01T00:00:00,CUST03472,62,expedited
ORD0001871,SH0001063,2025-03-27T00:00:00,CUST04525,59,expedited
ORD0001872,SH0003009,2025-08-19T00:00:00,CUST02007,85,freight
ORD0001873,SH0003609,2024-03-24T00:00:00,CUST06980,11,standard
ORD0001874,SH0000726,2024-04-28T00:00:00,CUST05538,6,standard
ORD0001875,SH0002977,2025-08-11T00:00:00,CUST06636,90,expedited
ORD0001876,SH0001438,2025-07-18T00:00:00,CUST06697,91,freight
ORD0001877,SH0002912,2025-12-19T00:00:00,CUST01149,82,freight
ORD0001878,SH0003698,2025-10-16T00:00:00,CUST00727,6,expedited
ORD0001879,SH0000502,2024-11-17T00:00:00,CUST08538,78,standard
ORD0001880,SH0000880,2024-08-09T00:00:00,CUST06108,17,freight
ORD0001881,SH0001703,2025-11-08T00:00:00,CUST06571,1,standard
ORD0001882,SH0003337,2024-08-16T00:00:00,CUST08447,41,expedited
ORD0001883,SH0003068,2024-01-01T00:00:00,CUST00424,22,freight
ORD0001884,SH0001387,2025-05-08T00:00:00,CUST03162,67,standard
ORD0001885,SH0000433,2024-02-01T00:00:00,CUST01123,24,expedited
ORD0001886,SH0003320,2024-12-28T00:00:00,CUST07629,13,freight
ORD0001887,SH0000379,2025-01-18T00:00:00,CUST09157,8,expedited
ORD0001888,SH0003062,2025-10-31T00:00:00,CUST01484,77,expedited
ORD0001889,SH0002488,2025-08-04T00:00:00,CUST09476,15,standard
ORD0001890,SH0003741,2025-02-14T00:00:00,CUST06122,5,expedited
ORD0001891,SH0001376,2024-05-03T00:00:00,CUST09430,13,freight
ORD0001892,SH0003329,2025-08-30T00:00:00,CUST03647,74,expedited
ORD0001893,SH0002180,2025-03-24T00:00:00,CUST01335,65,expedited
ORD0001894,SH0003256,2025-11-07T00:00:00,CUST08068,10,expedited
ORD0001895,SH0000031,2025-07-03T00:00:00,CUST00187,83,expedited
