shipment_id,product_id,warehouse_id,shipped_at,delivered_at,status,quantity,carrier
SH0002211,PR00161,WH015,2024-07-22T00:00:00,2024-07-24T00:00:00,delivered,1206,Maersk
SH0002212,PR00302,WH004,2025-10-26T00:00:00,2025-11-01T00:00:00,delivered,1166,FedEx
SH0002213,PR00116,WH014,2024-09-15T00:00:00,2024-09-24T00:00:00,delivered,3811,DHL
SH0002214,PR00104,WH014,2024-05-13T00:00:00,2024-05-21T00:00:00,delayed,2011,UPS
SH0002215,PR00327,WH003,2024-10-29T00:00:00,2024-11-29T00:00:00,delivered,3811,Maersk
SH0002216,PR00334,WH013,2024-03-20T00:00:00,2024-03-31T00:00:00,delivered,4199,USPS
SH0002217,PR00244,WH001,2025-05-05T00:00:00,2025-05-08T00:00:00,delivered,1585,DHL
SH0002218,PR00259,WH005,2024-01-12T00:00:00,2024-01-15T00:00:00,delivered,4601,DHL
SH0002219,PR00030,WH000,2025-06-05T00:00:00,2025-06-10T00:00:00,delivered,3042,FedEx
SH0002220,PR00229,WH012,2024-12-08T00:00:00,2024-12-19T00:00:00,delivered,2676,DHL
SH0002221,PR00188,WH001,2025-06-13T00:00:00,2025-06-24T00:00:00,delivered,3592,Maersk
SH0002222,PR00221,WH016,2024-02-07T00:00:00,2024-02-19T00:00:00,delivered,4640,USPS
SH0002223,PR00034,WH004,2025-01-21T00:00:00,2025-01-28T00:00:00,delivered,3604,DHL
SH0002224,PR00073,WH004,2024-07-20T00:00:00,2024-07-23T00:00:00,delivered,2260,Maersk
SH0002225,PR00112,WH001,2024-02-15T00:00:00,2024-02-21T00:00:00,delivered,1090,UPS
SH0002226,PR00214,WH018,2024-07-17T00:00:00,2024-07-25T00:00:00,delivered,1243,Maersk
SH0002227,PR00280,WH018,2024-09-18T00:00:00,2024-09-23T00:00:00,delivered,543,UPS
SH0002228,PR00019,WH008,2025-05-09T00:00:00,2025-05-12T00:00:00,delivered,1357,Maersk
SH0002229,PR00058,WH002,2025-11-16T00:00:00,2025-11-25T00:00:00,in_transit,2808,USPS
SH0002230,PR00372,WH011,2025-04-25T00:00:00,2025-05-01T00:00:00,delivered,4489,DHL
SH0002231,PR00323,WH010,2025-06-23T00:00:00,2025-06-27T00:00:00,delivered,4832,USPS
SH0002232,PR00349,WH008,2025-08-31T00:00:00,2025-09-05T00:00:00,delivered,183,Maersk
SH0002233,PR00247,WH008,2024-12-02T00:00:00,2025-01-21T00:00:00,delivered,4087,Maersk
SH0002234,PR00026,WH018,2024-11-03T00:00:00,2024-11-09T00:00:00,delivered,1213,USPS
SH0002235,PR00114,WH007,2024-09-11T00:00:00,2024-09-20T00:00:00,delayed,808,USPS
SH0002236,PR00258,WH011,2025-02-26T00:00:00,2025-03-06T00:00:00,delivered,2714,DHL
SH0002237,PR00041,WH007,2024-06-15T00:00:00,2024-06-26T00:00:00,delivered,544,DHL
SH0002238,PR00029,WH013,2025-02-19T00:00:00,2025-02-27T00:00:00,delivered,3877,FedEx
SH0002239,PR00170,WH011,2024-05-01T00:00:00,2024-05-07T00:00:00,delivered,4030,Maersk
SH0002240,PR00301,WH006,2025-02-19T00:00:00,2025-02-27T00:00:00,in_transit,2347,UPS
SH0002241,PR00312,WH005,2024-12-10T00:00:00,2024-12-14T00:00:00,delivered,4862,Maersk
SH0002242,PR00042,WH003,2024-03-25T00:00:00,2024-03-28T00:00:00,delivered,70,UPS
SH0002243,PR00276,WH013,2025-05-19T00:00:00,2025-05-22T00:00:00,delayed,1245,FedEx
SH0002244,PR00001,WH015,2024-06-30T00:00:00,2024-07-02T00:00:00,delivered,3005,DHL
SH0002245,PR00341,WH018,2024-03-30T00:00:00,2024-04-01T00:00:00,delivered,2538,DHL
SH0002246,PR00051,WH001,2025-08-19T00:00:00,2025-08-22T00:00:00,delayed,2,UPS
SH0002247,PR00087,WH012,2025-05-17T00:00:00,2025-05-20T00:00:00,delivered,2388,USPS
SH0002248,PR00269,WH002,2025-09-19T00:00:00,2025-09-25T00:00:00,delivered,3788,USPS
SH0002249,PR00133,WH005,2025-10-20T00:00:00,2025-10-30T00:00:00,delivered,4969,UPS
SH0002250,PR00352,WH009,2024-02-02T00:00:00,2024-02-10T00:00:00,in_transit,1334,Maersk
SH0002251,PR00231,WH011,2025-06-05T00:00:00,2025-07-04T00:00:00,delivered,3286,Maersk
SH0002252,PR00120,WH009,2025-11-13T00:00:00,2025-11-20T00:00:00,delivered,3779,UPS
SH0002253,PR00360,WH004,2024-02-07T00:00:00,2024-02-10T00:00:00,delivered,965,UPS
SH0002254,PR00055,WH014,2024-05-09T00:00:00,2024-05-13T00:00:00,delivered,2315,DHL
SH0002255,PR00352,WH010,2025-08-16T00:00:00,2025-08-21T00:00:00,delivered,3567,Maersk
SH0002256,PR00062,WH017,2025-08-24T00:00:00,2025-09-22T00:00:00,delayed,1719,Maersk
SH0002257,PR00335,WH001,2025-01-07T00:00:00,2025-01-11T00:00:00,delivered,2827,FedEx
SH0002258,PR00025,WH001,2024-09-15T00:00:00,2024-09-23T00:00:00,delivered,4077,Maersk
SH0002259,PR00337,WH012,2024-11-27T00:00:00,2024-12-06T00:00:00,delivered,2679,Maersk
SH0002260,PR00337,WH010,2025-08-03T00:00:00,2025-08-07T00:00:00,delivered,1345,DHL
SH0002261,PR00212,WH002,2025-05-13T00:00:00,2025-05-20T00:00:00,delivered,1150,UPS
SH0002262,PR00262,WH019,2025-05-22T00:00:00,2025-05-28T00:00:00,delayed,1479,Maersk
SH0002263,PR00019,WH000,2025-10-08T00:00:00,2025-10-15T00:00:00,delivered,3056,DHL
SH0002264,PR00001,WH003,2025-05-09T00:00:00,2025-05-19T00:00:00,delivered,1211,DHL
SH0002265,PR00348,WH016,2024-10-07T00:00:00,2024-10-17T00:00:00,delivered,4332,USPS
SH0002266,PR00313,WH019,2024-07-20T00:00:00,2024-07-28T00:00:00,delivered,323,Maersk
SH0002267,PR00368,WH018,2025-07-14T00:00:00,2025-07-20T00:00:00,delivered,3740,FedEx
SH0002268,PR00145,WH010,2024-01-19T00:00:00,2024-01-27T00:00:00,delivered,515,Maersk
SH0002269,PR00213,WH014,2025-09-15T00:00:00,2025-09-26T00:00:00,delivered,2582,USPS
SH0002270,PR00114,WH014,2024-09-28T00:00:00,2024-10-04T00:00:00,in_transit,318,UPS
SH0002271,PR00342,WH018,2024-09-17T00:00:00,2024-09-25T00:00:00,delivered,4348,UPS
SH0002272,PR00020,WH007,2025-04-05T00:00:00,2025-04-10T00:00:00,delivered,3523,FedEx
SH0002273,PR00038,WH008,2025-07-02T00:00:00,2025-07-12T00:00:00,delayed,134,USPS
SH0002274,PR00375,WH009,2025-09-06T00:00:00,2025-09-18T00:00:00,delivered,4753,UPS
SH0002275,PR00273,WH017,2024-10-21T00:00:00,2024-10-24T00:00:00,in_transit,3187,USPS
SH0002276,PR00371,WH010,2024-06-30T00:00:00,2024-07-10T00:00:00,delivered,117,Maersk
SH0002277,PR00040,WH010,2025-10-24T00:00:00,2025-10-29T00:00:00,delayed,170,FedEx
SH0002278,PR00066,WH008,2024-06-22T00:00:00,2024-07-04T00:00:00,delivered,2107,Maersk
SH0002279,PR00082,WH013,2024-07-27T00:00:00,2024-07-31T00:00:00,delivered,2366,DHL
SH0002280,PR00277,WH017,2025-10-16T00:00:00,2025-10-19T00:00:00,delivered,1275,FedEx
SH0002281,PR00001,WH007,2024-03-08T00:00:00,2024-03-14T00:00:00,delayed,929,Maersk
SH0002282,PR00172,WH003,2025-05-27T00:00:00,2025-06-06T00:00:00,delivered,1001,Maersk
SH0002283,PR00342,WH019,2024-10-11T00:00:00,2024-10-14T00:00:00,delivered,754,DHL
SH0002284,PR00090,WH012,2024-07-12T00:00:00,2024-07-22T00:00:00,delayed,150,USPS
SH0002285,PR00392,WH002,2024-03-05T00:00:00,2024-03-30T00:00:00,delivered,1314,USPS
SH0002286,PR00353,WH017,2024-07-17T00:00:00,2024-07-26T00:00:00,lost,2879,FedEx
SH0002287,PR00174,WH012,2025-03-18T00:00:00,2025-03-21T00:00:00,in_transit,3297,UPS
SH0002288,PR00085,WH006,2025-09-27T00:00:00,2025-10-09T00:00:00,delivered,4804,FedEx
SH0002289,PR00381,WH007,2025-11-03T00:00:00,2025-11-12T00:00:00,delivered,3751,Maersk
SH0002290,PR00164,WH011,2024-07-22T00:00:00,2024-07-24T00:00:00,delivered,1541,FedEx
SH0002291,PR00292,WH011,2024-01-18T00:00:00,2024-01-30T00:00:00,delayed,2775,Maersk
SH0002292,PR00383,WH000,2024-11-18T00:00:00,2024-11-27T00:00:00,delivered,787,USPS
SH0002293,PR00266,WH017,2024-04-29T00:00:00,2024-05-10T00:00:00,delivered,4050,USPS
SH0002294,PR00282,WH010,2024-05-02T00:00:00,2024-05-13T00:00:00,in_transit,2598,UPS
SH0002295,PR00159,WH017,2025-03-11T00:00:00,2025-03-17T00:00:00,delivered,874,FedEx
SH0002296,PR00153,WH004,2025-12-13T00:00:00,2025-12-19T00:00:00,in_transit,1254,DHL
SH0002297,PR00174,WH013,2024-03-17T00:00:00,2024-03-27T00:00:00,delivered,4082,DHL
SH0002298,PR00378,WH009,2025-02-20T00:00:00,2025-02-22T00:00:00,delivered,2336,DHL
SH0002299,PR00094,WH002,2024-05-20T00:00:00,2024-05-30T00:00:00,delivered,821,DHL
SH0002300,PR00058,WH003,2024-09-27T00:00:00,2024-10-04T00:00:00,delivered,1014,UPS
SH0002301,PR00295,WH006,2025-08-19T00:00:00,2025-08-22T00:00:00,delivered,2266,DHL
SH0002302,PR00389,WH017,2025-07-08T00:00:00,2025-07-11T00:00:00,in_transit,4497,USPS
SH0002303,PR00353,WH017,2024-10-31T00:00:00,2024-11-10T00:00:00,delivered,823,Maersk
SH0002304,PR00385,WH001,2024-11-15T00:00:00,2024-11-23T00:00:00,delivered,2731,DHL
SH0002305,PR00379,WH001,2024-05-20T00:00:00,2024-05-23T00:00:00,delivered,4820,FedEx
SH0002306,PR00054,WH015,2024-02-13T00:00:00,2024-02-22T00:00:00,in_transit,3326,USPS
SH0002307,PR00054,WH008,2024-06-11T00:00:00,2024-06-22T00:00:00,delayed,2029,FedEx
SH0002308,PR00171,WH005,2024-07-08T00:00:00,2024-07-20T00:00:00,delayed,851,FedEx
SH0002309,PR00240,WH006,2024-05-09T00:00:00,2024-05-13T00:00:00,delivered,4176,UPS
SH0002310,PR00208,WH000,2025-11-28T00:00:00,2025-12-08T00:00:00,in_transit,4725,UPS
SH0002311,PR00252,WH017,2024-08-31T00:00:00,2024-09-02T00:00:00,delivered,3183,UPS
SH0002312,PR00270,WH009,2024-12-18T00:00:00,2025-01-11T00:00:00,delivered,4840,Maersk
SH0002313,PR00296,WH009,2024-10-02T00:00:00,2024-10-07T00:00:00,delivered,1022,Maersk
SH0002314,PR00130,WH019,2025-05-24T00:00:00,2025-05-26T00:00:00,delayed,3323,USPS
SH0002315,PR00097,WH008,2025-12-08T00:00:00,2025-12-12T00:00:00,delivered,4754,FedEx
SH0002316,PR00343,WH007,2024-05-15T00:00:00,2024-05-17T00:00:00,delivered,2048,FedEx
SH0002317,PR00374,WH002,2025-12-01T00:00:00,2025-12-09T00:00:00,delivered,1787,DHL
SH0002318,PR00057,WH018,2024-01-03T00:00:00,2024-02-12T00:00:00,delivered,908,FedEx
SH0002319,PR00211,WH003,2024-12-15T00:00:00,2024-12-20T00:00:00,delivered,1205,FedEx
SH0002320,PR00188,WH010,2025-02-24T00:00:00,2025-03-04T00:00:00,delivered,2254,Maersk
SH0002321,PR00339,WH006,2025-10-12T00:00:00,2025-11-05T00:00:00,delivered,2894,UPS
SH0002322,PR00340,WH007,2025-05-16T00:00:00,2025-05-25T00:00:00,delayed,3584,FedEx
SH0002323,PR00129,WH000,2025-03-19T00:00:00,2025-03-28T00:00:00,delivered,489,Maersk
SH0002324,PR00268,WH009,2024-07-27T00:00:00,2024-08-04T00:00:00,delivered,2353,UPS
SH0002325,PR00145,WH008,2024-06-30T00:00:00,2024-07-08T00:00:00,delivered,3877,USPS
SH0002326,PR00033,WH018,2025-04-10T00:00:00,2025-04-17T00:00:00,delivered,1838,Maersk
SH0002327,PR00102,WH008,2025-05-03T00:00:00,2025-05-11T00:00:00,delivered,3936,UPS
SH0002328,PR00224,WH004,2024-01-18T00:00:00,2024-01-23T00:00:00,delivered,3151,UPS
SH0002329,PR00282,WH016,2025-10-19T00:00:00,2025-10-23T00:00:00,delivered,3038,USPS
SH0002330,PR00130,WH003,2024-10-05T00:00:00,2024-10-17T00:00:00,delivered,2542,Maersk
SH0002331,PR00010,WH002,2025-08-03T00:00:00,2025-08-06T00:00:00,delivered,2317,DHL
SH0002332,PR00125,WH017,2025-09-20T00:00:00,2025-10-01T00:00:00,delivered,4342,UPS
SH0002333,PR00321,WH015,2025-06-25T00:00:00,2025-06-27T00:00:00,delivered,161,DHL
SH0002334,PR00393,WH017,2025-03-05T00:00:00,2025-03-16T00:00:00,delivered,3941,UPS
SH0002335,PR00095,WH003,2024-11-09T00:00:00,2024-11-17T00:00:00,delivered,2228,USPS
SH0002336,PR00102,WH012,2025-11-16T00:00:00,2025-11-27T00:00:00,delivered,2924,FedEx
SH0002337,PR00194,WH015,2025-10-01T00:00:00,2025-10-06T00:00:00,in_transit,2661,FedEx
SH0002338,PR00172,WH011,2025-04-27T00:00:00,2025-05-02T00:00:00,delivered,4040,UPS
SH0002339,PR00220,WH017,2024-01-17T00:00:00,2024-01-20T00:00:00,delivered,1123,UPS
SH0002340,PR00210,WH001,2024-07-28T00:00:00,2024-08-06T00:00:00,delivered,595,FedEx
SH0002341,PR00348,WH017,2025-03-27T00:00:00,2025-03-31T00:00:00,delivered,1758,UPS
SH0002342,PR00189,WH003,2024-02-07T00:00:00,2024-02-13T00:00:00,delivered,4813,Maersk
SH0002343,PR00061,WH008,2025-10-20T00:00:00,2025-10-31T00:00:00,in_transit,1713,FedEx
SH0002344,PR00174,WH007,2025-09-18T00:00:00,2025-09-21T00:00:00,delivered,2051,USPS
SH0002345,PR00274,WH007,2024-02-15T00:00:00,2024-02-24T00:00:00,delivered,4433,UPS
SH0002346,PR00336,WH000,2025-05-16T00:00:00,2025-05-21T00:00:00,delivered,2710,FedEx
SH0002347,PR00045,WH016,2025-08-19T00:00:00,2025-08-24T00:00:00,delayed,2275,FedEx
SH0002348,PR00218,WH011,2024-12-31T00:00:00,2025-01-09T00:00:00,delivered,1346,FedEx
SH0002349,PR00378,WH003,2025-10-04T00:00:00,2025-10-15T00:00:00,delivered,2255,UPS
SH0002350,PR00088,WH005,2024-08-27T00:00:00,2024-08-29T00:00:00,delivered,1605,UPS
SH0002351,PR00101,WH004,2024-10-29T00:00:00,2024-12-02T00:00:00,delivered,3683,UPS
SH0002352,PR00316,WH004,2024-02-02T00:00:00,2024-02-05T00:00:00,delivered,1673,DHL
SH0002353,PR00321,WH009,2025-12-04T00:00:00,2025-12-12T00:00:00,delivered,519,UPS
SH0002354,PR00242,WH012,2024-01-08T00:00:00,2024-01-12T00:00:00,delivered,4367,UPS
SH0002355,PR00350,WH013,2024-04-21T00:00:00,2024-04-24T00:00:00,delivered,1735,FedEx
SH0002356,PR00078,WH013,2024-04-21T00:00:00,2024-04-29T00:00:00,delivered,1362,DHL
SH0002357,PR00365,WH016,2025-07-22T00:00:00,2025-08-03T00:00:00,delivered,4848,USPS
SH0002358,PR00168,WH014,2024-06-10T00:00:00,2024-06-21T00:00:00,delivered,4648,UPS
SH0002359,PR00229,WH013,2024-06-25T00:00:00,2024-07-06T00:00:00,in_transit,3647,DHL
SH0002360,PR00161,WH008,2025-09-12T00:00:00,2025-09-17T00:00:00,delayed,165,UPS
SH0002361,PR00207,WH009,2025-01-19T00:00:00,2025-01-29T00:00:00,delivered,746,USPS
SH0002362,PR00059,WH004,2024-02-25T00:00:00,2024-03-01T00:00:00,delivered,4371,FedEx
SH0002363,PR00286,WH015,2025-02-08T00:00:00,2025-03-29T00:00:00,delivered,1108,FedEx
SH0002364,PR00265,WH005,2025-07-05T00:00:00,2025-07-10T00:00:00,delivered,1971,FedEx
SH0002365,PR00260,WH019,2025-07-10T00:00:00,2025-07-13T00:00:00,delivered,4525,FedEx
SH0002366,PR00173,WH016,2025-07-04T00:00:00,2025-07-07T00:00:00,delivered,2721,USPS
SH0002367,PR00069,WH005,2024-02-15T00:00:00,2024-02-23T00:00:00,delivered,1682,UPS
SH0002368,PR00112,WH002,2025-06-14T00:00:00,2025-06-18T00:00:00,delivered,586,Maersk
SH0002369,PR00369,WH017,2024-03-23T00:00:00,2024-03-30T00:00:00,delivered,2264,DHL
SH0002370,PR00015,WH001,2024-01-12T00:00:00,2024-01-14T00:00:00,delivered,199,FedEx
SH0002371,PR00042,WH010,2024-06-17T00:00:00,2024-06-29T00:00:00,delivered,677,UPS
SH0002372,PR00246,WH003,2025-03-25T00:00:00,2025-04-04T00:00:00,delivered,469,USPS
SH0002373,PR00013,WH004,2024-12-27T00:00:00,2025-01-03T00:00:00,delivered,944,USPS
SH0002374,PR00330,WH009,2024-10-26T00:00:00,2024-11-01T00:00:00,delivered,4471,UPS
SH0002375,PR00307,WH018,2025-07-06T00:00:00,2025-07-15T00:00:00,delivered,4279,FedEx
SH0002376,PR00077,WH005,2024-10-22T00:00:00,2024-11-01T00:00:00,delivered,348,DHL
SH0002377,PR00194,WH015,2024-02-11T00:00:00,2024-02-21T00:00:00,delivered,216,FedEx
SH0002378,PR00306,WH001,2024-01-03T00:00:00,2024-02-13T00:00:00,delivered,2013,Maersk
SH0002379,PR00176,WH010,2024-03-31T00:00:00,2024-04-07T00:00:00,delivered,2254,USPS
SH0002380,PR00076,WH012,2025-01-21T00:00:00,2025-02-01T00:00:00,delivered,3384,UPS
SH0002381,PR00137,WH016,2024-08-21T00:00:00,2024-08-28T00:00:00,delivered,402,DHL
SH0002382,PR00158,WH005,2025-08-13T00:00:00,2025-08-21T00:00:00,delivered,4527,FedEx
SH0002383,PR00320,WH015,2024-02-24T00:00:00,2024-03-03T00:00:00,delivered,3361,USPS
SH0002384,PR00314,WH017,2025-04-16T00:00:00,2025-04-27T00:00:00,delivered,140,USPS
SH0002385,PR00398,WH016,2024-07-08T00:00:00,2024-08-01T00:00:00,delivered,2194,FedEx
SH0002386,PR00062,WH012,2024-09-15T00:00:00,2024-10-31T00:00:00,delivered,4554,USPS
SH0002387,PR00378,WH000,2024-09-24T00:00:00,2024-10-06T00:00:00,delivered,1454,USPS
SH0002388,PR00242,WH015,2024-09-11T00:00:00,2024-09-21T00:00:00,delivered,1538,USPS
SH0002389,PR00331,WH002,2025-02-13T00:00:00,2025-02-19T00:00:00,delivered,537,UPS
SH0002390,PR00356,WH012,2025-09-25T00:00:00,2025-10-07T00:00:00,delivered,1400,USPS
SH0002391,PR00292,WH009,2025-02-21T00:00:00,2025-02-27T00:00:00,delivered,1989,Maersk
SH0002392,PR00387,WH004,2025-01-12T00:00:00,2025-01-22T00:00:00,delivered,853,DHL
SH0002393,PR00398,WH008,2024-03-25T00:00:00,2024-04-28T00:00:00,in_transit,3197,DHL
SH0002394,PR00323,WH012,2024-06-09T00:00:00,2024-06-16T00:00:00,delayed,3062,DHL
SH0002395,PR00021,WH005,2025-02-16T00:00:00,2025-02-21T00:00:00,delivered,3024,DHL
SH0002396,PR00278,WH005,2024-10-27T00:00:00,2024-11-01T00:00:00,delayed,191,FedEx
SH0002397,PR00240,WH012,2024-11-11T00:00:00,2024-11-19T00:00:00,delivered,2381,USPS
SH0002398,PR00294,WH016,2025-06-01T00:00:00,2025-06-03T00:00:00,delivered,893,DHL
SH0002399,PR00123,WH017,2025-12-15T00:00:00,2025-12-25T00:00:00,delivered,2257,DHL
SH0002400,PR00371,WH004,2025-04-21T00:00:00,2025-05-02T00:00:00,in_transit,505,DHL
SH0002401,PR00019,WH009,2025-12-04T00:00:00,2025-12-16T00:00:00,delivered,2387,UPS
SH0002402,PR00104,WH006,2024-08-01T00:00:00,2024-08-08T00:00:00,delivered,4311,DHL
SH0002403,PR00300,WH010,2024-05-05T00:00:00,2024-05-13T00:00:00,delivered,1159,FedEx
SH0002404,PR00046,WH003,2025-09-06T00:00:00,2025-09-15T00:00:00,delivered,1014,USPS
SH0002405,PR00024,WH019,2024-07-22T00:00:00,2024-07-27T00:00:00,delivered,1622,Maersk
SH0002406,PR00110,WH004,2025-02-18T00:00:00,2025-03-02T00:00:00,delivered,1850,FedEx
SH0002407,PR00208,WH001,2024-03-19T00:00:00,2024-03-22T00:00:00,delayed,4137,Maersk
SH0002408,PR00388,WH010,2025-02-02T00:00:00,2025-02-05T00:00:00,delivered,4102,Maersk
SH0002409,PR00398,WH017,2025-06-21T00:00:00,2025-08-08T00:00:00,delivered,1515,UPS
SH0002410,PR00013,WH000,2025-08-23T00:00:00,2025-08-26T00:00:00,delivered,3400,FedEx
SH0002411,PR00281,WH004,2025-09-03T00:00:00,2025-09-13T00:00:00,delayed,2003,Maersk
SH0002412,PR00170,WH015,2025-10-14T00:00:00,2025-10-23T00:00:00,delivered,2324,USPS
SH0002413,PR00061,WH013,2024-01-04T00:00:00,2024-01-15T00:00:00,delivered,3210,DHL
SH0002414,PR00312,WH011,2024-05-17T00:00:00,2024-05-19T00:00:00,delivered,4946,FedEx
SH0002415,PR00063,WH016,2025-10-16T00:00:00,2025-10-27T00:00:00,delivered,4418,DHL
SH0002416,PR00115,WH007,2025-02-10T00:00:00,2025-02-20T00:00:00,delivered,217,USPS
SH0002417,PR00071,WH013,2024-07-18T00:00:00,2024-07-22T00:00:00,in_transit,1292,UPS
SH0002418,PR00310,WH019,2025-06-01T00:00:00,2025-06-05T00:00:00,delivered,3697,DHL
SH0002419,PR00171,WH010,2025-03-04T00:00:00,2025-03-07T00:00:00,delivered,299,DHL
SH0002420,PR00066,WH016,2025-07-02T00:00:00,2025-07-10T00:00:00,delayed,352,DHL
SH0002421,PR00322,WH000,2024-12-11T00:00:00,2024-12-16T00:00:00,delivered,3240,Maersk
SH0002422,PR00222,WH001,2025-06-15T00:00:00,2025-06-18T00:00:00,delivered,1056,Maersk
SH0002423,PR00399,WH000,2024-02-13T00:00:00,2024-02-18T00:00:00,in_transit,454,USPS
SH0002424,PR00104,WH011,2025-02-03T00:00:00,2025-02-11T00:00:00,in_transit,725,FedEx
SH0002425,PR00197,WH004,2025-12-02T00:00:00,2025-12-11T00:00:00,delivered,1744,FedEx
SH0002426,PR00089,WH006,2024-09-17T00:00:00,2024-09-24T00:00:00,delivered,3521,USPS
SH0002427,PR00281,WH005,2025-03-22T00:00:00,2025-04-02T00:00:00,delivered,3976,Maersk
SH0002428,PR00390,WH017,2025-10-21T00:00:00,2025-10-25T00:00:00,delivered,4297,DHL
SH0002429,PR00148,WH001,2024-04-28T00:00:00,2024-05-03T00:00:00,delivered,4543,FedEx
SH0002430,PR00270,WH014,2024-07-17T00:00:00,2024-08-16T00:00:00,delivered,3907,USPS
SH0002431,PR00377,WH016,2024-05-19T00:00:00,2024-05-27T00:00:00,delivered,1915,DHL
SH0002432,PR00314,WH003,2024-02-24T00:00:00,2024-02-27T00:00:00,delivered,3699,FedEx
SH0002433,PR00310,WH001,2025-06-03T00:00:00,2025-06-10T00:00:00,lost,4759,FedEx
SH0002434,PR00148,WH009,2025-08-10T00:00:00,2025-08-14T00:00:00,delayed,3712,DHL
SH0002435,PR00298,WH005,2025-02-16T00:00:00,2025-02-27T00:00:00,delivered,3447,USPS
SH0002436,PR00293,WH012,2025-11-03T00:00:00,2025-11-09T00:00:00,in_transit,4954,USPS
SH0002437,PR00381,WH014,2024-04-01T00:00:00,2024-04-11T00:00:00,delivered,4385,DHL
SH0002438,PR00296,WH012,2025-10-14T00:00:00,2025-10-25T00:00:00,delivered,2707,USPS
SH0002439,PR00052,WH009,2024-01-22T00:00:00,2024-02-01T00:00:00,in_transit,4666,USPS
SH0002440,PR00099,WH005,2024-07-13T00:00:00,2024-07-16T00:00:00,delivered,1828,DHL
SH0002441,PR00399,WH004,2025-03-16T00:00:00,2025-03-24T00:00:00,delivered,449,Maersk
SH0002442,PR00318,WH000,2025-07-25T00:00:00,2025-08-03T00:00:00,delivered,965,Maersk
SH0002443,PR00391,WH013,2024-02-01T00:00:00,2024-02-13T00:00:00,delivered,1769,DHL
SH0002444,PR00287,WH007,2025-06-16T00:00:00,2025-07-25T00:00:00,delivered,4935,DHL
SH0002445,PR00332,WH007,2025-06-16T00:00:00,2025-06-20T00:00:00,delivered,4597,FedEx
SH0002446,PR00145,WH000,2024-12-18T00:00:00,2024-12-26T00:00:00,in_transit,966,UPS
SH0002447,PR00355,WH018,2025-09-16T00:00:00,2025-09-24T00:00:00,delivered,4500,UPS
SH0002448,PR00207,WH018,2025-01-02T00:00:00,2025-01-12T00:00:00,delivered,3557,DHL
SH0002449,PR00047,WH017,2025-01-26T00:00:00,2025-02-06T00:00:00,delivered,3334,FedEx
SH0002450,PR00110,WH000,2025-07-29T00:00:00,2025-08-07T00:00:00,in_transit,805,UPS
SH0002451,PR00392,WH006,2025-06-25T00:00:00,2025-07-25T00:00:00,delivered,985,DHL
SH0002452,PR00098,WH008,2025-02-12T00:00:00,2025-02-22T00:00:00,delivered,4814,DHL
SH0002453,PR00260,WH008,2025-10-03T00:00:00,2025-10-05T00:00:00,in_transit,1346,Maersk
SH0002454,PR00385,WH007,2024-01-02T00:00:00,2024-01-04T00:00:00,delivered,4210,Maersk
SH0002455,PR00307,WH012,2025-02-02T00:00:00,2025-02-05T00:00:00,lost,957,Maersk
SH0002456,PR00257,WH006,2024-03-17T00:00:00,2024-03-20T00:00:00,delivered,2744,FedEx
SH0002457,PR00024,WH002,2025-01-19T00:00:00,2025-01-29T00:00:00,delivered,2288,FedEx
SH0002458,PR00150,WH019,2024-03-15T00:00:00,2024-03-22T00:00:00,delivered,3341,UPS
SH0002459,PR00322,WH016,2024-07-19T00:00:00,2024-07-30T00:00:00,delayed,3369,UPS
SH0002460,PR00025,WH011,2024-08-13T00:00:00,2024-08-25T00:00:00,delivered,138,Maersk
SH0002461,PR00225,WH014,2025-09-05T00:00:00,2025-09-11T00:00:00,delivered,477,Maersk
SH0002462,PR00071,WH012,2025-02-25T00:00:00,2025-03-09T00:00:00,delivered,1124,DHL
SH0002463,PR00009,WH017,2024-04-04T00:00:00,2024-04-13T00:00:00,delivered,3885,Maersk
SH0002464,PR00024,WH005,2025-08-01T00:00:00,2025-08-12T00:00:00,delivered,2159,FedEx
SH0002465,PR00203,WH016,2025-11-21T00:00:00,2025-12-01T00:00:00,delivered,1600,UPS
SH0002466,PR00103,WH014,2024-08-25T00:00:00,2024-08-28T00:00:00,delayed,2574,DHL
SH0002467,PR00366,WH005,2024-07-26T00:00:00,2024-08-02T00:00:00,delayed,3288,FedEx
SH0002468,PR00239,WH017,2024-03-22T00:00:00,2024-03-31T00:00:00,delivered,1346,FedEx
SH0002469,PR00040,WH019,2024-06-16T00:00:00,2024-06-18T00:00:00,delivered,1793,Maersk
SH0002470,PR00121,WH016,2025-11-16T00:00:00,2025-11-23T00:00:00,delivered,4062,USPS
SH0002471,PR00293,WH011,2025-01-20T00:00:00,2025-01-23T00:00:00,delivered,3666,FedEx
SH0002472,PR00341,WH017,2024-10-30T00:00:00,2024-11-05T00:00:00,delivered,403,UPS
SH0002473,PR00296,WH010,2024-02-18T00:00:00,2024-02-22T00:00:00,in_transit,2409,USPS
SH0002474,PR00022,WH003,2025-03-17T00:00:00,2025-03-23T00:00:00,delivered,434,UPS
SH0002475,PR00231,WH006,2025-11-29T00:00:00,2025-12-27T00:00:00,in_transit,3264,Maersk
SH0002476,PR00273,WH003,2024-05-25T00:00:00,2024-06-03T00:00:00,delivered,4094,USPS
SH0002477,PR00087,WH005,2024-03-17T00:00:00,2024-03-19T00:00:00,in_transit,756,Maersk
