device_event_id,device_id,customer_id,ip_address,device_type,login_time
DEVE00001939,DEV00001905,CUS000080,189.165.152.201,android,2026-06-04T19:47:26
DEVE00001940,DEV00001906,CUS001723,159.32.115.227,tablet,2026-03-15T10:26:45
DEVE00001941,DEV00001907,CUS001620,18.42.245.165,tablet,2025-12-07T12:10:19
DEVE00001942,DEV00001908,CUS000470,82.221.89.16,android,2026-05-18T03:43:57
DEVE00001943,DEV00001909,CUS001537,119.220.41.73,android,2025-10-04T00:33:02
DEVE00001944,DEV00001910,CUS000692,88.10.33.62,android,2025-08-25T03:12:19
DEVE00001945,DEV00001911,CUS000078,122.250.114.200,android,2025-06-22T15:51:19
DEVE00001946,DEV00001912,CUS001822,207.164.61.113,iphone,2025-12-28T15:07:08
DEVE00001947,DEV00001913,CUS001098,42.130.26.112,android,2025-09-04T18:21:30
DEVE00001948,DEV00001914,CUS001959,202.121.141.171,tablet,2026-05-13T07:25:45
DEVE00001949,DEV00001915,CUS000892,92.177.247.95,iphone,2026-04-29T04:41:21
DEVE00001950,DEV00001916,CUS001750,195.57.111.188,android,2025-10-13T04:37:24
DEVE00001951,DEV00001917,CUS000499,129.68.234.94,browser,2026-01-02T12:48:00
DEVE00001952,DEV00001918,CUS000762,136.94.174.168,browser,2025-09-29T09:52:53
DEVE00001953,DEV00001919,CUS000332,140.173.174.152,iphone,2025-09-24T00:11:26
DEVE00001954,DEV00001920,CUS000749,86.32.162.117,iphone,2026-04-06T09:30:55
DEVE00001955,DEV00001921,CUS001233,70.85.202.206,browser,2025-10-22T20:03:46
DEVE00001956,DEV00001922,CUS000118,81.126.242.14,browser,2025-10-17T14:22:45
DEVE00001957,DEV00001923,CUS000817,213.202.109.80,browser,2025-12-21T23:09:32
DEVE00001958,DEV00001924,CUS000884,148.8.236.11,android,2025-08-15T13:14:49
DEVE00001959,DEV00001925,CUS001339,70.237.200.40,android,2026-05-19T17:55:38
DEVE00001960,DEV00001926,CUS000988,19.72.5.9,tablet,2026-03-08T08:41:08
DEVE00001961,DEV00000002,CUS001785,50.249.44.136,browser,2026-03-27T04:09:42
DEVE00001962,DEV00001927,CUS000702,149.100.53.33,android,2025-11-03T03:21:02
DEVE00001963,DEV00001928,CUS000913,19.91.147.170,android,2026-02-12T06:43:01
DEVE00001964,DEV00001929,CUS001521,39.180.54.15,tablet,2025-10-31T04:59:53
DEVE00001965,DEV00001930,CUS001629,82.73.135.218,browser,2026-04-05T07:26:02
DEVE00001966,DEV00001931,CUS001151,177.201.209.223,browser,2025-11-21T04:25:19
DEVE00001967,DEV00001932,CUS001802,54.182.208.43,tablet,2026-02-17T21:50:04
DEVE00001968,DEV00001933,CUS001936,204.229.204.35,iphone,2026-05-19T12:00:54
DEVE00001969,DEV00001934,CUS000683,210.141.238.17,iphone,2026-05-06T18:24:33
DEVE00001970,DEV00001935,CUS000003,105.240.166.107,iphone,2025-07-04T02:36:17
DEVE00001971,DEV00001936,CUS001611,50.127.221.158,tablet,2025-11-01T15:37:06
DEVE00001972,DEV00001937,CUS001743,50.93.141.186,browser,2025-12-05T01:55:45
DEVE00001973,DEV00001938,CUS001665,60.51.178.7,browser,2026-03-18T20:06:01
DEVE00001974,DEV00001939,CUS001616,51.137.157.77,iphone,2025-09-27T03:53:23
DEVE00001975,DEV00001940,CUS001080,5.227.236.1,iphone,2026-03-01T22:42:46
DEVE00001976,DEV00001941,CUS001727,19.106.79.51,android,2025-10-20T13:55:35
DEVE00001977,DEV00001942,CUS000061,201.216.186.108,browser,2025-10-06T23:55:34
DEVE00001978,DEV00001943,CUS001907,164.155.34.167,tablet,2025-06-24T06:56:40
DEVE00001979,DEV00001944,CUS001686,35.131.216.140,iphone,2026-01-26T10:39:21
DEVE00001980,DEV00001945,CUS001351,164.34.184.76,iphone,2026-06-01T13:51:15
DEVE00001981,DEV00001946,CUS001282,218.12.157.246,tablet,2026-03-10T03:57:33
DEVE00001982,DEV00001947,CUS000717,188.170.132.107,android,2025-10-08T19:45:03
DEVE00001983,DEV00001948,CUS000598,146.23.202.134,android,2025-09-21T19:59:36
DEVE00001984,DEV00001949,CUS001381,100.173.33.204,browser,2025-07-06T21:24:30
DEVE00001985,DEV00001950,CUS000865,95.192.87.107,android,2025-11-11T23:08:14
DEVE00001986,DEV00001951,CUS000455,109.23.96.49,iphone,2025-12-01T16:43:20
DEVE00001987,DEV00001952,CUS001540,169.117.222.225,android,2025-08-11T17:45:08
DEVE00001988,DEV00001953,CUS001197,163.220.29.210,browser,2025-06-17T11:07:02
DEVE00001989,DEV00001954,CUS000577,89.162.119.95,browser,2025-08-24T23:23:40
DEVE00001990,DEV00001955,CUS001333,155.21.180.219,iphone,2025-07-14T04:10:37
DEVE00001991,DEV00001956,CUS001168,112.128.31.5,browser,2026-06-02T11:33:19
DEVE00001992,DEV00001957,CUS000990,32.161.131.156,tablet,2025-10-19T04:19:46
DEVE00001993,DEV00001958,CUS001591,69.195.172.127,iphone,2025-10-28T16:22:17
DEVE00001994,DEV00001959,CUS001670,184.183.158.179,browser,2026-05-30T03:53:10
DEVE00001995,DEV00001960,CUS000782,9.25.146.31,android,2026-05-02T05:12:19
DEVE00001996,DEV00001961,CUS000565,64.208.189.234,browser,2025-08-30T08:01:40
DEVE00001997,DEV00001962,CUS000760,58.249.177.247,iphone,2026-02-20T01:17:17
DEVE00001998,DEV00001963,CUS000690,126.30.237.128,android,2026-01-05T02:25:08
DEVE00001999,DEV00001964,CUS000230,204.177.202.188,tablet,2025-06-13T07:42:44
DEVE00002000,DEV00001965,CUS000638,11.172.230.80,iphone,2026-01-10T23:37:40
DEVE00002001,DEV00001966,CUS000193,52.32.225.42,tablet,2026-03-02T18:06:46
DEVE00002002,DEV00001967,CUS000078,27.189.131.255,tablet,2025-12-15T16:56:10
DEVE00002003,DEV00001968,CUS001603,36.28.28.224,tablet,2025-07-02T12:35:55
DEVE00002004,DEV00001969,CUS000030,221.110.154.104,tablet,2025-10-01T05:16:23
DEVE00002005,DEV00001970,CUS000604,61.179.210.168,iphone,2026-04-14T16:57:34
DEVE00002006,DEV00001971,CUS000880,128.232.93.143,iphone,2025-11-28T09:22:54
DEVE00002007,DEV00001972,CUS001918,210.152.42.210,android,2026-06-07T11:44:19
DEVE00002008,DEV00001973,CUS000760,22.75.232.17,iphone,2025-08-03T12:54:21
DEVE00002009,DEV00001974,CUS000011,43.224.211.166,tablet,2025-07-11T04:53:37
DEVE00002010,DEV00001975,CUS001548,2.190.110.211,android,2025-07-13T07:08:17
DEVE00002011,DEV00001976,CUS000008,178.212.237.55,tablet,2026-03-02T04:05:35
DEVE00002012,DEV00001977,CUS000405,172.81.154.124,iphone,2025-12-29T04:37:01
DEVE00002013,DEV00001978,CUS000611,158.141.53.96,browser,2025-06-20T00:02:51
DEVE00002014,DEV00001979,CUS001331,47.253.17.236,android,2026-05-23T04:09:00
DEVE00002015,DEV00001980,CUS001705,161.195.182.70,browser,2025-06-15T23:19:53
DEVE00002016,DEV00001981,CUS001091,216.89.115.105,tablet,2026-04-30T05:13:44
DEVE00002017,DEV00001982,CUS001401,74.194.52.85,browser,2025-11-17T22:51:00
DEVE00002018,DEV00001983,CUS001640,4.91.75.57,browser,2025-10-27T10:17:30
DEVE00002019,DEV00001984,CUS001259,119.174.41.13,browser,2026-01-05T04:28:06
DEVE00002020,DEV00001985,CUS001802,218.235.33.138,tablet,2026-06-02T20:16:18
DEVE00002021,DEV00001986,CUS000310,77.233.222.15,tablet,2026-05-21T08:29:36
DEVE00002022,DEV00001987,CUS000374,66.94.228.10,tablet,2025-06-30T17:17:24
DEVE00002023,DEV00001988,CUS001622,222.38.45.107,iphone,2026-05-05T12:37:43
DEVE00002024,DEV00001989,CUS000437,136.223.96.200,browser,2025-09-21T14:24:15
DEVE00002025,DEV00001990,CUS001604,132.203.20.188,iphone,2025-12-10T05:18:26
DEVE00002026,DEV00001991,CUS001396,59.132.196.204,tablet,2026-06-02T18:59:05
DEVE00002027,DEV00001992,CUS001259,212.40.29.19,iphone,2026-05-31T06:05:21
DEVE00002028,DEV00001993,CUS001265,128.241.249.43,iphone,2025-08-29T06:12:24
DEVE00002029,DEV00001994,CUS000724,156.52.165.33,tablet,2025-09-26T07:20:04
DEVE00002030,DEV00001995,CUS001591,102.61.12.33,android,2026-04-28T12:12:49
DEVE00002031,DEV00001996,CUS001141,72.131.247.96,iphone,2026-02-25T14:56:32
DEVE00002032,DEV00001997,CUS000795,165.243.117.163,browser,2025-12-21T21:24:24
DEVE00002033,DEV00001998,CUS001839,31.196.227.139,browser,2025-11-25T08:18:40
DEVE00002034,DEV00001999,CUS001286,7.127.102.64,tablet,2026-01-06T09:09:29
DEVE00002035,DEV00002000,CUS000499,37.139.92.96,browser,2025-07-28T11:34:23
DEVE00002036,DEV00002001,CUS001059,34.35.251.230,browser,2025-12-08T12:12:19
DEVE00002037,DEV00002002,CUS001071,175.224.0.12,tablet,2026-06-08T17:35:17
DEVE00002038,DEV00002003,CUS000310,177.249.202.108,tablet,2025-06-29T08:25:28
DEVE00002039,DEV00002004,CUS001708,5.233.145.92,iphone,2025-09-06T11:53:44
DEVE00002040,DEV00002005,CUS000386,19.47.145.43,tablet,2025-07-03T20:12:49
DEVE00002041,DEV00002006,CUS001916,223.54.150.105,browser,2025-10-18T17:07:22
DEVE00002042,DEV00002007,CUS001073,34.56.173.48,tablet,2025-10-18T16:11:17
DEVE00002043,DEV00002008,CUS001879,119.178.69.244,tablet,2026-03-22T22:28:26
DEVE00002044,DEV00002009,CUS001928,15.144.199.150,tablet,2026-04-16T18:57:36
DEVE00002045,DEV00002010,CUS001725,46.83.238.170,iphone,2025-11-17T18:34:12
DEVE00002046,DEV00002011,CUS001747,160.229.73.199,android,2025-11-26T12:24:07
DEVE00002047,DEV00002012,CUS001079,66.246.42.49,tablet,2026-04-25T02:57:53
DEVE00002048,DEV00002013,CUS001845,52.152.74.165,android,2025-10-01T00:46:26
DEVE00002049,DEV00002014,CUS001659,16.73.241.64,iphone,2026-03-31T22:31:56
DEVE00002050,DEV00002015,CUS001721,27.6.194.115,tablet,2026-04-06T04:44:22
DEVE00002051,DEV00002016,CUS001790,205.69.66.70,browser,2026-02-25T13:13:28
DEVE00002052,DEV00002017,CUS001342,193.249.152.177,tablet,2025-10-29T13:52:08
DEVE00002053,DEV00002018,CUS000223,56.96.89.219,iphone,2026-03-03T22:56:15
DEVE00002054,DEV00002019,CUS001655,75.237.71.102,iphone,2025-08-17T12:07:37
DEVE00002055,DEV00002020,CUS000711,166.208.237.170,browser,2026-03-25T08:26:33
DEVE00002056,DEV00002021,CUS001591,20.106.21.51,android,2026-03-22T07:13:02
DEVE00002057,DEV00002022,CUS001778,66.129.168.137,browser,2026-01-19T15:58:14
DEVE00002058,DEV00002023,CUS000230,75.244.62.51,tablet,2025-12-11T07:25:52
DEVE00002059,DEV00002024,CUS000799,201.229.80.200,tablet,2026-02-09T14:33:32
DEVE00002060,DEV00002025,CUS000453,150.189.241.123,tablet,2026-05-26T18:17:15
DEVE00002061,DEV00002026,CUS001239,139.255.239.0,android,2026-04-02T01:00:14
DEVE00002062,DEV00002027,CUS001671,73.31.40.113,android,2026-03-03T13:10:28
DEVE00002063,DEV00002028,CUS000583,79.87.131.79,android,2025-12-22T17:42:08
DEVE00002064,DEV00002029,CUS001522,149.143.126.44,iphone,2025-08-23T19:51:30
DEVE00002065,DEV00002030,CUS001301,206.89.126.171,browser,2026-05-07T16:58:42
DEVE00002066,DEV00002031,CUS001275,205.81.5.107,browser,2026-03-03T05:41:13
DEVE00002067,DEV00002032,CUS001272,178.27.241.64,tablet,2025-12-02T21:39:57
DEVE00002068,DEV00002033,CUS000211,204.142.26.13,browser,2025-10-06T00:05:17
DEVE00002069,DEV00002034,CUS001880,88.183.66.126,browser,2025-09-12T16:43:30
DEVE00002070,DEV00002035,CUS001319,145.195.240.58,android,2025-11-13T01:25:41
DEVE00002071,DEV00000010,CUS000858,91.18.74.113,tablet,2025-08-10T13:18:23
DEVE00002072,DEV00002036,CUS001615,149.218.218.64,tablet,2025-07-13T09:27:07
DEVE00002073,DEV00002037,CUS001562,85.205.53.38,android,2025-12-26T17:07:35
DEVE00002074,DEV00002038,CUS000916,197.126.121.138,browser,2026-04-03T08:35:23
DEVE00002075,DEV00002039,CUS000498,122.175.15.192,browser,2026-01-12T23:42:56
DEVE00002076,DEV00002040,CUS001305,80.93.185.150,tablet,2026-05-07T02:31:35
DEVE00002077,DEV00002041,CUS000166,60.85.156.207,iphone,2025-07-02T14:49:45
DEVE00002078,DEV00002042,CUS001643,78.49.77.187,browser,2026-01-06T21:33:53
DEVE00002079,DEV00002043,CUS001539,184.99.96.136,tablet,2025-07-19T06:56:57
DEVE00002080,DEV00002044,CUS000209,33.66.240.9,iphone,2025-09-23T20:53:03
DEVE00002081,DEV00002045,CUS000614,97.107.69.241,browser,2026-03-27T04:52:03
DEVE00002082,DEV00002046,CUS001297,36.254.44.231,iphone,2025-07-23T00:12:58
DEVE00002083,DEV00002047,CUS000971,4.142.110.87,tablet,2025-11-04T06:52:46
DEVE00002084,DEV00002048,CUS000617,42.131.161.28,android,2025-07-19T14:45:17
DEVE00002085,DEV00002049,CUS001182,44.182.32.140,iphone,2025-09-11T18:29:34
DEVE00002086,DEV00002050,CUS000337,19.98.205.50,iphone,2025-07-05T03:55:02
DEVE00002087,DEV00002051,CUS000201,186.114.123.139,iphone,2025-11-20T16:27:25
DEVE00002088,DEV00002052,CUS000308,26.197.78.199,android,2026-02-17T11:05:45
DEVE00002089,DEV00000005,CUS000339,35.255.170.25,android,2026-04-19T15:37:27
DEVE00002090,DEV00002053,CUS000650,223.174.226.129,iphone,2025-12-25T03:01:09
DEVE00002091,DEV00002054,CUS001686,52.154.87.134,iphone,2026-06-09T14:12:55
DEVE00002092,DEV00002055,CUS001547,33.135.141.5,iphone,2026-05-26T11:54:05
DEVE00002093,DEV00002056,CUS001306,170.112.149.123,iphone,2025-11-26T09:35:21
DEVE00002094,DEV00002057,CUS001434,211.125.233.210,android,2025-08-28T05:08:22
DEVE00002095,DEV00002058,CUS000771,134.133.30.115,tablet,2026-01-31T15:33:05
DEVE00002096,DEV00002059,CUS001134,153.78.243.212,browser,2025-06-14T22:56:59
DEVE00002097,DEV00002060,CUS000862,49.53.111.85,android,2025-10-10T15:15:20
DEVE00002098,DEV00002061,CUS001337,9.109.150.73,android,2025-12-27T23:56:55
DEVE00002099,DEV00002062,CUS000352,142.77.247.33,tablet,2025-12-09T13:56:35
DEVE00002100,DEV00002063,CUS000318,116.244.65.120,tablet,2025-09-30T15:45:51
DEVE00002101,DEV00002064,CUS000340,110.194.107.227,android,2025-06-13T16:08:00
DEVE00002102,DEV00002065,CUS000361,156.121.153.31,iphone,2025-09-22T03:17:20
DEVE00002103,DEV00002066,CUS000542,25.125.105.229,android,2026-04-22T01:41:40
DEVE00002104,DEV00002067,CUS001975,2.26.181.174,iphone,2025-07-21T07:48:02
DEVE00002105,DEV00002068,CUS001970,73.227.207.150,browser,2025-10-10T06:22:48
DEVE00002106,DEV00002069,CUS001042,92.255.228.196,iphone,2025-11-13T04:54:53
DEVE00002107,DEV00002070,CUS001077,62.70.247.152,android,2025-09-17T13:41:31
DEVE00002108,DEV00002071,CUS001110,150.128.24.228,browser,2026-03-04T03:08:29
DEVE00002109,DEV00002072,CUS000142,134.65.228.238,browser,2025-12-07T02:39:19
DEVE00002110,DEV00002073,CUS000889,69.142.109.246,android,2026-01-29T14:32:27
DEVE00002111,DEV00002074,CUS000186,178.78.207.216,browser,2026-03-20T09:41:26
DEVE00002112,DEV00002075,CUS001918,11.71.103.160,tablet,2025-11-14T03:24:39
DEVE00002113,DEV00002076,CUS001786,189.133.186.182,iphone,2026-01-16T07:49:50
DEVE00002114,DEV00002077,CUS001913,195.93.174.171,browser,2026-01-15T16:10:40
DEVE00002115,DEV00002078,CUS000413,14.92.108.255,tablet,2026-01-26T20:26:39
DEVE00002116,DEV00002079,CUS001718,56.136.23.239,tablet,2025-09-28T15:26:09
DEVE00002117,DEV00002080,CUS000946,62.184.151.212,browser,2025-07-27T09:20:04
DEVE00002118,DEV00002081,CUS000450,59.135.92.135,iphone,2025-10-07T08:59:09
DEVE00002119,DEV00002082,CUS000843,145.121.34.224,iphone,2026-04-09T21:24:03
DEVE00002120,DEV00002083,CUS001979,201.163.10.233,tablet,2026-01-28T22:28:58
DEVE00002121,DEV00000001,CUS001044,95.211.250.154,iphone,2025-07-23T09:50:36
DEVE00002122,DEV00002084,CUS000795,31.239.164.116,browser,2026-04-05T23:14:09
DEVE00002123,DEV00002085,CUS000578,33.180.204.1,browser,2026-05-29T09:00:49
DEVE00002124,DEV00002086,CUS001747,195.240.115.184,iphone,2025-06-28T09:31:04
DEVE00002125,DEV00002087,CUS000084,38.9.9.155,browser,2026-01-29T14:22:08
DEVE00002126,DEV00002088,CUS000992,88.98.48.75,browser,2025-09-03T21:49:43
DEVE00002127,DEV00002089,CUS001831,55.63.125.139,browser,2025-08-29T19:14:07
DEVE00002128,DEV00002090,CUS000986,217.151.78.199,tablet,2026-05-08T20:45:54
DEVE00002129,DEV00002091,CUS001284,157.8.231.245,tablet,2025-12-06T15:28:45
DEVE00002130,DEV00002092,CUS000352,53.168.91.203,tablet,2025-07-07T21:39:46
DEVE00002131,DEV00002093,CUS001073,51.44.78.200,iphone,2026-03-06T03:13:05
DEVE00002132,DEV00002094,CUS000925,223.117.203.28,android,2026-01-10T03:46:59
DEVE00002133,DEV00002095,CUS001088,78.124.247.26,browser,2025-07-07T18:23:15
DEVE00002134,DEV00002096,CUS000474,115.230.114.35,android,2026-03-15T03:54:05
DEVE00002135,DEV00002097,CUS001389,157.111.37.145,tablet,2026-05-16T18:56:38
DEVE00002136,DEV00002098,CUS001586,89.73.202.84,iphone,2025-07-18T21:49:30
DEVE00002137,DEV00002099,CUS001621,74.58.37.54,tablet,2025-12-18T14:30:52
DEVE00002138,DEV00002100,CUS000652,193.251.50.101,iphone,2025-09-06T01:09:29
DEVE00002139,DEV00002101,CUS000320,32.14.36.141,iphone,2026-06-06T10:23:17
DEVE00002140,DEV00002102,CUS001126,200.150.111.215,android,2025-12-08T16:26:36
DEVE00002141,DEV00002103,CUS000347,135.140.174.189,browser,2026-03-23T10:40:19
DEVE00002142,DEV00002104,CUS000244,37.228.41.152,android,2025-10-25T18:36:08
DEVE00002143,DEV00002105,CUS000835,87.213.80.202,iphone,2026-03-05T14:27:06
DEVE00002144,DEV00002106,CUS000365,175.112.87.99,iphone,2026-01-22T15:25:57
DEVE00002145,DEV00002107,CUS001790,46.230.211.164,browser,2025-12-01T06:07:50
DEVE00002146,DEV00002108,CUS000286,15.172.69.209,android,2025-07-29T06:48:01
DEVE00002147,DEV00002109,CUS000090,10.9.243.52,tablet,2025-10-09T22:57:46
DEVE00002148,DEV00002110,CUS001430,175.138.89.253,iphone,2026-02-13T10:27:18
DEVE00002149,DEV00002111,CUS000315,203.153.67.229,android,2026-01-02T06:36:59
DEVE00002150,DEV00002112,CUS000198,82.193.197.219,android,2026-02-13T15:32:08
DEVE00002151,DEV00002113,CUS000746,30.183.91.253,browser,2025-07-03T16:05:06
DEVE00002152,DEV00002114,CUS000144,59.171.78.115,browser,2025-11-15T21:56:25
DEVE00002153,DEV00002115,CUS000802,66.34.254.126,android,2025-09-29T14:55:56
DEVE00002154,DEV00002116,CUS001520,171.57.100.7,browser,2025-10-20T17:18:04
DEVE00002155,DEV00002117,CUS001003,65.188.122.89,iphone,2025-12-21T12:36:48
DEVE00002156,DEV00002118,CUS000435,218.185.222.149,iphone,2026-01-26T11:45:24
DEVE00002157,DEV00002119,CUS001016,173.193.129.165,browser,2026-04-26T12:40:38
DEVE00002158,DEV00002120,CUS000959,3.174.164.241,tablet,2025-10-18T02:13:55
DEVE00002159,DEV00002121,CUS000290,130.148.95.181,android,2025-10-22T21:51:38
DEVE00002160,DEV00002122,CUS001084,210.43.170.19,iphone,2026-01-20T05:04:24
DEVE00002161,DEV00002123,CUS001677,60.140.62.246,iphone,2025-08-24T20:16:57
DEVE00002162,DEV00002124,CUS000226,223.27.52.10,iphone,2025-08-14T08:56:40
DEVE00002163,DEV00002125,CUS001332,171.0.213.17,android,2026-01-10T12:08:25
DEVE00002164,DEV00002126,CUS001749,223.225.4.67,tablet,2026-03-05T11:06:37
DEVE00002165,DEV00002127,CUS001308,214.68.2.15,tablet,2026-05-26T12:50:47
DEVE00002166,DEV00002128,CUS000623,42.117.2.86,android,2025-11-16T12:47:56
DEVE00002167,DEV00002129,CUS001408,75.254.120.126,android,2025-06-26T19:16:09
DEVE00002168,DEV00002130,CUS001534,128.129.95.206,iphone,2026-06-06T18:58:17
DEVE00002169,DEV00002131,CUS000432,31.10.63.163,tablet,2026-03-24T14:52:42
DEVE00002170,DEV00002132,CUS001862,89.13.250.83,tablet,2026-06-04T21:41:37
DEVE00002171,DEV00002133,CUS001929,149.168.162.13,browser,2026-05-09T18:36:44
DEVE00002172,DEV00002134,CUS001059,86.183.36.171,iphone,2026-02-09T05:38:44
DEVE00002173,DEV00002135,CUS001984,135.57.38.56,browser,2025-12-04T10:30:54
DEVE00002174,DEV00002136,CUS000517,202.243.64.250,android,2025-10-21T09:50:56
DEVE00002175,DEV00002137,CUS001424,99.143.87.91,tablet,2025-10-15T09:19:06
DEVE00002176,DEV00002138,CUS001339,200.140.193.111,iphone,2025-12-16T00:12:53
DEVE00002177,DEV00002139,CUS001826,1.176.170.69,android,2025-08-19T03:17:01
DEVE00002178,DEV00002140,CUS000798,209.18.40.246,android,2026-02-09T16:02:11
DEVE00002179,DEV00002141,CUS001928,19.34.241.76,android,2025-08-03T03:18:33
DEVE00002180,DEV00002142,CUS001400,87.120.134.247,browser,2025-07-28T22:05:23
DEVE00002181,DEV00002143,CUS001572,200.189.14.148,tablet,2025-07-08T02:46:39
DEVE00002182,DEV00002144,CUS000388,151.0.87.203,browser,2025-10-01T18:30:03
DEVE00002183,DEV00002145,CUS001453,53.32.211.41,android,2025-12-02T15:21:18
DEVE00002184,DEV00002146,CUS001299,30.58.65.158,browser,2026-02-10T22:18:49
DEVE00002185,DEV00002147,CUS000753,174.5.71.156,tablet,2025-10-04T18:23:09
DEVE00002186,DEV00000002,CUS000647,20.179.133.17,browser,2026-04-20T08:47:35
DEVE00002187,DEV00002148,CUS000250,83.250.44.149,browser,2026-05-22T07:13:24
DEVE00002188,DEV00002149,CUS001268,91.90.47.135,tablet,2026-01-01T23:25:57
DEVE00002189,DEV00002150,CUS000576,9.110.76.144,browser,2025-08-28T23:21:59
DEVE00002190,DEV00002151,CUS001964,124.41.68.78,iphone,2025-07-07T19:26:25
DEVE00002191,DEV00002152,CUS001547,129.134.86.206,tablet,2026-05-02T07:27:21
DEVE00002192,DEV00002153,CUS000131,36.220.73.193,android,2025-11-07T14:50:24
DEVE00002193,DEV00002154,CUS001898,27.9.236.37,iphone,2025-07-03T21:15:35
DEVE00002194,DEV00002155,CUS001602,25.31.40.161,browser,2025-10-24T07:51:39
DEVE00002195,DEV00000001,CUS001710,154.157.241.127,browser,2025-12-23T06:00:28
DEVE00002196,DEV00002156,CUS000139,137.39.173.125,iphone,2026-03-27T12:45:57
DEVE00002197,DEV00002157,CUS001398,181.213.21.221,iphone,2026-06-03T12:39:47
DEVE00002198,DEV00002158,CUS000375,129.150.182.108,tablet,2025-08-04T00:36:35
DEVE00002199,DEV00002159,CUS001365,41.160.64.117,iphone,2026-02-11T03:34:03
DEVE00002200,DEV00002160,CUS001804,10.134.158.255,browser,2026-01-11T13:01:27
DEVE00002201,DEV00002161,CUS001728,48.77.164.207,iphone,2025-10-18T01:35:34
DEVE00002202,DEV00002162,CUS000513,7.149.80.131,browser,2026-04-20T16:06:25
DEVE00002203,DEV00002163,CUS000052,217.95.88.100,tablet,2026-03-06T22:45:21
DEVE00002204,DEV00002164,CUS000843,201.195.77.9,browser,2026-05-16T16:42:17
DEVE00002205,DEV00002165,CUS001234,199.227.60.4,iphone,2026-01-07T19:21:15
DEVE00002206,DEV00002166,CUS001956,152.210.150.165,browser,2025-11-29T09:03:55
DEVE00002207,DEV00002167,CUS001142,147.133.168.10,iphone,2025-11-09T07:09:46
DEVE00002208,DEV00002168,CUS000399,23.33.125.164,iphone,2026-03-17T04:21:40
DEVE00002209,DEV00002169,CUS001095,43.139.62.6,iphone,2025-09-11T00:11:59
DEVE00002210,DEV00002170,CUS001312,223.219.173.190,tablet,2026-04-05T07:25:37
DEVE00002211,DEV00002171,CUS001398,155.22.20.73,iphone,2025-06-27T12:05:29
DEVE00002212,DEV00002172,CUS001427,84.42.127.72,iphone,2026-03-21T00:53:27
DEVE00002213,DEV00002173,CUS000217,105.84.13.103,iphone,2025-12-10T17:41:58
DEVE00002214,DEV00002174,CUS001859,27.82.149.203,browser,2025-07-03T20:57:31
DEVE00002215,DEV00002175,CUS001985,164.37.251.188,iphone,2025-06-24T17:35:37
DEVE00002216,DEV00002176,CUS000385,164.55.211.109,browser,2026-04-24T11:42:25
DEVE00002217,DEV00002177,CUS000148,18.127.78.4,iphone,2025-09-01T09:57:55
DEVE00002218,DEV00002178,CUS001631,177.64.179.144,tablet,2026-02-05T21:25:05
DEVE00002219,DEV00002179,CUS000649,162.198.110.240,browser,2025-08-10T06:47:10
DEVE00002220,DEV00002180,CUS001151,134.213.42.255,iphone,2026-01-10T11:58:44
DEVE00002221,DEV00002181,CUS001752,163.168.78.200,browser,2026-06-06T02:41:51
DEVE00002222,DEV00002182,CUS000204,128.184.163.34,tablet,2025-08-09T14:56:09
DEVE00002223,DEV00002183,CUS001635,206.252.172.214,iphone,2026-03-17T20:27:52
DEVE00002224,DEV00002184,CUS001975,179.79.102.50,browser,2026-02-03T12:50:45
DEVE00002225,DEV00002185,CUS001846,62.45.69.198,iphone,2026-02-22T00:58:40
DEVE00002226,DEV00002186,CUS001787,61.134.187.218,browser,2026-04-19T19:52:43
DEVE00002227,DEV00002187,CUS000095,219.90.175.31,tablet,2026-02-27T00:35:12
DEVE00002228,DEV00002188,CUS000201,166.161.181.93,tablet,2025-11-26T07:54:47
DEVE00002229,DEV00002189,CUS001754,203.164.70.163,iphone,2026-02-13T01:14:47
DEVE00002230,DEV00002190,CUS001497,211.109.92.114,browser,2025-07-24T20:40:29
DEVE00002231,DEV00002191,CUS001680,36.98.28.141,browser,2025-07-10T18:12:18
DEVE00002232,DEV00002192,CUS000880,53.127.187.7,browser,2026-05-16T15:05:46
DEVE00002233,DEV00002193,CUS000340,102.125.55.170,android,2026-02-15T01:49:24
DEVE00002234,DEV00002194,CUS000513,57.213.228.255,tablet,2026-05-24T15:45:11
DEVE00002235,DEV00002195,CUS001267,34.148.228.88,iphone,2025-07-27T17:06:16
DEVE00002236,DEV00002196,CUS000847,1.39.219.247,tablet,2025-10-24T19:12:16
DEVE00002237,DEV00002197,CUS001072,121.106.109.253,android,2025-11-05T05:00:58
DEVE00002238,DEV00002198,CUS000221,155.104.143.50,browser,2025-07-28T19:53:54
DEVE00002239,DEV00002199,CUS001942,56.20.158.60,iphone,2026-05-21T08:21:30
DEVE00002240,DEV00002200,CUS000803,173.131.17.95,browser,2025-07-21T05:30:06
DEVE00002241,DEV00002201,CUS001582,162.114.14.79,android,2025-12-31T13:01:17
DEVE00002242,DEV00002202,CUS000214,164.211.138.66,iphone,2026-04-06T06:18:15
DEVE00002243,DEV00002203,CUS001707,130.196.96.51,android,2026-04-21T13:09:48
DEVE00002244,DEV00002204,CUS000645,82.230.53.145,iphone,2025-10-18T03:34:59
DEVE00002245,DEV00002205,CUS001616,178.27.102.176,browser,2025-09-15T15:04:58
DEVE00002246,DEV00002206,CUS001737,22.136.12.67,browser,2025-10-10T03:39:44
