flow_id,process_id,ip_id,bytes_sent,bytes_received,started_at
F00004845,P00002516,IP001817,383438,2920015,2025-01-28T19:16:00
F00004846,P00000726,IP000004,3978956,1951205,2025-01-13T00:06:00
F00004847,P00000013,IP002272,257033,1549925,2025-03-09T10:19:00
F00004848,P00004236,IP000386,1808405,954155,2025-02-28T09:49:00
F00004849,P00000644,IP002093,1448769,2609303,2025-02-27T05:37:00
F00004850,P00000756,IP001232,1963534,175464,2025-01-29T23:54:00
F00004851,P00002244,IP001266,3202752,4757120,2025-02-13T08:04:00
F00004852,P00003804,IP002411,2488729,1230538,2025-02-26T18:14:00
F00004853,P00002684,IP000905,2519348,4862449,2025-03-25T19:32:00
F00004854,P00000128,IP000374,4955589,3788295,2025-03-25T00:39:00
F00004855,P00003438,IP002494,1896545,2069896,2025-03-13T08:16:00
F00004856,P00002267,IP000250,2167008,872416,2025-01-30T23:54:00
F00004857,P00002982,IP000354,1661913,367346,2025-01-12T01:40:00
F00004858,P00001756,IP000006,3273228,591755,2025-02-11T05:42:00
F00004859,P00003905,IP000001,3252736,3371757,2025-01-20T20:45:00
F00004860,P00004557,IP001694,2607306,4517060,2025-02-25T16:31:00
F00004861,P00001109,IP000126,4380653,4099983,2025-03-11T15:20:00
F00004862,P00001036,IP002143,594459,4294097,2025-02-10T21:15:00
F00004863,P00000865,IP002351,3298430,1171842,2025-01-17T06:32:00
F00004864,P00001854,IP001042,2148327,467750,2025-01-26T00:44:00
F00004865,P00002675,IP000582,2592887,4181483,2025-01-07T03:46:00
F00004866,P00003778,IP000911,4787497,3438760,2025-03-14T02:24:00
F00004867,P00001605,IP001653,1281150,214826,2025-01-23T05:57:00
F00004868,P00004775,IP000031,2286005,4900801,2025-03-10T13:15:00
F00004869,P00002412,IP001954,1321860,1625097,2025-03-07T01:28:00
F00004870,P00000559,IP000117,524652,3681663,2025-03-01T14:36:00
F00004871,P00000457,IP001598,3552456,4421103,2025-03-31T18:53:00
F00004872,P00003079,IP001793,1125602,837835,2025-03-26T16:37:00
F00004873,P00004469,IP002272,4831586,1807487,2025-01-06T01:54:00
F00004874,P00002832,IP001024,427891,2556286,2025-01-03T04:51:00
F00004875,P00003943,IP000005,3830276,741225,2025-03-11T09:54:00
F00004876,P00001301,IP001301,3257149,2906384,2025-02-14T23:47:00
F00004877,P00003146,IP001139,845951,3593635,2025-03-11T14:14:00
F00004878,P00002584,IP001718,3838275,798050,2025-01-12T16:41:00
F00004879,P00002745,IP000459,697512,997272,2025-01-31T08:07:00
F00004880,P00001149,IP000007,150631,877231,2025-01-26T16:15:00
F00004881,P00004278,IP000072,2832035,4416386,2025-01-01T06:18:00
F00004882,P00004642,IP001504,4778872,3546450,2025-03-12T04:13:00
F00004883,P00004018,IP000760,3433368,1530320,2025-03-11T17:51:00
F00004884,P00002961,IP001388,1151382,2895770,2025-02-13T05:02:00
F00004885,P00003771,IP001431,237270,1993577,2025-01-02T10:16:00
F00004886,P00001536,IP002487,4305640,2165614,2025-01-25T20:06:00
F00004887,P00004386,IP002112,3504751,550193,2025-01-08T05:37:00
F00004888,P00004128,IP002115,1603782,84301,2025-03-16T12:10:00
F00004889,P00002071,IP000594,1351060,4971718,2025-02-22T05:41:00
F00004890,P00004939,IP002031,4531473,3134435,2025-03-15T01:08:00
F00004891,P00001776,IP000507,28130,541529,2025-03-02T19:30:00
F00004892,P00001969,IP002387,4564582,4741623,2025-01-07T08:38:00
F00004893,P00001779,IP000000,2353642,61784,2025-03-10T12:17:00
F00004894,P00000388,IP001721,2891577,4648567,2025-01-17T07:12:00
F00004895,P00002533,IP002323,133411,889556,2025-01-07T18:42:00
F00004896,P00002490,IP001389,3629408,2792030,2025-01-01T01:20:00
F00004897,P00000003,IP001441,3775811,4599266,2025-01-25T11:16:00
F00004898,P00004001,IP000000,2725569,472396,2025-03-02T23:11:00
F00004899,P00001171,IP001888,4728118,58256,2025-02-06T07:41:00
F00004900,P00002221,IP001617,570490,4990272,2025-03-09T02:13:00
F00004901,P00004713,IP002114,1618247,4376269,2025-02-17T20:50:00
F00004902,P00003440,IP002173,4536480,1574486,2025-03-22T14:34:00
F00004903,P00003116,IP002403,3478490,667164,2025-03-05T13:14:00
F00004904,P00003383,IP001592,3733631,3984768,2025-03-13T00:49:00
F00004905,P00000544,IP001874,2669991,1553770,2025-03-08T01:29:00
F00004906,P00004896,IP002336,2509530,1509343,2025-01-28T20:43:00
F00004907,P00003151,IP001464,2282297,4532052,2025-03-03T08:20:00
F00004908,P00003785,IP002229,737670,2221216,2025-02-13T07:55:00
F00004909,P00000788,IP001056,2750583,1374587,2025-01-06T08:05:00
F00004910,P00003642,IP001934,297414,3033516,2025-01-18T13:59:00
F00004911,P00000312,IP001935,2834112,2835143,2025-01-28T22:33:00
F00004912,P00000335,IP000667,2227345,2477154,2025-02-09T21:48:00
F00004913,P00004376,IP002198,4470018,3233483,2025-02-26T05:07:00
F00004914,P00003620,IP002423,3087052,209626,2025-03-06T18:36:00
F00004915,P00000830,IP002351,947118,4840282,2025-01-16T16:38:00
F00004916,P00001645,IP000254,3676270,2335285,2025-01-21T08:16:00
F00004917,P00000661,IP000689,184204,849263,2025-02-11T11:00:00
F00004918,P00001972,IP002203,2597649,1776723,2025-01-20T02:37:00
F00004919,P00004522,IP000714,4578806,630558,2025-01-30T11:03:00
F00004920,P00002544,IP000006,1483998,2616973,2025-01-25T01:56:00
F00004921,P00003889,IP000802,3000787,3691438,2025-03-01T01:40:00
F00004922,P00001515,IP000665,4039361,1906246,2025-03-07T17:38:00
F00004923,P00001905,IP002336,96613,2029255,2025-02-17T17:26:00
F00004924,P00002505,IP001215,2599578,3328394,2025-03-08T08:21:00
F00004925,P00004096,IP001019,1498596,527209,2025-02-24T03:14:00
F00004926,P00000344,IP002432,2700183,2482382,2025-01-18T00:06:00
F00004927,P00004925,IP001714,853388,4086796,2025-02-14T16:35:00
F00004928,P00003772,IP000770,480212,3961613,2025-01-23T01:40:00
F00004929,P00004638,IP002346,637494,4791093,2025-01-05T01:32:00
F00004930,P00004103,IP001142,3328623,3740677,2025-03-27T13:50:00
F00004931,P00003435,IP000078,4817379,3122514,2025-02-06T22:43:00
F00004932,P00000967,IP000162,1806854,2945279,2025-01-29T13:15:00
F00004933,P00003309,IP000667,2671948,4047042,2025-03-22T11:23:00
F00004934,P00003259,IP000232,4991984,282512,2025-03-06T18:15:00
F00004935,P00001167,IP001419,3805404,4952143,2025-01-15T01:16:00
F00004936,P00002813,IP000098,459827,2154363,2025-03-21T17:34:00
F00004937,P00002439,IP001410,3577275,3206495,2025-03-07T18:53:00
F00004938,P00001951,IP001533,3765085,1311886,2025-03-30T10:27:00
F00004939,P00004070,IP000633,1571966,182452,2025-01-31T09:29:00
F00004940,P00001341,IP001307,4535584,4766831,2025-03-05T05:49:00
F00004941,P00001465,IP002299,1779395,4735023,2025-03-19T15:43:00
F00004942,P00000179,IP001882,245330,985964,2025-01-07T03:47:00
F00004943,P00001858,IP001607,242258,3828582,2025-03-03T20:44:00
F00004944,P00001513,IP000003,1280645,2342455,2025-03-23T07:46:00
F00004945,P00004255,IP000791,1181014,1907852,2025-03-03T13:36:00
F00004946,P00003813,IP001972,3067451,3527002,2025-03-21T13:23:00
F00004947,P00004026,IP001109,3153275,3254572,2025-02-22T17:42:00
F00004948,P00004467,IP000762,2326108,979492,2025-02-15T13:31:00
F00004949,P00002404,IP000639,3511287,4710712,2025-01-14T15:56:00
F00004950,P00004950,IP002254,295869,4082888,2025-03-23T10:34:00
F00004951,P00003615,IP001170,3667671,2890068,2025-02-12T12:06:00
F00004952,P00004338,IP001798,4606622,3118246,2025-01-25T15:10:00
F00004953,P00003231,IP001501,736244,4880315,2025-02-10T14:31:00
F00004954,P00001470,IP001836,4763288,2030746,2025-03-15T02:40:00
F00004955,P00002173,IP000521,4693430,3046865,2025-01-25T21:11:00
F00004956,P00000747,IP000591,1540125,4373647,2025-02-09T02:06:00
F00004957,P00004018,IP000851,2736742,904908,2025-03-11T17:51:00
F00004958,P00000708,IP001968,4448500,3299352,2025-03-06T18:11:00
F00004959,P00001970,IP000278,2296360,2387868,2025-03-04T05:56:00
F00004960,P00004585,IP001987,3702118,2521478,2025-01-24T07:23:00
F00004961,P00003644,IP000806,4900611,3739477,2025-01-09T16:17:00
F00004962,P00000633,IP000074,1621304,564733,2025-02-28T09:24:00
F00004963,P00004291,IP000733,4171766,4080711,2025-02-01T15:09:00
F00004964,P00004657,IP000224,3437801,4524571,2025-01-25T11:13:00
F00004965,P00004141,IP001564,3675066,2371734,2025-01-20T09:53:00
F00004966,P00001431,IP001353,255164,2721382,2025-03-25T06:08:00
F00004967,P00003855,IP001212,3384362,1471786,2025-02-16T04:37:00
F00004968,P00001181,IP001659,1755313,2196760,2025-02-02T13:19:00
F00004969,P00003333,IP002176,3394867,2667562,2025-01-18T16:45:00
F00004970,P00000928,IP000351,1112722,534253,2025-01-10T00:25:00
F00004971,P00002400,IP000956,4372768,1051633,2025-03-31T20:32:00
F00004972,P00004110,IP001983,393464,4459838,2025-02-11T04:42:00
F00004973,P00003523,IP001749,2641856,906409,2025-01-20T12:50:00
F00004974,P00002076,IP001678,445210,859766,2025-03-25T10:18:00
F00004975,P00004048,IP000005,4753659,1987554,2025-04-01T01:17:00
F00004976,P00003397,IP000438,2808348,3100426,2025-03-11T09:10:00
F00004977,P00001351,IP001262,653090,1121818,2025-03-01T20:17:00
F00004978,P00002154,IP001532,2808975,1293386,2025-02-20T00:04:00
F00004979,P00004924,IP001991,4708047,3794546,2025-02-17T11:55:00
F00004980,P00001602,IP000469,3182613,4555057,2025-01-17T17:42:00
F00004981,P00001953,IP000736,1334769,3885039,2025-01-04T10:05:00
F00004982,P00001018,IP000330,4198449,421103,2025-03-22T00:47:00
F00004983,P00000490,IP001138,4352412,432039,2025-01-18T17:13:00
F00004984,P00000261,IP002185,2130900,3714900,2025-01-24T15:00:00
F00004985,P00002580,IP001363,3019202,3746826,2025-01-14T04:40:00
F00004986,P00003980,IP000887,1255663,4701050,2025-01-30T03:04:00
F00004987,P00001478,IP002483,572936,1579094,2025-03-12T13:56:00
F00004988,P00001043,IP000271,4612091,2022095,2025-02-10T23:29:00
F00004989,P00003406,IP001075,4341425,2088542,2025-01-12T04:08:00
F00004990,P00002935,IP000040,4398815,2277896,2025-01-11T12:29:00
F00004991,P00003195,IP002036,1730755,1159447,2025-01-18T19:46:00
F00004992,P00004731,IP001856,2647842,4282239,2025-01-07T06:37:00
F00004993,P00002235,IP001748,1188520,3977825,2025-01-13T12:58:00
F00004994,P00000876,IP000776,3911167,447446,2025-02-04T18:50:00
F00004995,P00001176,IP001224,3291528,4405937,2025-03-15T16:10:00
F00004996,P00002266,IP002219,244212,514155,2025-01-12T19:50:00
F00004997,P00003109,IP000115,4812351,2490778,2025-01-12T01:36:00
F00004998,P00003828,IP000223,3495367,1233561,2025-01-07T14:44:00
F00004999,P00003487,IP001358,4211451,4462112,2025-01-16T00:46:00
F00005000,P00004638,IP002046,1488583,2244783,2025-01-05T01:32:00
F00005001,P00002194,IP001592,2034432,688825,2025-01-07T04:40:00
F00005002,P00001165,IP001147,1172716,359758,2025-02-11T07:54:00
F00005003,P00004744,IP001878,2564589,4915029,2025-02-27T15:41:00
F00005004,P00002012,IP000181,4940042,4325841,2025-02-07T06:29:00
F00005005,P00000754,IP000586,1160947,319340,2025-03-03T21:32:00
F00005006,P00001488,IP000303,2862544,808274,2025-02-01T05:40:00
F00005007,P00001134,IP002079,2969259,656607,2025-02-07T01:49:00
F00005008,P00001722,IP001142,268907,2723894,2025-02-17T19:35:00
F00005009,P00002381,IP001588,2784343,1385611,2025-03-22T02:29:00
F00005010,P00001883,IP000005,4508312,3791904,2025-04-01T20:42:00
F00005011,P00004080,IP000316,452581,387961,2025-03-04T04:22:00
F00005012,P00001684,IP001765,223066,3991450,2025-02-15T13:32:00
F00005013,P00001981,IP001901,4273869,2407043,2025-03-02T13:41:00
F00005014,P00001964,IP001915,2152463,4462278,2025-01-31T20:36:00
F00005015,P00002536,IP000897,651249,519024,2025-03-29T07:11:00
F00005016,P00001710,IP000950,4569832,2969490,2025-01-12T03:12:00
F00005017,P00002109,IP001780,4035861,1980784,2025-02-10T01:56:00
F00005018,P00000451,IP002244,2876134,4513654,2025-02-23T07:47:00
F00005019,P00001425,IP001731,2328931,2862906,2025-02-24T20:22:00
F00005020,P00004935,IP001718,4576278,1245932,2025-01-16T15:45:00
F00005021,P00001135,IP000381,1142517,670560,2025-01-01T15:47:00
F00005022,P00001222,IP001497,4206184,4209636,2025-01-17T00:31:00
F00005023,P00004257,IP000689,1728139,175892,2025-03-05T06:09:00
F00005024,P00003909,IP001094,931768,1070505,2025-03-12T07:32:00
F00005025,P00002702,IP001689,3779401,490746,2025-02-19T02:02:00
F00005026,P00003745,IP000763,2517733,2127899,2025-01-01T02:46:00
F00005027,P00002814,IP001920,2733742,3675196,2025-03-10T02:49:00
F00005028,P00000568,IP000451,3136259,3483146,2025-02-17T00:16:00
F00005029,P00004312,IP000863,982506,348128,2025-01-27T04:19:00
F00005030,P00001069,IP001585,2480357,2661712,2025-01-11T12:02:00
F00005031,P00004926,IP001758,1936430,4797434,2025-03-06T03:20:00
F00005032,P00002291,IP002164,2405192,3113763,2025-02-21T12:53:00
F00005033,P00004206,IP000407,105429,4802872,2025-02-19T20:38:00
F00005034,P00000119,IP001418,4653973,2893804,2025-02-19T22:33:00
F00005035,P00004124,IP000553,3171069,1597291,2025-01-17T07:23:00
F00005036,P00001535,IP001939,2935847,289178,2025-03-16T14:40:00
F00005037,P00001534,IP000290,1297060,3262135,2025-01-28T20:25:00
F00005038,P00002504,IP000027,1451238,1974168,2025-01-12T02:00:00
F00005039,P00004503,IP000665,4331055,4591582,2025-02-05T05:52:00
F00005040,P00000254,IP001780,3474477,2580101,2025-01-02T03:17:00
F00005041,P00004662,IP000171,3177330,2624829,2025-01-22T22:03:00
F00005042,P00004741,IP000010,981531,4724527,2025-03-19T16:40:00
F00005043,P00003315,IP001094,1850839,2010665,2025-01-31T16:05:00
F00005044,P00002830,IP000773,4875109,2796073,2025-03-18T03:28:00
F00005045,P00000218,IP000316,1012805,4267981,2025-02-14T10:30:00
F00005046,P00003863,IP000000,34658,336350,2025-02-12T07:41:00
F00005047,P00004403,IP000732,1072367,461931,2025-02-16T05:11:00
F00005048,P00002940,IP000683,356704,4544946,2025-03-02T09:14:00
F00005049,P00004804,IP001471,3216936,413603,2025-01-02T15:21:00
F00005050,P00004334,IP000124,2445056,3562433,2025-03-14T15:49:00
F00005051,P00003137,IP001830,977639,130158,2025-03-01T22:48:00
F00005052,P00000754,IP002197,1521349,2210973,2025-03-03T21:32:00
F00005053,P00003815,IP002315,835759,1021590,2025-01-01T01:43:00
F00005054,P00003990,IP000180,3289797,3512494,2025-02-24T01:03:00
F00005055,P00002655,IP001650,4319335,4453182,2025-01-28T03:51:00
F00005056,P00004117,IP001759,324957,1533578,2025-03-27T06:00:00
F00005057,P00003808,IP000806,1016085,3562850,2025-03-26T05:40:00
F00005058,P00000162,IP001426,446358,1289641,2025-01-29T10:04:00
F00005059,P00002501,IP001393,131009,3304509,2025-03-09T07:27:00
F00005060,P00001632,IP001896,510089,2931642,2025-01-16T18:47:00
F00005061,P00001265,IP001127,738390,3585901,2025-02-15T15:19:00
F00005062,P00004984,IP001285,3617818,2514804,2025-02-08T03:30:00
F00005063,P00003125,IP001551,3915942,3326563,2025-03-06T23:21:00
F00005064,P00002083,IP000491,2332541,1391094,2025-02-12T06:36:00
F00005065,P00004137,IP000071,42402,113423,2025-03-31T12:39:00
F00005066,P00000898,IP001816,2207042,1605349,2025-03-14T15:09:00
F00005067,P00003664,IP002003,818967,144698,2025-03-02T11:11:00
F00005068,P00003888,IP000730,1597903,1513730,2025-02-28T13:30:00
F00005069,P00001206,IP002220,1870871,1872429,2025-03-11T17:11:00
F00005070,P00003939,IP000673,1185255,1753928,2025-03-23T05:30:00
F00005071,P00001927,IP000181,969838,2871583,2025-03-28T12:52:00
F00005072,P00002260,IP002022,3396351,3096114,2025-01-30T23:52:00
F00005073,P00003783,IP001726,3666640,658629,2025-01-18T10:07:00
F00005074,P00000346,IP000206,299869,159431,2025-03-08T22:09:00
F00005075,P00002879,IP000502,4443265,3197916,2025-01-17T00:02:00
F00005076,P00001332,IP001098,4190825,2002706,2025-02-21T21:02:00
F00005077,P00001763,IP000844,2528224,4263169,2025-02-26T20:22:00
F00005078,P00004734,IP000229,1077116,3311553,2025-02-01T07:56:00
F00005079,P00004823,IP001592,1889956,723121,2025-01-21T04:58:00
F00005080,P00002621,IP001423,2944319,4409942,2025-02-03T03:14:00
F00005081,P00000391,IP002061,4034294,3108355,2025-01-03T07:06:00
F00005082,P00004081,IP001887,2755674,826444,2025-03-16T12:10:00
F00005083,P00001736,IP000914,4626921,1139342,2025-01-14T10:58:00
F00005084,P00001577,IP002201,2356185,2303708,2025-03-25T06:30:00
F00005085,P00002098,IP001309,138714,884244,2025-02-28T11:41:00
F00005086,P00001622,IP000358,2051522,4249342,2025-03-16T01:10:00
F00005087,P00003005,IP001221,915647,4606751,2025-03-14T02:28:00
F00005088,P00002528,IP000924,1349284,3380237,2025-02-26T02:23:00
F00005089,P00002292,IP001857,385389,551410,2025-01-20T09:11:00
F00005090,P00003849,IP001838,2093891,1917188,2025-02-20T08:04:00
F00005091,P00003990,IP000273,396201,3542031,2025-02-24T01:03:00
F00005092,P00002960,IP000181,2902517,2470656,2025-03-24T05:35:00
F00005093,P00004628,IP000753,3967721,4845353,2025-02-15T15:18:00
F00005094,P00001908,IP000155,4479604,1306959,2025-03-19T22:14:00
F00005095,P00003179,IP001968,3924906,2630315,2025-03-11T17:20:00
F00005096,P00003427,IP002448,2280,3643025,2025-01-20T13:20:00
F00005097,P00000180,IP002070,3637833,3256591,2025-01-06T12:28:00
F00005098,P00000087,IP001472,3223157,3380070,2025-02-08T16:15:00
F00005099,P00000821,IP002277,1567650,4619264,2025-01-07T14:25:00
F00005100,P00004728,IP000356,146043,4033427,2025-03-24T17:11:00
F00005101,P00002565,IP001246,1840306,3028733,2025-01-19T09:24:00
F00005102,P00004604,IP000091,4908748,4136060,2025-02-23T07:04:00
F00005103,P00002635,IP000811,3166105,1662920,2025-03-06T05:08:00
F00005104,P00000924,IP002368,1129480,4207753,2025-01-16T23:44:00
F00005105,P00004847,IP002371,792333,4328657,2025-01-07T12:20:00
F00005106,P00003311,IP001945,2682443,3310991,2025-01-12T22:12:00
F00005107,P00004468,IP001025,2660590,2305758,2025-02-26T02:44:00
F00005108,P00004845,IP001145,1422608,1447462,2025-03-13T05:45:00
F00005109,P00000234,IP002325,4809971,1284958,2025-01-08T04:59:00
F00005110,P00002771,IP002165,2018383,456996,2025-03-19T15:40:00
F00005111,P00000088,IP001432,4485468,495505,2025-04-01T13:18:00
F00005112,P00004520,IP001508,3403453,2060414,2025-02-14T09:59:00
F00005113,P00002080,IP000396,328796,4252729,2025-02-17T01:48:00
F00005114,P00004241,IP000952,2434947,4676913,2025-01-29T22:33:00
F00005115,P00004475,IP000349,1563899,3696523,2025-01-09T21:58:00
F00005116,P00001340,IP001812,4245321,1759220,2025-01-22T06:44:00
F00005117,P00002363,IP002387,1576380,1155053,2025-03-15T12:49:00
F00005118,P00004111,IP002281,746099,3239006,2025-01-13T09:52:00
F00005119,P00003881,IP002011,3791026,786879,2025-02-16T07:17:00
F00005120,P00000976,IP000004,364630,1463944,2025-01-23T02:51:00
F00005121,P00000436,IP002012,1835292,3663820,2025-02-08T08:00:00
F00005122,P00000541,IP001308,3816912,2195461,2025-03-20T08:37:00
F00005123,P00000864,IP000271,4210896,2281721,2025-03-02T06:53:00
F00005124,P00004329,IP000000,237212,128927,2025-03-31T00:44:00
F00005125,P00000739,IP000241,1413645,985159,2025-01-04T05:28:00
F00005126,P00002263,IP002411,154686,2141386,2025-01-28T15:19:00
F00005127,P00000065,IP001012,4787598,1356207,2025-03-15T17:00:00
F00005128,P00000892,IP002287,654486,4867321,2025-01-10T14:33:00
F00005129,P00001228,IP002015,1235335,2236188,2025-02-15T16:23:00
F00005130,P00002364,IP001836,3527525,2424334,2025-03-18T23:04:00
F00005131,P00002640,IP002120,2602634,3575950,2025-02-01T06:02:00
F00005132,P00004594,IP000404,3131562,4574680,2025-02-21T13:01:00
F00005133,P00001606,IP001626,2753999,3717296,2025-01-24T12:27:00
F00005134,P00002535,IP000182,4953966,874722,2025-03-08T17:11:00
F00005135,P00002387,IP000486,1552985,125345,2025-03-18T13:20:00
F00005136,P00004185,IP000912,4380356,1101516,2025-03-03T19:18:00
F00005137,P00003079,IP000496,4752745,3943597,2025-03-26T16:37:00
F00005138,P00004380,IP002378,3175991,4558869,2025-03-13T01:28:00
F00005139,P00000577,IP001651,3451379,4867731,2025-02-18T07:00:00
F00005140,P00000968,IP002351,4752452,1324016,2025-03-01T15:59:00
F00005141,P00003748,IP000109,4214207,3559591,2025-01-12T05:19:00
F00005142,P00003086,IP001214,4521752,3558669,2025-02-12T13:41:00
F00005143,P00003040,IP001842,3710479,2682352,2025-03-01T00:16:00
F00005144,P00004918,IP001900,4114198,3638079,2025-03-10T16:30:00
F00005145,P00003951,IP002076,131550,329208,2025-03-15T04:48:00
F00005146,P00003787,IP001685,4399705,1116650,2025-03-21T13:40:00
F00005147,P00001574,IP001016,3984316,1971405,2025-03-04T09:38:00
F00005148,P00001834,IP001142,3922796,2370074,2025-03-06T00:12:00
F00005149,P00000764,IP000719,3640750,4183949,2025-03-25T00:18:00
F00005150,P00004607,IP001383,3764849,437926,2025-02-18T18:48:00
F00005151,P00003659,IP002230,3087757,2193835,2025-02-14T09:25:00
F00005152,P00003298,IP000005,1303738,682538,2025-01-16T19:38:00
F00005153,P00003767,IP000860,1135029,559665,2025-03-20T20:08:00
F00005154,P00002036,IP001360,4311435,3681101,2025-01-28T07:55:00
F00005155,P00004591,IP002080,4406493,126358,2025-02-27T23:21:00
F00005156,P00001346,IP000640,4936110,2906855,2025-03-19T08:34:00
F00005157,P00002733,IP002047,3341673,1828714,2025-03-02T20:34:00
F00005158,P00000451,IP002201,1806030,4178990,2025-02-23T07:47:00
F00005159,P00000261,IP002384,574141,85241,2025-01-24T15:00:00
F00005160,P00003419,IP000340,2900803,2365954,2025-03-27T00:24:00
F00005161,P00001841,IP001202,660549,4722519,2025-03-05T11:44:00
F00005162,P00004030,IP001860,25670,4579850,2025-03-28T01:07:00
F00005163,P00002336,IP001626,4093624,1040634,2025-03-23T19:37:00
F00005164,P00000915,IP000648,2459146,4432865,2025-03-30T14:07:00
F00005165,P00002590,IP001544,2010043,2148381,2025-02-06T12:19:00
F00005166,P00001655,IP000192,2102345,875577,2025-03-30T16:37:00
F00005167,P00003420,IP001604,3818172,1497425,2025-01-31T09:28:00
F00005168,P00002179,IP000006,1375399,4694691,2025-03-08T19:09:00
F00005169,P00004034,IP001010,1196926,847672,2025-02-09T02:10:00
F00005170,P00003048,IP001630,3555543,3765049,2025-03-17T08:20:00
F00005171,P00000506,IP000313,4285056,3901540,2025-01-08T10:10:00
F00005172,P00000972,IP000029,2246226,2798603,2025-01-05T18:36:00
F00005173,P00004998,IP002451,1331315,378155,2025-02-24T19:30:00
F00005174,P00003902,IP002112,4616493,187561,2025-01-01T02:13:00
F00005175,P00001227,IP000992,877803,4657877,2025-03-01T00:35:00
F00005176,P00004772,IP000132,2627208,293220,2025-01-03T10:46:00
F00005177,P00001563,IP001576,914302,754047,2025-03-02T04:35:00
F00005178,P00003880,IP000368,4047357,2153947,2025-03-14T09:03:00
F00005179,P00000720,IP001414,3055314,2516918,2025-01-02T02:05:00
F00005180,P00002684,IP000750,2074768,1731816,2025-03-25T19:32:00
F00005181,P00002787,IP000307,3481587,2530859,2025-01-21T04:48:00
F00005182,P00000713,IP001682,3407294,1622298,2025-01-23T12:47:00
F00005183,P00000192,IP001564,1676183,1952050,2025-02-23T23:17:00
F00005184,P00004198,IP001260,4269626,3352291,2025-01-07T02:35:00
F00005185,P00002726,IP000007,2471004,2197124,2025-03-11T17:10:00
F00005186,P00001710,IP001298,12142,539461,2025-01-12T03:12:00
F00005187,P00004642,IP001498,1937856,3335527,2025-03-12T04:13:00
F00005188,P00002127,IP001609,3650457,3582024,2025-02-09T10:01:00
F00005189,P00003931,IP000405,1744596,2220880,2025-01-27T04:52:00
F00005190,P00000528,IP001401,1255871,2298850,2025-03-25T02:38:00
F00005191,P00002256,IP001774,2304465,4898840,2025-03-29T14:44:00
F00005192,P00000531,IP001295,1812612,2903360,2025-01-25T15:10:00
F00005193,P00000200,IP001087,1647040,2945817,2025-03-10T09:44:00
F00005194,P00000621,IP001135,329540,3176136,2025-03-19T19:35:00
F00005195,P00001709,IP002461,2160097,3389298,2025-01-24T01:00:00
F00005196,P00002981,IP000837,1214582,3823273,2025-01-12T17:18:00
F00005197,P00000702,IP001225,4889352,870030,2025-02-01T16:18:00
F00005198,P00001416,IP001147,1975786,4332334,2025-03-26T11:22:00
F00005199,P00002173,IP000105,4705362,822226,2025-01-25T21:11:00
F00005200,P00004717,IP000070,3039862,408584,2025-02-03T06:04:00
F00005201,P00004961,IP001569,1772335,2006076,2025-03-26T05:40:00
F00005202,P00004641,IP000620,2045837,3280291,2025-03-30T14:22:00
F00005203,P00001041,IP000901,1124938,4634013,2025-01-24T12:12:00
F00005204,P00003510,IP000490,932230,1416329,2025-01-18T09:50:00
F00005205,P00002400,IP000442,1174452,4285491,2025-03-31T20:32:00
F00005206,P00001735,IP000000,3587105,1452872,2025-02-25T12:52:00
F00005207,P00001957,IP000461,4297848,1777173,2025-02-24T21:08:00
F00005208,P00001392,IP000474,3476608,4142956,2025-01-11T08:25:00
F00005209,P00004673,IP001843,3355347,1026371,2025-03-05T11:59:00
F00005210,P00004694,IP002012,716290,796032,2025-02-04T06:58:00
F00005211,P00003869,IP000611,1989380,1916003,2025-02-10T23:52:00
F00005212,P00002672,IP001019,1758020,3031507,2025-03-16T13:30:00
F00005213,P00001689,IP001529,2074038,2954738,2025-02-01T00:42:00
F00005214,P00003537,IP002225,3862229,1151702,2025-02-24T08:33:00
F00005215,P00002548,IP000090,2287302,235302,2025-01-27T05:22:00
F00005216,P00004706,IP001091,3743965,4164405,2025-01-11T08:54:00
F00005217,P00000737,IP001757,4618926,1390828,2025-03-03T22:37:00
F00005218,P00004356,IP002204,1452928,650349,2025-03-09T17:23:00
F00005219,P00004392,IP001188,2394455,3239456,2025-03-30T16:24:00
F00005220,P00004484,IP000396,3356993,1632411,2025-01-04T23:48:00
F00005221,P00003075,IP001999,32851,1777893,2025-03-16T14:11:00
F00005222,P00004285,IP001166,3684415,1935221,2025-02-05T23:53:00
F00005223,P00001159,IP000665,1826287,1166530,2025-01-18T09:30:00
F00005224,P00001131,IP001772,1677379,3800065,2025-02-22T15:44:00
F00005225,P00004556,IP001608,4298765,659386,2025-01-10T10:59:00
F00005226,P00001298,IP000426,2463030,2871951,2025-03-03T10:05:00
F00005227,P00001117,IP001987,4542487,2349829,2025-02-06T20:14:00
F00005228,P00003906,IP000030,2328117,2165702,2025-02-11T02:52:00
F00005229,P00003814,IP000369,3714379,3559002,2025-01-15T13:35:00
F00005230,P00002557,IP001101,654040,29395,2025-02-06T06:00:00
F00005231,P00002819,IP001226,282171,3244023,2025-02-23T18:05:00
F00005232,P00002635,IP001432,1819780,1481437,2025-03-06T05:08:00
F00005233,P00004743,IP000525,2248923,2507471,2025-03-06T11:24:00
F00005234,P00002200,IP000950,2330064,3139159,2025-01-31T13:55:00
F00005235,P00000972,IP002405,3095834,2678164,2025-01-05T18:36:00
F00005236,P00000042,IP002472,3771301,4050271,2025-01-27T23:41:00
