process_id,asset_id,command,started_at,parent_pid,pid
P00002348,AST000055,ssh,2025-02-19T05:15:00,9527,42092
P00002349,AST000435,chrome.exe,2025-01-13T05:59:00,33296,44734
P00002350,AST000728,kubectl,2025-01-07T14:40:00,72128,24139
P00002351,AST000893,ssh,2025-03-15T03:42:00,82101,63705
P00002352,AST000869,powershell.exe,2025-03-13T21:59:00,81420,27737
P00002353,AST001074,/usr/bin/python,2025-02-03T09:54:00,15182,31832
P00002354,AST000622,kubectl,2025-03-12T00:10:00,58646,25537
P00002355,AST000701,ssh,2025-02-08T08:06:00,87440,72227
P00002356,AST001082,/usr/bin/python,2025-01-18T13:54:00,27783,30737
P00002357,AST001321,/bin/bash,2025-02-17T20:58:00,7000,13531
P00002358,AST001366,/usr/bin/python,2025-02-17T15:24:00,79388,6324
P00002359,AST001039,/usr/bin/git,2025-02-17T19:16:00,92740,8598
P00002360,AST000592,powershell.exe,2025-02-06T19:35:00,2068,93770
P00002361,AST000927,powershell.exe,2025-02-02T19:53:00,52804,99219
P00002362,AST001224,/usr/bin/git,2025-04-01T19:33:00,82047,55246
P00002363,AST001278,node,2025-03-15T12:49:00,72444,84215
P00002364,AST001238,ssh,2025-03-18T23:04:00,11752,68547
P00002365,AST000605,java,2025-01-19T18:16:00,75928,50444
P00002366,AST001304,powershell.exe,2025-03-14T08:28:00,43301,74200
P00002367,AST000210,kubectl,2025-02-07T00:43:00,40580,74743
P00002368,AST001267,chrome.exe,2025-01-25T05:58:00,14203,24342
P00002369,AST000456,curl,2025-02-07T04:49:00,52981,74013
P00002370,AST001146,/usr/bin/git,2025-01-08T13:55:00,91709,3109
P00002371,AST001142,curl,2025-03-02T05:17:00,83918,15529
P00002372,AST000936,ssh,2025-02-23T01:02:00,22796,98309
P00002373,AST000442,chrome.exe,2025-02-09T19:10:00,68157,79625
P00002374,AST000451,/usr/bin/git,2025-02-11T22:52:00,47423,85321
P00002375,AST000499,kubectl,2025-03-08T04:43:00,99224,2393
P00002376,AST000583,curl,2025-01-01T11:45:00,86978,15540
P00002377,AST000291,/usr/bin/git,2025-03-30T19:19:00,56905,44840
P00002378,AST000061,curl,2025-03-12T05:01:00,77400,47118
P00002379,AST001115,curl,2025-03-28T05:00:00,86628,34970
P00002380,AST000191,/usr/bin/git,2025-03-12T13:03:00,49585,45282
P00002381,AST000833,chrome.exe,2025-03-22T02:29:00,1958,73735
P00002382,AST000986,powershell.exe,2025-02-24T03:21:00,24942,69372
P00002383,AST000642,/bin/bash,2025-03-15T11:29:00,33022,25271
P00002384,AST000546,powershell.exe,2025-02-21T18:28:00,31537,77119
P00002385,AST000636,/usr/bin/python,2025-03-07T09:16:00,3861,21627
P00002386,AST000979,/usr/bin/python,2025-01-29T00:02:00,87519,67457
P00002387,AST000889,curl,2025-03-18T13:20:00,8206,7328
P00002388,AST000239,chrome.exe,2025-02-19T17:11:00,9838,10744
P00002389,AST001368,java,2025-01-25T20:53:00,3341,6380
P00002390,AST000135,/usr/bin/python,2025-02-18T18:00:00,80225,85072
P00002391,AST000571,/usr/bin/git,2025-01-11T10:00:00,9590,96795
P00002392,AST000658,curl,2025-01-07T15:28:00,23225,82614
P00002393,AST001068,ssh,2025-01-26T19:52:00,84158,53988
P00002394,AST001284,java,2025-01-19T01:43:00,28903,83658
P00002395,AST000573,ssh,2025-02-04T00:34:00,57757,58124
P00002396,AST001226,powershell.exe,2025-02-06T13:20:00,7627,93726
P00002397,AST000919,curl,2025-01-18T13:45:00,88001,17143
P00002398,AST001221,/usr/bin/python,2025-01-18T11:45:00,72806,12167
P00002399,AST001007,curl,2025-03-22T16:11:00,6252,21198
P00002400,AST001157,/bin/bash,2025-03-31T20:32:00,34544,3079
P00002401,AST000813,kubectl,2025-03-09T23:01:00,34446,8902
P00002402,AST000399,ssh,2025-01-26T06:55:00,30424,11789
P00002403,AST000271,powershell.exe,2025-02-10T12:12:00,26558,45285
P00002404,AST000821,kubectl,2025-01-14T15:56:00,10375,60950
P00002405,AST000021,/bin/bash,2025-01-27T05:36:00,10302,79126
P00002406,AST000334,/bin/bash,2025-01-01T12:57:00,28688,98448
P00002407,AST000864,java,2025-01-31T17:31:00,17349,61406
P00002408,AST001015,java,2025-03-11T19:34:00,49281,15994
P00002409,AST000389,/bin/bash,2025-01-28T15:16:00,87540,71558
P00002410,AST000607,/usr/bin/git,2025-02-09T09:01:00,6447,95256
P00002411,AST000345,/usr/bin/python,2025-03-16T11:01:00,18462,51950
P00002412,AST000602,/bin/bash,2025-03-07T01:28:00,56513,36196
P00002413,AST000583,ssh,2025-01-07T08:04:00,26856,89497
P00002414,AST000512,ssh,2025-01-14T13:35:00,70017,14292
P00002415,AST000290,kubectl,2025-03-01T17:03:00,22324,24564
P00002416,AST000153,/bin/bash,2025-01-02T05:30:00,64432,77300
P00002417,AST001098,chrome.exe,2025-01-24T03:29:00,34223,68182
P00002418,AST000859,kubectl,2025-01-22T19:32:00,44583,96378
P00002419,AST001006,ssh,2025-03-29T20:42:00,30654,99436
P00002420,AST000872,chrome.exe,2025-01-30T18:24:00,15072,67641
P00002421,AST000362,java,2025-03-11T23:15:00,53534,3921
P00002422,AST000693,ssh,2025-01-30T19:32:00,96835,3103
P00002423,AST001009,kubectl,2025-03-31T20:05:00,94265,83547
P00002424,AST000877,/bin/bash,2025-02-21T23:14:00,59451,62794
P00002425,AST001433,ssh,2025-01-08T13:44:00,30927,53195
P00002426,AST001061,java,2025-01-19T00:31:00,296,49398
P00002427,AST001107,powershell.exe,2025-01-19T02:52:00,23652,29448
P00002428,AST001288,powershell.exe,2025-02-14T11:11:00,11297,51658
P00002429,AST001390,/usr/bin/python,2025-03-26T12:29:00,43916,70757
P00002430,AST000916,node,2025-01-14T23:26:00,53076,74736
P00002431,AST000307,powershell.exe,2025-01-10T17:50:00,9536,74892
P00002432,AST000284,curl,2025-02-11T19:22:00,59864,99054
P00002433,AST001216,/usr/bin/git,2025-01-06T19:01:00,70027,89473
P00002434,AST000549,/usr/bin/git,2025-01-31T14:40:00,79818,71122
P00002435,AST000591,powershell.exe,2025-03-11T00:33:00,16630,5052
P00002436,AST000677,chrome.exe,2025-01-05T20:39:00,86811,71178
P00002437,AST000887,node,2025-03-18T23:36:00,66501,38355
P00002438,AST001327,/usr/bin/git,2025-01-17T10:10:00,44266,96493
P00002439,AST001248,/bin/bash,2025-03-07T18:53:00,84840,11111
P00002440,AST000580,kubectl,2025-02-14T15:25:00,66524,60115
P00002441,AST000073,ssh,2025-03-30T22:21:00,12015,46884
P00002442,AST000366,curl,2025-01-31T18:34:00,58666,51283
P00002443,AST000978,powershell.exe,2025-01-26T18:24:00,3437,80785
P00002444,AST000925,/bin/bash,2025-02-05T12:59:00,80482,8420
P00002445,AST001473,ssh,2025-03-22T22:39:00,64868,80110
P00002446,AST001089,kubectl,2025-03-05T13:07:00,19650,81841
P00002447,AST001176,ssh,2025-02-25T17:15:00,94181,20273
P00002448,AST000265,/usr/bin/git,2025-02-10T17:37:00,25711,64837
P00002449,AST000078,java,2025-03-24T18:09:00,89334,68832
P00002450,AST000001,powershell.exe,2025-02-21T21:57:00,89436,82046
P00002451,AST000486,node,2025-02-17T01:46:00,3919,87075
P00002452,AST000738,/usr/bin/git,2025-02-19T13:00:00,43500,89964
P00002453,AST000935,/usr/bin/python,2025-03-14T01:18:00,88213,16461
P00002454,AST000343,powershell.exe,2025-02-05T18:29:00,97842,45009
P00002455,AST000767,powershell.exe,2025-02-04T08:34:00,68628,51634
P00002456,AST000943,chrome.exe,2025-03-17T13:27:00,18397,46371
P00002457,AST001252,chrome.exe,2025-02-07T06:20:00,83093,17545
P00002458,AST001399,node,2025-03-10T19:39:00,51300,29223
P00002459,AST000398,/bin/bash,2025-03-11T19:32:00,44589,53171
P00002460,AST000336,java,2025-02-03T02:43:00,24459,69966
P00002461,AST000691,java,2025-03-03T06:04:00,50998,22078
P00002462,AST001178,/usr/bin/git,2025-01-22T13:46:00,29053,91142
P00002463,AST000455,/usr/bin/git,2025-02-13T18:04:00,89973,48603
P00002464,AST000209,/bin/bash,2025-01-29T17:13:00,73392,93241
P00002465,AST000801,/usr/bin/python,2025-02-17T12:29:00,84650,64277
P00002466,AST001062,kubectl,2025-02-03T13:11:00,42517,2148
P00002467,AST001249,node,2025-02-11T16:38:00,34303,29487
P00002468,AST000015,/usr/bin/git,2025-01-25T10:27:00,15726,88629
P00002469,AST001049,/bin/bash,2025-03-15T02:32:00,63075,78612
P00002470,AST000991,chrome.exe,2025-01-22T01:36:00,68360,92464
P00002471,AST000683,node,2025-03-16T08:03:00,4941,11373
P00002472,AST000745,node,2025-01-27T13:27:00,11562,42730
P00002473,AST000601,java,2025-02-28T03:40:00,42961,26615
P00002474,AST000219,java,2025-01-28T05:55:00,81184,28210
P00002475,AST000859,/bin/bash,2025-03-02T17:54:00,31215,55969
P00002476,AST000916,/usr/bin/python,2025-02-10T01:33:00,81366,34932
P00002477,AST000306,/bin/bash,2025-03-31T21:57:00,37157,11521
P00002478,AST000072,ssh,2025-02-15T06:03:00,50192,80803
P00002479,AST001083,/usr/bin/git,2025-01-16T23:45:00,68646,62082
P00002480,AST001149,powershell.exe,2025-01-08T20:39:00,99322,62754
P00002481,AST000013,powershell.exe,2025-02-04T12:19:00,30804,67504
P00002482,AST001078,curl,2025-03-13T11:53:00,21338,18037
P00002483,AST000677,curl,2025-03-13T14:36:00,7651,42626
P00002484,AST001195,ssh,2025-03-06T14:10:00,70637,58060
P00002485,AST000572,powershell.exe,2025-02-08T05:43:00,64581,92650
P00002486,AST000691,node,2025-03-07T11:30:00,70956,82960
P00002487,AST000695,java,2025-03-17T14:24:00,41593,93511
P00002488,AST001256,kubectl,2025-02-06T06:04:00,16895,40016
P00002489,AST001258,curl,2025-01-16T02:49:00,43555,3428
P00002490,AST000278,/usr/bin/python,2025-01-01T01:20:00,20440,40318
P00002491,AST000762,/usr/bin/git,2025-03-23T07:50:00,84849,30520
P00002492,AST000148,/bin/bash,2025-01-31T04:28:00,42727,41699
P00002493,AST000141,java,2025-01-27T00:11:00,44556,63083
P00002494,AST000069,curl,2025-03-08T06:57:00,72817,96851
P00002495,AST000373,node,2025-03-29T03:25:00,39750,37372
P00002496,AST001064,curl,2025-03-09T21:03:00,50571,76965
P00002497,AST001269,ssh,2025-03-04T04:55:00,90487,29209
P00002498,AST000866,ssh,2025-02-27T21:45:00,94289,38460
P00002499,AST001317,/usr/bin/python,2025-02-22T05:06:00,17005,48110
P00002500,AST001055,java,2025-04-01T05:43:00,37738,27513
P00002501,AST000142,powershell.exe,2025-03-09T07:27:00,92743,71319
P00002502,AST000216,/bin/bash,2025-01-18T06:29:00,16554,26338
P00002503,AST001242,/usr/bin/python,2025-01-19T22:01:00,82171,40059
P00002504,AST001278,curl,2025-01-12T02:00:00,96770,1163
P00002505,AST000184,curl,2025-03-08T08:21:00,34393,64264
P00002506,AST000327,ssh,2025-01-27T18:52:00,45221,3275
P00002507,AST001090,curl,2025-01-22T16:05:00,67985,92658
P00002508,AST000178,powershell.exe,2025-03-27T15:33:00,23681,45986
P00002509,AST000983,node,2025-03-01T10:57:00,97889,47703
P00002510,AST001151,ssh,2025-03-22T09:04:00,17783,49764
P00002511,AST000316,java,2025-03-15T01:06:00,18671,81182
P00002512,AST000184,ssh,2025-03-07T22:51:00,50124,86303
P00002513,AST001134,curl,2025-01-31T03:29:00,6960,72107
P00002514,AST000372,ssh,2025-02-26T04:07:00,23010,8399
P00002515,AST000936,chrome.exe,2025-03-29T07:20:00,58052,94104
P00002516,AST001491,/usr/bin/git,2025-01-28T19:16:00,24399,3936
P00002517,AST000667,powershell.exe,2025-01-24T05:53:00,75583,74401
P00002518,AST001259,powershell.exe,2025-01-28T14:03:00,13214,96150
P00002519,AST000874,/usr/bin/git,2025-02-11T22:26:00,9878,84032
P00002520,AST000620,kubectl,2025-01-31T18:52:00,18858,31092
P00002521,AST000341,java,2025-02-11T22:17:00,92075,32149
P00002522,AST001182,java,2025-03-11T06:56:00,72869,40478
P00002523,AST000546,ssh,2025-02-23T04:10:00,95000,84589
P00002524,AST000948,powershell.exe,2025-03-05T07:28:00,51523,38090
P00002525,AST000506,java,2025-01-03T19:29:00,34215,33378
P00002526,AST001182,/bin/bash,2025-03-05T20:51:00,23654,58666
P00002527,AST001236,/usr/bin/python,2025-03-16T14:58:00,24484,74947
P00002528,AST000357,powershell.exe,2025-02-26T02:23:00,7267,43499
P00002529,AST000504,ssh,2025-03-27T20:20:00,99582,69174
P00002530,AST001019,ssh,2025-01-15T07:18:00,92789,42944
P00002531,AST000283,kubectl,2025-03-16T19:03:00,31855,17226
P00002532,AST000305,/bin/bash,2025-01-04T23:02:00,17658,47850
P00002533,AST000813,chrome.exe,2025-01-07T18:42:00,22711,5035
P00002534,AST000091,ssh,2025-02-03T18:55:00,79506,90017
P00002535,AST000953,kubectl,2025-03-08T17:11:00,74570,57558
P00002536,AST000715,java,2025-03-29T07:11:00,87471,67514
P00002537,AST000731,kubectl,2025-01-24T08:04:00,51688,8079
P00002538,AST000082,node,2025-01-26T00:35:00,39598,31070
P00002539,AST000794,/usr/bin/git,2025-03-24T02:47:00,75216,42139
P00002540,AST000224,java,2025-02-28T02:16:00,21366,27631
P00002541,AST001490,/usr/bin/python,2025-03-15T03:11:00,19558,84367
P00002542,AST001182,java,2025-01-22T20:01:00,87033,3249
P00002543,AST000189,ssh,2025-02-08T06:47:00,36332,85788
P00002544,AST001047,/usr/bin/git,2025-01-25T01:56:00,25734,743
P00002545,AST001180,/bin/bash,2025-02-23T16:02:00,27580,90116
P00002546,AST001215,/usr/bin/git,2025-03-05T03:10:00,15096,19129
P00002547,AST000814,powershell.exe,2025-01-07T21:36:00,95913,19995
P00002548,AST000236,/bin/bash,2025-01-27T05:22:00,90019,91903
P00002549,AST000942,powershell.exe,2025-02-22T15:55:00,7013,15195
P00002550,AST001240,/bin/bash,2025-03-28T03:02:00,14774,50245
P00002551,AST000824,powershell.exe,2025-01-14T04:25:00,5486,15954
P00002552,AST001264,powershell.exe,2025-01-05T15:14:00,94765,45049
P00002553,AST001355,chrome.exe,2025-03-09T14:56:00,25946,81754
P00002554,AST001494,node,2025-01-28T01:15:00,74958,25324
P00002555,AST000883,chrome.exe,2025-02-18T11:30:00,70275,1857
P00002556,AST001352,node,2025-01-23T15:32:00,68288,13682
P00002557,AST000306,/bin/bash,2025-02-06T06:00:00,11810,37383
P00002558,AST000046,curl,2025-03-13T23:18:00,81966,68888
P00002559,AST000287,/usr/bin/git,2025-02-13T00:17:00,87153,42913
P00002560,AST000275,node,2025-01-20T20:21:00,49228,16983
P00002561,AST000035,java,2025-03-17T06:36:00,45872,94678
P00002562,AST000779,/usr/bin/python,2025-01-09T22:21:00,28131,93904
P00002563,AST001365,java,2025-03-14T20:21:00,16804,91137
P00002564,AST001194,/bin/bash,2025-03-05T00:34:00,29998,59571
P00002565,AST000242,chrome.exe,2025-01-19T09:24:00,55557,47156
P00002566,AST001125,java,2025-02-11T18:25:00,50774,40331
P00002567,AST000266,node,2025-01-28T00:55:00,9824,97440
P00002568,AST000319,ssh,2025-01-04T04:48:00,7054,55472
P00002569,AST000252,powershell.exe,2025-02-16T20:57:00,62825,30352
P00002570,AST001141,/usr/bin/python,2025-03-05T09:29:00,21805,78620
P00002571,AST001268,/bin/bash,2025-01-08T15:07:00,56522,55962
P00002572,AST001209,chrome.exe,2025-01-03T14:04:00,17038,16678
P00002573,AST000576,/bin/bash,2025-03-09T22:11:00,44878,41969
P00002574,AST000534,/usr/bin/python,2025-01-21T23:21:00,29077,92007
P00002575,AST001454,chrome.exe,2025-02-06T01:06:00,7688,16443
P00002576,AST000034,curl,2025-03-20T12:23:00,65063,74080
P00002577,AST001310,curl,2025-02-27T12:34:00,40405,81745
P00002578,AST000132,/usr/bin/git,2025-02-17T15:06:00,88745,45717
P00002579,AST000761,powershell.exe,2025-02-06T14:30:00,32257,33035
P00002580,AST000982,node,2025-01-14T04:40:00,60522,57009
P00002581,AST000005,kubectl,2025-01-15T01:30:00,7786,15633
P00002582,AST001053,chrome.exe,2025-01-16T01:19:00,3493,96658
P00002583,AST000844,/bin/bash,2025-03-12T07:50:00,58895,52350
P00002584,AST000565,powershell.exe,2025-01-12T16:41:00,55550,67769
P00002585,AST000087,kubectl,2025-03-11T00:26:00,12771,95358
P00002586,AST001372,/bin/bash,2025-02-16T15:17:00,19416,77792
P00002587,AST000062,/usr/bin/python,2025-01-14T11:41:00,60747,11167
P00002588,AST000400,curl,2025-03-07T01:26:00,59371,13425
P00002589,AST000504,chrome.exe,2025-01-07T15:46:00,43535,10547
P00002590,AST000097,kubectl,2025-02-06T12:19:00,36117,64591
P00002591,AST000614,powershell.exe,2025-01-26T13:40:00,14970,92383
P00002592,AST000402,/usr/bin/git,2025-01-04T00:35:00,57029,23919
P00002593,AST000714,java,2025-03-10T18:01:00,58566,55924
P00002594,AST001440,node,2025-02-24T20:20:00,65035,3990
P00002595,AST000418,/usr/bin/python,2025-01-16T19:09:00,43747,26178
P00002596,AST001374,curl,2025-01-26T20:43:00,20524,57703
P00002597,AST000520,curl,2025-02-25T13:26:00,19519,10445
P00002598,AST000723,kubectl,2025-03-16T02:11:00,31530,18217
P00002599,AST001432,/usr/bin/python,2025-03-02T00:38:00,7548,34965
P00002600,AST000825,/bin/bash,2025-02-23T14:31:00,40712,43397
P00002601,AST001283,/bin/bash,2025-03-17T00:51:00,15268,6729
P00002602,AST000915,ssh,2025-03-17T16:34:00,16296,33171
P00002603,AST000076,node,2025-01-03T22:21:00,76752,31026
P00002604,AST001113,/usr/bin/git,2025-03-12T02:19:00,99260,91841
P00002605,AST001448,node,2025-03-22T23:46:00,75258,496
P00002606,AST000645,/bin/bash,2025-02-01T22:47:00,41507,22660
P00002607,AST000086,/usr/bin/git,2025-02-02T20:50:00,65777,5067
P00002608,AST001207,/usr/bin/git,2025-02-08T22:04:00,65131,51873
P00002609,AST001241,chrome.exe,2025-03-09T16:49:00,84939,8635
P00002610,AST000406,ssh,2025-03-01T20:08:00,89805,15865
P00002611,AST000849,kubectl,2025-02-18T20:34:00,98292,38453
P00002612,AST000209,/bin/bash,2025-02-22T13:02:00,19457,28448
P00002613,AST000993,ssh,2025-02-06T01:40:00,62901,74944
P00002614,AST000545,powershell.exe,2025-02-01T07:57:00,99903,42347
P00002615,AST000894,kubectl,2025-01-24T07:11:00,87784,77560
P00002616,AST001218,/usr/bin/git,2025-02-07T19:53:00,14935,80125
P00002617,AST000913,node,2025-01-02T02:17:00,21646,56564
P00002618,AST001352,chrome.exe,2025-01-18T00:53:00,61246,6782
P00002619,AST001055,powershell.exe,2025-02-28T18:27:00,13854,11768
P00002620,AST000841,/usr/bin/python,2025-01-08T05:24:00,82684,86665
P00002621,AST001285,kubectl,2025-02-03T03:14:00,10970,30929
P00002622,AST000756,/usr/bin/git,2025-03-29T23:57:00,74916,67334
P00002623,AST001219,ssh,2025-03-06T19:57:00,19216,14774
P00002624,AST000171,kubectl,2025-02-26T00:45:00,66015,82145
P00002625,AST001203,kubectl,2025-02-07T22:34:00,4003,9354
P00002626,AST001119,node,2025-02-21T08:52:00,70138,18219
P00002627,AST000329,java,2025-01-16T15:24:00,68413,67358
P00002628,AST000477,kubectl,2025-03-15T15:01:00,48995,57465
P00002629,AST000023,/usr/bin/python,2025-03-11T05:53:00,3368,34113
P00002630,AST001106,ssh,2025-01-06T14:17:00,41970,62133
P00002631,AST001365,chrome.exe,2025-01-12T06:08:00,49841,73949
P00002632,AST000174,curl,2025-02-08T20:19:00,11994,85028
P00002633,AST001368,kubectl,2025-01-11T05:23:00,65495,88487
P00002634,AST001209,/usr/bin/git,2025-02-04T05:38:00,87873,55605
P00002635,AST001146,ssh,2025-03-06T05:08:00,95186,98686
P00002636,AST000803,ssh,2025-03-16T22:52:00,87109,83381
P00002637,AST000102,/usr/bin/git,2025-02-04T01:28:00,46484,30159
P00002638,AST001461,/bin/bash,2025-01-16T08:49:00,76150,55611
P00002639,AST000230,/usr/bin/python,2025-02-15T14:34:00,64797,72431
P00002640,AST001315,ssh,2025-02-01T06:02:00,37240,88467
P00002641,AST001415,chrome.exe,2025-03-12T19:03:00,43688,94847
P00002642,AST000772,ssh,2025-02-15T03:39:00,76158,86428
P00002643,AST001372,powershell.exe,2025-03-24T13:35:00,38385,83985
P00002644,AST000092,node,2025-03-19T14:23:00,79931,49424
P00002645,AST000785,node,2025-03-11T08:29:00,80191,56370
P00002646,AST000052,kubectl,2025-02-04T15:27:00,40947,19982
P00002647,AST000132,powershell.exe,2025-02-26T00:23:00,73510,44404
P00002648,AST000209,powershell.exe,2025-02-19T04:51:00,46606,76121
P00002649,AST000497,node,2025-03-22T13:52:00,71123,71758
P00002650,AST000256,/usr/bin/git,2025-01-01T17:09:00,29099,34954
P00002651,AST001094,kubectl,2025-02-21T18:10:00,29879,80588
P00002652,AST000084,node,2025-02-25T04:41:00,51799,62952
P00002653,AST000309,/usr/bin/git,2025-03-09T15:11:00,75465,9032
P00002654,AST000870,/bin/bash,2025-01-03T21:16:00,11690,39408
P00002655,AST000151,/usr/bin/git,2025-01-28T03:51:00,99181,95097
P00002656,AST000508,/usr/bin/git,2025-02-15T22:34:00,83899,21496
P00002657,AST000418,chrome.exe,2025-02-22T03:41:00,27964,62373
P00002658,AST001473,java,2025-02-22T00:00:00,24456,32687
P00002659,AST000089,kubectl,2025-02-02T10:57:00,66984,12472
P00002660,AST000820,/usr/bin/python,2025-02-12T23:54:00,21703,47327
P00002661,AST000570,powershell.exe,2025-02-08T16:54:00,34365,16427
P00002662,AST001262,java,2025-01-13T14:38:00,85235,4237
P00002663,AST000395,node,2025-03-31T09:52:00,3704,74446
P00002664,AST000852,ssh,2025-02-21T02:09:00,99039,97137
P00002665,AST000991,powershell.exe,2025-01-09T17:36:00,91776,34007
P00002666,AST001217,kubectl,2025-03-10T19:33:00,82640,5582
P00002667,AST001119,curl,2025-03-11T00:05:00,60520,72340
P00002668,AST000297,/bin/bash,2025-01-13T09:16:00,58046,35603
P00002669,AST000847,chrome.exe,2025-03-08T03:34:00,42789,81698
P00002670,AST000378,curl,2025-02-20T21:23:00,34738,71654
P00002671,AST000864,kubectl,2025-03-20T22:38:00,80925,32733
P00002672,AST001431,/usr/bin/git,2025-03-16T13:30:00,72031,57817
P00002673,AST000638,/usr/bin/git,2025-03-06T13:00:00,40941,90367
P00002674,AST000184,/usr/bin/git,2025-02-11T11:36:00,34239,41198
P00002675,AST001351,/bin/bash,2025-01-07T03:46:00,80439,17764
P00002676,AST001479,powershell.exe,2025-03-18T23:11:00,7680,90205
P00002677,AST000978,curl,2025-02-16T08:24:00,91065,5931
P00002678,AST000719,ssh,2025-01-15T02:24:00,10304,55475
P00002679,AST001398,/usr/bin/git,2025-01-08T07:45:00,70493,98758
P00002680,AST001137,curl,2025-02-20T07:04:00,41208,32678
P00002681,AST000841,powershell.exe,2025-04-01T22:06:00,13109,67558
P00002682,AST001186,java,2025-02-03T11:11:00,78577,7415
P00002683,AST000776,/usr/bin/python,2025-03-04T00:15:00,3248,77972
P00002684,AST001343,node,2025-03-25T19:32:00,17811,39252
P00002685,AST001086,powershell.exe,2025-03-16T08:32:00,6155,38545
P00002686,AST000770,node,2025-02-18T23:17:00,97067,73074
P00002687,AST001256,ssh,2025-02-25T14:43:00,53800,6653
P00002688,AST000669,powershell.exe,2025-02-25T08:56:00,1882,40829
P00002689,AST000644,ssh,2025-02-24T12:25:00,99126,58177
P00002690,AST000696,/usr/bin/git,2025-03-10T00:59:00,59064,40538
P00002691,AST000653,kubectl,2025-01-29T06:33:00,79772,3886
P00002692,AST000870,java,2025-01-17T08:16:00,33829,53110
P00002693,AST000780,powershell.exe,2025-01-17T21:37:00,54885,44206
P00002694,AST001434,/bin/bash,2025-02-07T01:50:00,51969,83019
P00002695,AST000684,java,2025-03-19T20:45:00,30003,7138
P00002696,AST000018,curl,2025-03-30T23:02:00,21007,24576
P00002697,AST000242,node,2025-01-23T05:11:00,23730,99981
P00002698,AST000925,ssh,2025-02-24T16:19:00,40714,52690
P00002699,AST000275,/bin/bash,2025-02-10T20:55:00,51137,3737
P00002700,AST000212,node,2025-01-11T06:02:00,92949,13196
P00002701,AST000189,node,2025-02-17T17:10:00,69915,67873
P00002702,AST001309,/usr/bin/python,2025-02-19T02:02:00,99680,70466
P00002703,AST000030,/usr/bin/git,2025-01-14T16:11:00,67669,52015
P00002704,AST000985,powershell.exe,2025-03-05T19:04:00,25675,10472
P00002705,AST000354,java,2025-03-15T20:19:00,58208,1885
P00002706,AST000559,curl,2025-02-27T04:36:00,34488,21610
P00002707,AST001307,powershell.exe,2025-02-24T02:35:00,95742,14636
P00002708,AST000337,kubectl,2025-01-07T06:57:00,32930,30090
P00002709,AST000980,curl,2025-02-13T07:46:00,45315,91383
P00002710,AST001205,/usr/bin/python,2025-02-19T18:10:00,60451,72727
P00002711,AST000717,java,2025-03-23T05:45:00,34699,67478
P00002712,AST000358,/bin/bash,2025-02-09T04:21:00,88048,73171
P00002713,AST001422,java,2025-01-30T17:11:00,33190,47551
P00002714,AST000549,curl,2025-01-07T01:04:00,33354,40142
P00002715,AST001336,ssh,2025-02-17T09:44:00,44374,97062
P00002716,AST000298,/bin/bash,2025-01-26T02:37:00,18343,25468
P00002717,AST000315,kubectl,2025-02-27T09:44:00,80581,96631
P00002718,AST001497,/usr/bin/git,2025-03-04T23:17:00,96134,11223
P00002719,AST000923,chrome.exe,2025-02-26T13:35:00,31837,87197
P00002720,AST000601,powershell.exe,2025-03-24T21:53:00,64132,22345
P00002721,AST000062,kubectl,2025-01-25T18:56:00,49743,89895
P00002722,AST000347,java,2025-01-10T16:12:00,93614,1753
P00002723,AST001341,/bin/bash,2025-03-11T02:04:00,79527,50828
P00002724,AST000505,java,2025-01-06T08:42:00,93685,83375
P00002725,AST000398,/usr/bin/git,2025-01-05T13:11:00,30087,42698
P00002726,AST001472,powershell.exe,2025-03-11T17:10:00,34966,81905
P00002727,AST000469,node,2025-02-12T07:50:00,1549,4787
P00002728,AST001433,kubectl,2025-03-23T03:32:00,9061,93836
P00002729,AST000811,kubectl,2025-02-26T16:11:00,37566,67495
P00002730,AST000137,powershell.exe,2025-02-24T11:47:00,36550,33405
P00002731,AST000520,node,2025-03-27T12:16:00,34327,56132
P00002732,AST000109,kubectl,2025-03-10T07:10:00,47400,90334
P00002733,AST000135,/usr/bin/git,2025-03-02T20:34:00,28501,59126
P00002734,AST001442,/usr/bin/python,2025-03-12T03:39:00,84121,90046
P00002735,AST001333,chrome.exe,2025-03-27T10:56:00,84365,78186
P00002736,AST000252,ssh,2025-01-19T18:19:00,65843,67273
P00002737,AST001353,curl,2025-02-02T18:23:00,81540,74535
P00002738,AST001186,kubectl,2025-02-24T20:00:00,67436,20416
P00002739,AST001414,node,2025-03-18T02:04:00,41223,63177
P00002740,AST001185,ssh,2025-03-31T04:32:00,13718,36045
P00002741,AST000920,node,2025-03-29T04:41:00,49394,30580
P00002742,AST000074,kubectl,2025-01-12T20:25:00,98003,50082
P00002743,AST001455,node,2025-02-02T05:58:00,17328,26803
P00002744,AST001140,/usr/bin/git,2025-03-25T07:43:00,58921,21429
P00002745,AST001067,/usr/bin/git,2025-01-31T08:07:00,13528,19885
P00002746,AST000230,kubectl,2025-03-24T22:30:00,65532,4043
P00002747,AST000802,chrome.exe,2025-01-21T19:20:00,22598,67874
P00002748,AST001054,kubectl,2025-01-07T19:43:00,27800,22091
P00002749,AST000298,/bin/bash,2025-01-16T01:31:00,1954,24363
P00002750,AST000471,/usr/bin/python,2025-01-23T00:04:00,8262,90757
P00002751,AST001069,curl,2025-02-19T15:44:00,49730,15122
